CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.7,1.3,3.2,2.8,222.0,227.0,566.0,563.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,7.6,4.4,9.3,8.7,116.0,133.0,463.0,472.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,2.5,1.5,3.7,2.3,1079.0,1078.0,1413.0,1420.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1150.0,1171.0,1507.0,1532.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,15.0,6.0,365.0,367.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,5.8,2.2,7.5,4.5,411.0,412.0,742.0,753.0,
7,58,70.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,968.0,961.0,1344.0,1329.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.3,2.7,6.9,5.1,2797.0,2778.0,3142.0,3155.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2514.0,2510.0,2847.0,2843.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,2.7,1.3,4.2,1.8,2693.0,2684.0,3039.0,3055.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2589.0,2602.0,2940.0,2963.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,12.0,0.0,2037.0,2013.0,2382.0,2388.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,12.0,0.0,18.0,2294.0,2295.0,2649.0,2665.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,6.0,0.0,1922.0,1916.0,2297.0,2269.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,11.2,4.8,14.1,9.9,2120.0,2131.0,2468.0,2475.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,16.0,0.0,24.0,0.0,1844.0,1832.0,2202.0,2175.0,
17,18,75.0,16.0,20.0,2203.5,3390.0,,,5.4,2.6,8.5,3.5,2212.0,2209.0,2576.0,2575.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,12.0,0.0,1638.0,1655.0,2004.0,2005.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,6.0,1754.0,1731.0,2099.0,2083.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,3.3,2.7,6.0,3.0,334.0,331.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,4.8,3.2,6.5,5.5,2896.0,2872.0,3246.0,3238.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,5.1,2.9,8.1,3.9,6.0,0.0,359.0,343.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,2.1,1.9,4.3,1.7,1550.0,1555.0,1904.0,1907.0,
