CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,24.0,10.0,0.0,600.0,,,2.4,0.0,1.2,0.4,4.2,0.0,1.6,0.2,0.0,0.0,981.0,994.0,
2,35,17.0,24.0,7.0,0.0,600.0,,,0.0,1.5,1.1,0.1,0.0,2.0,1.5,0.7,0.0,0.0,982.0,974.0,
3,55,45.0,24.0,13.0,0.0,600.0,,,3.6,0.0,1.1,0.5,4.7,0.0,2.3,0.8,0.0,0.0,977.0,980.0,
4,55,20.0,24.0,19.0,650.0,1000.0,,,0.0,4.0,3.0,0.5,0.0,6.8,3.0,1.6,620.0,601.0,871.0,875.0,
5,15,30.0,24.0,26.0,0.0,600.0,,,0.0,5.6,3.7,1.1,0.0,9.7,5.2,0.7,0.0,0.0,974.0,988.0,
6,25,30.0,24.0,3.0,0.0,600.0,,,0.5,0.4,0.2,0.0,0.8,0.6,0.3,0.1,340.0,324.0,587.0,597.0,
7,20,50.0,24.0,5.0,0.0,600.0,,,0.8,0.7,0.5,0.0,1.4,1.1,0.5,0.0,0.0,0.0,983.0,994.0,
8,10,43.0,32.0,9.0,0.0,600.0,,,1.9,1.0,0.6,0.1,2.6,1.4,1.0,0.5,305.0,303.0,581.0,583.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,0.0,4.0,2.4,0.0,0.0,6.0,3.6,0.0,327.0,311.0,572.0,574.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,3.7,2.7,0.0,0.0,5.6,4.0,0.0,0.0,480.0,470.0,737.0,732.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,0.0,2.8,2.0,0.0,0.0,5.1,2.1,0.0,143.0,139.0,394.0,397.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,0.0,7.6,0.0,0.0,0.0,11.4,0.0,0.0,0.0,983.0,986.0,
13,30,25.0,32.0,23.0,650.0,1000.0,,,4.2,2.9,1.4,0.8,6.0,4.2,2.3,1.3,621.0,633.0,888.0,891.0,
14,15,10.0,32.0,20.0,0.0,600.0,,,3.6,2.6,1.0,0.8,5.3,3.5,1.9,1.3,0.0,0.0,973.0,978.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,0.0,0.0,2.7,0.5,0.0,0.0,3.5,1.3,116.0,110.0,382.0,380.0,
16,10,20.0,24.0,19.0,0.0,600.0,,,4.6,0.0,2.7,0.3,6.4,0.0,3.2,1.7,0.0,0.0,977.0,978.0,
17,5,30.0,32.0,2.0,650.0,1000.0,,,0.3,0.2,0.2,0.1,0.5,0.3,0.2,0.1,659.0,668.0,925.0,924.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,0.0,0.0,4.8,0.0,0.0,0.0,7.2,0.0,0.0,0.0,996.0,995.0,
19,15,60.0,24.0,17.0,0.0,600.0,,,0.0,3.0,2.7,1.1,0.0,4.9,3.5,1.9,0.0,0.0,993.0,961.0,
20,45,65.0,16.0,9.0,0.0,600.0,,,3.4,0.0,0.0,0.2,5.1,0.0,0.0,0.3,0.0,0.0,981.0,959.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,979.0,996.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,7.2,0.0,0.0,0.0,10.8,0.0,0.0,0.0,332.0,311.0,585.0,581.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,0.0,7.3,4.3,0.0,0.0,11.0,6.4,0.0,125.0,131.0,394.0,399.0,
24,65,35.0,8.0,3.0,0.0,600.0,,,0.0,1.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,986.0,961.0,
25,65,20.0,24.0,6.0,650.0,1000.0,,,1.7,0.0,0.5,0.2,2.6,0.0,0.8,0.2,702.0,708.0,965.0,967.0,
26,45,30.0,16.0,17.0,0.0,600.0,,,5.7,0.0,0.0,1.1,8.0,0.0,0.0,2.2,0.0,0.0,998.0,978.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,0.0,5.5,0.0,0.9,0.0,8.9,0.0,0.7,53.0,49.0,317.0,314.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,0.0,3.4,3.0,0.0,0.0,5.3,4.3,0.0,0.0,0.0,996.0,997.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,2.0,1.6,0.0,0.0,3.1,2.3,0.0,0.0,0.0,0.0,981.0,979.0,
30,40,60.0,32.0,21.0,0.0,600.0,,,3.9,2.1,2.0,0.4,6.0,3.9,2.1,0.6,184.0,182.0,446.0,449.0,
31,31,52.0,24.0,27.0,0.0,600.0,,,5.1,4.3,0.0,1.4,8.7,6.9,0.0,0.7,0.0,0.0,980.0,994.0,
32,35,69.0,16.0,23.0,0.0,600.0,,,0.0,6.3,2.9,0.0,0.0,9.4,4.4,0.0,0.0,0.0,968.0,974.0,
