CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,24.0,10.0,0.0,2034.0,,,2.4,0.0,0.9,0.6,4.3,0.0,1.4,0.3,304.0,310.0,485.0,478.0,
2,45,70.0,24.0,30.0,0.0,2034.0,,,6.1,4.8,0.0,1.1,9.1,6.7,0.0,2.2,205.0,210.0,375.0,388.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1167.0,1151.0,1337.0,1333.0,
4,60,66.0,32.0,10.0,0.0,2034.0,,,1.7,1.3,0.7,0.3,2.5,1.9,0.9,0.6,1257.0,1251.0,1433.0,1433.0,
5,42,65.0,24.0,10.0,0.0,2034.0,,,2.4,0.0,1.1,0.6,3.6,0.0,1.7,0.7,18.0,25.0,192.0,187.0,
6,16,42.0,32.0,20.0,0.0,2034.0,,,3.0,2.8,1.4,0.9,5.2,3.9,2.1,0.8,482.0,487.0,663.0,660.0,
7,58,70.0,24.0,20.0,0.0,2034.0,,,0.0,4.1,2.9,1.0,0.0,7.2,3.0,1.7,1062.0,1073.0,1249.0,1234.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,4.9,3.1,0.0,0.0,6.9,5.1,0.0,0.0,2875.0,2887.0,3055.0,3057.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2590.0,2600.0,2770.0,2765.0,
10,35,66.0,32.0,10.0,2203.5,3390.0,,,1.9,1.2,0.7,0.2,2.7,2.0,1.0,0.3,2778.0,2783.0,2956.0,2967.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2686.0,2698.0,2861.0,2863.0,
12,25,85.0,32.0,20.0,1356.0,2542.5,,,3.6,2.6,1.6,0.2,5.2,3.8,2.7,0.3,2108.0,2103.0,2279.0,2282.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,7.3,4.7,0.0,0.0,9.6,8.4,0.0,0.0,2392.0,2399.0,2567.0,2568.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2022.0,2013.0,2187.0,2186.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,2205.0,2212.0,2377.0,2389.0,
16,20,85.0,24.0,40.0,1356.0,2542.5,,,9.8,0.0,5.5,0.7,16.4,0.0,5.1,2.5,1931.0,1925.0,2104.0,2094.0,
17,18,75.0,16.0,20.0,1356.0,2542.5,,,5.0,3.0,0.0,0.0,7.2,4.8,0.0,0.0,2302.0,2305.0,2472.0,2473.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,1726.0,1727.0,1903.0,1908.0,
19,15,80.0,32.0,10.0,0.0,2034.0,,,1.7,1.4,0.7,0.2,2.8,1.5,1.3,0.3,1833.0,1825.0,2005.0,2001.0,
20,30,50.0,32.0,10.0,0.0,2034.0,,,1.7,1.6,0.6,0.1,2.4,2.0,1.1,0.5,0.0,6.0,174.0,179.0,
21,30,56.0,32.0,20.0,2203.5,3390.0,,,3.3,2.2,1.8,0.8,5.4,3.9,2.2,0.5,2969.0,2974.0,3150.0,3151.0,
22,28,52.0,24.0,20.0,0.0,2034.0,,,4.0,2.8,1.2,0.0,5.3,3.7,3.0,0.0,18.0,14.0,197.0,191.0,
23,14,66.0,32.0,10.0,0.0,2034.0,,,1.8,1.2,0.6,0.4,2.8,1.9,0.8,0.5,1633.0,1627.0,1814.0,1809.0,
24,25,50.0,24.0,10.0,0.0,2034.0,,,2.1,1.2,0.7,0.0,2.9,2.0,1.1,0.0,105.0,104.0,286.0,289.0,
25,22,66.0,32.0,40.0,2203.5,3390.0,,,6.3,5.7,3.5,0.5,11.6,6.8,3.3,2.3,2495.0,2491.0,2672.0,2679.0,
26,8,62.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1531.0,1540.0,1706.0,1710.0,
27,23,52.0,16.0,10.0,0.0,2034.0,,,0.0,2.6,1.4,0.0,0.0,4.1,1.9,0.0,199.0,209.0,382.0,380.0,
28,4,55.0,24.0,20.0,0.0,2034.0,,,5.2,0.0,2.1,0.7,7.6,0.0,4.1,0.4,1438.0,1447.0,1618.0,1612.0,
29,20,50.0,24.0,10.0,0.0,2034.0,,,2.0,1.1,1.0,0.0,2.8,1.9,1.2,0.0,398.0,382.0,567.0,559.0,
30,20,55.0,16.0,10.0,0.0,2034.0,,,3.5,0.0,0.0,0.5,4.9,0.0,0.0,1.1,289.0,298.0,472.0,475.0,
31,10,35.0,16.0,20.0,0.0,2034.0,,,4.9,3.1,0.0,0.0,6.8,5.2,0.0,0.0,768.0,780.0,954.0,955.0,
32,10,40.0,32.0,30.0,0.0,2034.0,,,4.5,3.8,2.6,1.2,8.1,4.9,3.5,1.4,590.0,578.0,761.0,753.0,
33,8,40.0,16.0,40.0,0.0,2034.0,,,0.0,0.0,8.3,7.7,0.0,0.0,21.6,2.4,683.0,680.0,858.0,861.0,
34,8,45.0,16.0,20.0,0.0,2034.0,,,0.0,6.0,0.0,2.0,0.0,10.6,0.0,1.4,1344.0,1330.0,1513.0,1519.0,
35,5,35.0,24.0,10.0,0.0,2034.0,,,0.0,2.4,1.4,0.1,0.0,3.2,2.3,0.5,874.0,875.0,1038.0,1038.0,
36,5,45.0,32.0,10.0,0.0,2034.0,,,1.7,1.2,0.9,0.3,2.4,2.3,1.1,0.3,1246.0,1253.0,1428.0,1424.0,
37,2,40.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,960.0,958.0,1133.0,1138.0,
38,0,40.0,24.0,30.0,0.0,2034.0,,,6.0,4.5,0.0,1.5,8.4,7.9,0.0,1.7,1049.0,1060.0,1224.0,1226.0,
39,0,45.0,24.0,20.0,0.0,2034.0,,,4.9,0.0,2.4,0.7,7.5,0.0,3.0,1.5,1147.0,1158.0,1327.0,1332.0,
40,36,18.0,24.0,10.0,0.0,2034.0,,,2.5,0.0,0.9,0.6,4.0,0.0,1.9,0.2,1817.0,1806.0,1989.0,1993.0,
41,35,32.0,24.0,10.0,2203.5,3390.0,,,2.0,1.4,0.6,0.0,2.7,2.1,1.2,0.0,2746.0,2749.0,2920.0,2934.0,
42,33,32.0,16.0,20.0,2203.5,3390.0,,,0.0,4.8,3.2,0.0,0.0,8.2,3.8,0.0,2663.0,2650.0,2831.0,2831.0,
43,33,35.0,32.0,10.0,2203.5,3390.0,,,1.5,1.3,0.8,0.4,2.5,2.3,1.0,0.2,2558.0,2568.0,2739.0,2740.0,
44,32,20.0,32.0,10.0,1356.0,2542.5,,,1.8,1.0,0.8,0.3,2.9,1.7,1.0,0.5,1898.0,1909.0,2077.0,2089.0,
45,30,30.0,32.0,10.0,1356.0,2542.5,,,1.9,1.1,0.7,0.4,2.3,2.2,0.8,0.7,2094.0,2103.0,2273.0,2279.0,
46,34,25.0,24.0,30.0,1356.0,2542.5,,,0.0,5.8,4.2,1.9,0.0,8.8,6.0,3.2,2006.0,1997.0,2181.0,2175.0,
47,30,35.0,24.0,10.0,2203.5,3390.0,,,2.0,1.4,0.7,0.0,2.7,2.3,1.0,0.0,2478.0,2465.0,2655.0,2644.0,
48,36,40.0,24.0,10.0,2203.5,3390.0,,,2.0,1.5,0.0,0.4,3.0,2.7,0.0,0.3,2846.0,2852.0,3025.0,3021.0,
49,48,20.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,966.0,954.0,1133.0,1134.0,
50,26,32.0,16.0,10.0,1356.0,2542.5,,,3.1,0.0,0.9,0.0,3.8,0.0,2.2,0.0,2285.0,2282.0,2454.0,2453.0,
51,25,30.0,16.0,10.0,1356.0,2542.5,,,2.7,0.0,1.3,0.0,3.8,0.0,2.2,0.0,2198.0,2186.0,2375.0,2372.0,
52,25,35.0,32.0,10.0,2203.5,3390.0,,,2.0,1.1,0.6,0.4,2.7,1.8,1.1,0.4,2369.0,2372.0,2555.0,2550.0,
53,44,5.0,24.0,20.0,0.0,2034.0,,,0.0,4.7,3.0,0.3,0.0,6.0,3.7,2.3,1248.0,1245.0,1418.0,1430.0,
54,42,10.0,8.0,40.0,0.0,2034.0,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,1157.0,1157.0,1331.0,1325.0,
55,42,15.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1050.0,1064.0,1234.0,1231.0,
56,40,5.0,16.0,30.0,0.0,2034.0,,,0.0,7.4,4.6,0.0,0.0,11.0,7.0,0.0,1342.0,1344.0,1513.0,1515.0,
57,38,15.0,8.0,40.0,0.0,2034.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1714.0,1715.0,1891.0,1894.0,
58,38,5.0,24.0,30.0,0.0,2034.0,,,6.5,4.0,0.0,1.5,10.5,5.4,0.0,2.1,1438.0,1434.0,1614.0,1615.0,
59,38,10.0,16.0,10.0,0.0,2034.0,,,2.6,0.0,1.4,0.0,4.2,0.0,1.8,0.0,1626.0,1630.0,1793.0,1806.0,
60,35,5.0,16.0,20.0,0.0,2034.0,,,0.0,4.9,3.1,0.0,0.0,7.8,4.2,0.0,1530.0,1534.0,1706.0,1711.0,
61,50,30.0,32.0,10.0,0.0,2034.0,,,1.5,1.2,0.9,0.3,2.8,1.6,1.0,0.5,398.0,397.0,567.0,569.0,
62,50,35.0,24.0,20.0,0.0,2034.0,,,4.7,0.0,2.5,0.8,7.8,0.0,3.7,0.5,105.0,111.0,281.0,296.0,
63,50,40.0,24.0,50.0,0.0,2034.0,,,0.0,9.8,6.1,4.1,0.0,15.5,8.8,5.8,18.0,13.0,201.0,200.0,
64,48,30.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,492.0,482.0,653.0,669.0,
65,44,25.0,16.0,10.0,0.0,2034.0,,,0.0,2.3,1.7,0.0,0.0,3.8,2.2,0.0,859.0,870.0,1043.0,1047.0,
66,47,35.0,16.0,10.0,0.0,2034.0,,,3.5,0.0,0.0,0.5,4.7,0.0,0.0,1.3,580.0,573.0,764.0,764.0,
67,47,40.0,24.0,10.0,0.0,2034.0,,,2.3,1.7,0.0,0.1,3.2,2.3,0.0,0.5,2.0,8.0,183.0,181.0,
68,42,30.0,24.0,10.0,0.0,2034.0,,,1.8,1.6,0.0,0.6,3.6,2.2,0.0,0.2,771.0,766.0,952.0,945.0,
69,45,35.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,679.0,666.0,842.0,848.0,
70,95,30.0,32.0,30.0,1356.0,2542.5,,,4.7,3.3,2.8,1.2,7.6,5.9,4.0,0.5,2321.0,2308.0,2496.0,2491.0,
71,95,35.0,24.0,20.0,1356.0,2542.5,,,0.0,4.1,2.6,1.2,0.0,6.8,4.7,0.5,2225.0,2223.0,2389.0,2396.0,
72,53,30.0,16.0,10.0,0.0,2034.0,,,0.0,2.8,1.2,0.0,0.0,3.5,2.5,0.0,298.0,298.0,468.0,484.0,
73,92,30.0,16.0,10.0,2203.5,3390.0,,,2.4,1.6,0.0,0.0,3.3,2.7,0.0,0.0,2401.0,2402.0,2575.0,2581.0,
74,53,35.0,32.0,50.0,0.0,2034.0,,,8.7,6.9,2.6,1.8,12.0,9.4,6.0,2.7,211.0,208.0,377.0,382.0,
75,45,65.0,32.0,20.0,0.0,2034.0,,,3.3,2.7,1.1,0.9,5.3,4.0,2.1,0.5,107.0,116.0,280.0,292.0,
76,90,35.0,8.0,10.0,1356.0,2542.5,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2130.0,2120.0,2298.0,2293.0,
77,72,45.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2897.0,2893.0,3075.0,3073.0,
78,78,40.0,8.0,20.0,2203.5,3390.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,2787.0,2791.0,2970.0,2971.0,
79,87,30.0,32.0,10.0,2203.5,3390.0,,,1.9,1.1,0.7,0.3,2.5,1.7,1.3,0.5,2606.0,2606.0,2776.0,2777.0,
80,85,25.0,24.0,10.0,2203.5,3390.0,,,1.9,1.3,0.8,0.0,2.5,2.3,1.2,0.0,2505.0,2497.0,2679.0,2678.0,
81,85,35.0,8.0,30.0,2203.5,3390.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,2699.0,2692.0,2869.0,2876.0,
