CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,570.0,569.0,898.0,887.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,8.0,4.0,11.1,6.9,55.0,50.0,373.0,372.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,2.5,1.5,3.5,2.5,464.0,470.0,597.0,598.0,
4,20,80.0,16.0,40.0,384.0,720.0,,,11.4,4.6,13.6,10.4,407.0,417.0,921.0,918.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,5.3,2.7,6.8,5.2,32.0,38.0,413.0,421.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,5.4,2.6,7.2,4.8,248.0,221.0,648.0,655.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,5.3,2.7,7.7,4.3,268.0,281.0,446.0,447.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,2.1,1.9,3.6,2.4,244.0,246.0,589.0,606.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,5.2,2.8,6.8,5.2,209.0,216.0,638.0,639.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,462.0,467.0,705.0,693.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,4.0,2.0,557.0,518.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,5.6,2.4,7.9,4.1,166.0,161.0,419.0,412.0,
13,5,35.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,321.0,305.0,923.0,919.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,2.0,2.0,3.5,2.5,17.0,34.0,496.0,496.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,4.7,3.3,7.8,4.2,16.0,25.0,587.0,579.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,198.0,201.0,418.0,417.0,
17,0,45.0,16.0,20.0,384.0,720.0,,,5.2,2.8,6.7,5.3,317.0,311.0,914.0,959.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.1,2.9,8.3,3.7,331.0,331.0,458.0,453.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,9.6,6.4,15.8,8.2,203.0,204.0,435.0,425.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,2.7,1.3,3.3,2.7,502.0,494.0,682.0,694.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,153.0,135.0,397.0,392.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,262.0,257.0,639.0,622.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,22.0,0.0,530.0,529.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,2.1,1.9,3.6,2.4,573.0,586.0,907.0,889.0,
25,35,5.0,8.0,20.0,384.0,720.0,,,8.0,0.0,12.0,0.0,340.0,320.0,946.0,940.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
