CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,919.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,30.0,0.0,930.0,
3,22,85.0,8.0,10.0,0.0,576.0,,,10.0,0.0,0.0,940.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,40.0,640.0,768.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,12.7,7.3,0.0,921.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,386.0,514.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,14.2,5.8,0.0,938.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,7.1,2.9,360.0,497.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,361.0,497.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,30.0,0.0,513.0,645.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,40.0,0.0,195.0,317.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,955.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,0.0,10.0,653.0,774.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,10.0,28.0,161.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,0.0,20.0,163.0,302.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,13.4,6.6,251.0,387.0,
17,0,45.0,16.0,20.0,624.0,960.0,,,11.3,8.7,698.0,831.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,12.8,7.2,331.0,463.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,23.1,16.9,252.0,385.0,
20,42,15.0,8.0,10.0,384.0,720.0,,,10.0,0.0,534.0,661.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,5.9,4.1,0.0,958.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,40.0,0.0,369.0,505.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,19.1,10.9,199.0,324.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,6.2,3.8,672.0,809.0,
25,35,5.0,16.0,20.0,624.0,960.0,,,10.6,9.4,772.0,905.0,
26,95,30.0,8.0,30.0,0.0,576.0,,,0.0,30.0,0.0,955.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,12.3,7.7,145.0,271.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,5.8,4.2,145.0,278.0,
29,90,35.0,8.0,10.0,0.0,576.0,,,10.0,0.0,190.0,316.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,10.0,0.0,237.0,367.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,10.8,9.2,0.0,935.0,
32,87,30.0,16.0,10.0,624.0,960.0,,,5.5,4.5,620.0,745.0,
33,85,25.0,16.0,10.0,0.0,576.0,,,7.0,3.0,75.0,200.0,
34,85,35.0,8.0,30.0,0.0,576.0,,,30.0,0.0,0.0,915.0,
35,67,85.0,16.0,20.0,624.0,960.0,,,13.1,6.9,645.0,778.0,
36,65,85.0,16.0,40.0,0.0,576.0,,,24.0,16.0,43.0,172.0,
37,65,82.0,8.0,10.0,0.0,576.0,,,10.0,0.0,0.0,928.0,
38,62,80.0,16.0,30.0,0.0,576.0,,,19.4,10.6,275.0,406.0,
39,60,80.0,16.0,10.0,0.0,576.0,,,7.0,3.0,52.0,189.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,16.1,13.9,327.0,457.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,12.7,7.3,371.0,500.0,
42,55,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,22.0,156.0,
43,55,85.0,8.0,20.0,384.0,720.0,,,0.0,20.0,574.0,698.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,10.0,0.0,206.0,347.0,
45,20,82.0,16.0,10.0,0.0,576.0,,,6.9,3.1,30.0,168.0,
46,18,80.0,16.0,10.0,384.0,720.0,,,6.8,3.2,483.0,610.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,10.0,0.0,103.0,226.0,
48,42,5.0,8.0,10.0,0.0,576.0,,,10.0,0.0,0.0,916.0,
49,42,12.0,16.0,10.0,0.0,576.0,,,5.3,4.7,437.0,562.0,
50,72,35.0,16.0,30.0,0.0,576.0,,,19.6,10.4,0.0,930.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
