CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,92.0,172.5,,,0.0,4.0,0.0,6.0,160.0,161.0,171.0,171.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,1.9,0.9,2.7,1.5,49.0,50.0,60.0,61.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,0.0,5.2,0.0,7.8,115.0,116.0,126.0,126.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,7.6,0.0,11.4,0.0,149.0,149.0,159.0,159.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,5.9,4.5,8.5,7.1,34.0,33.0,45.0,45.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,0.0,1.2,0.0,1.8,98.0,99.0,110.0,109.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,1.3,0.7,1.8,1.2,81.0,81.0,92.0,91.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,2.4,1.2,2.8,2.6,94.0,94.0,106.0,105.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,97.0,97.0,107.0,108.0,
10,30,60.0,16.0,16.0,0.0,138.0,,,4.6,1.8,6.0,3.6,124.0,124.0,134.0,135.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,2.7,2.1,4.4,2.8,67.0,66.0,78.0,77.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,62.0,62.0,74.0,73.0,
13,30,25.0,16.0,23.0,92.0,172.5,,,6.3,2.9,8.9,4.9,159.0,159.0,169.0,169.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,0.0,8.0,0.0,12.0,31.0,32.0,42.0,42.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,3.2,0.0,4.8,0.0,60.0,60.0,72.0,72.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,75.0,74.0,85.0,86.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,0.6,0.2,0.7,0.5,157.0,156.0,168.0,168.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,3.0,1.8,5.2,2.0,86.0,86.0,98.0,98.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,6.8,0.0,10.2,0.0,76.0,75.0,87.0,87.0,
20,45,65.0,16.0,9.0,0.0,138.0,,,2.3,1.3,3.7,1.7,126.0,125.0,136.0,136.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,2.8,1.6,4.1,2.5,62.0,61.0,72.0,73.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,7.2,0.0,10.8,0.0,96.0,97.0,107.0,108.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,0.0,11.6,0.0,17.4,67.0,68.0,78.0,79.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,0.8,0.4,1.2,0.6,152.0,153.0,164.0,163.0,
25,65,20.0,8.0,6.0,149.5,230.0,,,0.0,2.4,0.0,3.6,171.0,171.0,183.0,183.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,6.8,0.0,10.2,0.0,131.0,132.0,142.0,142.0,
27,35,40.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,37.0,37.0,48.0,47.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,38.0,39.0,49.0,50.0,
29,64,42.0,16.0,9.0,0.0,138.0,,,2.1,1.5,3.0,2.4,63.0,63.0,73.0,74.0,
30,40,60.0,16.0,21.0,0.0,138.0,,,6.0,2.4,7.3,5.3,70.0,71.0,81.0,82.0,
31,31,52.0,8.0,27.0,0.0,138.0,,,10.8,0.0,16.2,0.0,49.0,50.0,60.0,61.0,
32,35,69.0,8.0,23.0,92.0,172.5,,,9.2,0.0,13.8,0.0,141.0,140.0,151.0,152.0,
33,53,52.0,8.0,11.0,0.0,138.0,,,4.4,0.0,6.6,0.0,36.0,37.0,48.0,47.0,
34,65,55.0,16.0,14.0,0.0,138.0,,,3.6,2.0,5.7,2.7,116.0,116.0,127.0,127.0,
35,63,65.0,16.0,8.0,92.0,172.5,,,2.0,1.2,3.3,1.5,143.0,143.0,153.0,153.0,
36,2,60.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,41.0,40.0,51.0,51.0,
37,20,20.0,8.0,8.0,92.0,172.5,,,0.0,3.2,0.0,4.8,134.0,134.0,145.0,144.0,
38,5,5.0,16.0,16.0,0.0,138.0,,,4.6,1.8,6.2,3.4,83.0,83.0,93.0,93.0,
39,60,12.0,8.0,31.0,0.0,138.0,,,12.4,0.0,18.6,0.0,44.0,44.0,54.0,55.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,2.0,1.6,3.5,1.9,84.0,85.0,95.0,95.0,
41,42,7.0,16.0,5.0,0.0,138.0,,,1.2,0.8,1.7,1.3,97.0,97.0,108.0,107.0,
42,24,12.0,16.0,5.0,0.0,138.0,,,1.3,0.7,1.7,1.3,31.0,31.0,41.0,42.0,
43,23,3.0,8.0,7.0,92.0,172.5,,,2.8,0.0,4.2,0.0,131.0,132.0,142.0,142.0,
44,11,14.0,8.0,18.0,0.0,138.0,,,7.2,0.0,10.8,0.0,69.0,68.0,80.0,79.0,
45,6,38.0,16.0,16.0,0.0,138.0,,,4.2,2.2,4.9,4.7,32.0,31.0,43.0,42.0,
46,2,48.0,16.0,1.0,0.0,138.0,,,0.3,0.1,0.4,0.2,117.0,117.0,127.0,128.0,
47,8,56.0,8.0,27.0,0.0,138.0,,,10.8,0.0,16.2,0.0,50.0,50.0,61.0,62.0,
48,13,52.0,8.0,36.0,149.5,230.0,,,14.4,0.0,21.6,0.0,164.0,164.0,176.0,176.0,
49,6,68.0,16.0,30.0,0.0,138.0,,,8.6,3.4,12.0,6.0,107.0,108.0,119.0,118.0,
50,47,47.0,8.0,13.0,0.0,138.0,,,5.2,0.0,7.8,0.0,124.0,123.0,135.0,134.0,
51,49,58.0,8.0,10.0,0.0,138.0,,,4.0,0.0,6.0,0.0,88.0,87.0,99.0,99.0,
52,27,43.0,16.0,9.0,0.0,138.0,,,2.5,1.1,3.1,2.3,51.0,52.0,62.0,62.0,
53,37,31.0,8.0,14.0,0.0,138.0,,,0.0,5.6,0.0,8.4,94.0,95.0,106.0,106.0,
54,57,29.0,8.0,18.0,92.0,172.5,,,7.2,0.0,10.8,0.0,140.0,140.0,151.0,150.0,
55,63,23.0,8.0,2.0,92.0,172.5,,,0.0,0.8,0.0,1.2,136.0,135.0,146.0,146.0,
56,53,12.0,16.0,6.0,92.0,172.5,,,1.5,0.9,2.2,1.4,129.0,129.0,140.0,140.0,
57,32,12.0,8.0,7.0,0.0,138.0,,,2.8,0.0,4.2,0.0,101.0,101.0,112.0,111.0,
58,36,26.0,16.0,18.0,149.5,230.0,,,4.3,2.9,6.0,4.8,200.0,199.0,210.0,211.0,
59,21,24.0,16.0,28.0,0.0,138.0,,,7.7,3.5,12.1,4.7,17.0,18.0,29.0,29.0,
60,17,34.0,8.0,3.0,92.0,172.5,,,0.0,1.2,0.0,1.8,162.0,161.0,172.0,172.0,
61,12,24.0,16.0,13.0,0.0,138.0,,,3.2,2.0,5.3,2.5,75.0,76.0,87.0,87.0,
62,24,58.0,16.0,19.0,0.0,138.0,,,4.9,2.7,6.9,4.5,58.0,57.0,68.0,69.0,
63,27,69.0,8.0,10.0,0.0,138.0,,,4.0,0.0,6.0,0.0,34.0,33.0,45.0,45.0,
64,15,77.0,16.0,9.0,0.0,138.0,,,2.2,1.4,3.3,2.1,73.0,72.0,83.0,84.0,
65,62,77.0,8.0,20.0,0.0,138.0,,,8.0,0.0,12.0,0.0,51.0,50.0,62.0,62.0,
66,49,73.0,8.0,25.0,0.0,138.0,,,0.0,10.0,0.0,15.0,127.0,126.0,137.0,137.0,
67,67,5.0,8.0,25.0,0.0,138.0,,,0.0,10.0,0.0,15.0,83.0,83.0,93.0,93.0,
68,56,39.0,8.0,36.0,92.0,172.5,,,0.0,14.4,0.0,21.6,141.0,142.0,153.0,153.0,
69,37,47.0,16.0,6.0,0.0,138.0,,,1.7,0.7,2.5,1.1,49.0,49.0,60.0,61.0,
70,37,56.0,8.0,5.0,149.5,230.0,,,0.0,2.0,0.0,3.0,182.0,182.0,193.0,193.0,
71,57,68.0,16.0,15.0,0.0,138.0,,,3.2,2.8,5.4,3.6,76.0,76.0,87.0,87.0,
72,47,16.0,8.0,25.0,0.0,138.0,,,0.0,10.0,0.0,15.0,34.0,35.0,46.0,45.0,
73,44,17.0,16.0,9.0,0.0,138.0,,,2.6,1.0,3.3,2.1,78.0,78.0,89.0,88.0,
74,46,13.0,8.0,8.0,92.0,172.5,,,3.2,0.0,4.8,0.0,148.0,149.0,160.0,159.0,
75,49,11.0,16.0,18.0,0.0,138.0,,,4.7,2.5,7.3,3.5,69.0,68.0,79.0,80.0,
76,49,42.0,8.0,13.0,0.0,138.0,,,5.2,0.0,7.8,0.0,73.0,72.0,84.0,83.0,
77,53,43.0,8.0,14.0,149.5,230.0,,,0.0,5.6,0.0,8.4,179.0,179.0,189.0,190.0,
