CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,10.0,0.0,0.0,986.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,4.7,2.3,0.0,987.0,
3,55,45.0,16.0,13.0,0.0,600.0,,,6.8,6.2,0.0,999.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,10.7,8.3,608.0,865.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,19.3,6.7,0.0,970.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,0.0,3.0,339.0,603.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,5.0,0.0,991.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,6.4,2.6,303.0,563.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,16.0,307.0,578.0,
10,30,60.0,8.0,16.0,400.0,750.0,,,16.0,0.0,473.0,739.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,12.0,0.0,145.0,401.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,12.6,6.4,0.0,979.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,0.0,23.0,634.0,890.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,20.0,0.0,984.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,4.6,3.4,102.0,363.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,13.2,5.8,0.0,979.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,1.4,0.6,676.0,929.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,8.0,4.0,0.0,986.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,11.3,5.7,0.0,989.0,
20,45,65.0,8.0,9.0,0.0,600.0,,,0.0,9.0,0.0,983.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,7.1,3.9,0.0,998.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,11.9,6.1,330.0,583.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,16.7,12.3,128.0,397.0,
24,65,35.0,16.0,3.0,0.0,600.0,,,2.0,1.0,0.0,992.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,3.6,2.4,701.0,959.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
