CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,0.0,576.0,,,3.1,3.0,1.6,0.4,5.7,3.2,1.8,1.3,0.0,0.0,920.0,957.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,7.3,4.7,0.0,0.0,10.1,7.9,0.0,0.0,0.0,0.0,920.0,955.0,
3,22,85.0,32.0,10.0,0.0,576.0,,,1.7,1.5,0.8,0.1,2.3,2.0,1.1,0.6,0.0,0.0,949.0,959.0,
4,20,80.0,32.0,40.0,624.0,960.0,,,7.0,5.5,2.9,0.5,10.7,7.4,5.5,0.3,636.0,632.0,773.0,776.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,0.0,0.0,5.4,2.6,0.0,0.0,7.7,4.3,0.0,0.0,924.0,932.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,5.7,0.0,2.3,0.0,7.9,0.0,4.1,0.0,382.0,387.0,520.0,517.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,4.6,3.4,0.0,0.0,7.3,4.7,0.0,0.0,0.0,0.0,928.0,952.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,0.0,0.0,3.5,0.5,0.0,0.0,4.3,1.7,364.0,361.0,492.0,491.0,
9,10,35.0,32.0,20.0,0.0,576.0,,,3.6,2.1,1.4,0.9,5.8,3.4,2.3,0.5,365.0,370.0,496.0,496.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,7.4,4.6,0.0,0.0,11.0,7.0,0.0,0.0,518.0,510.0,651.0,643.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,183.0,183.0,316.0,319.0,
12,8,45.0,24.0,20.0,0.0,576.0,,,4.1,3.2,0.0,0.7,6.3,4.2,0.0,1.5,0.0,0.0,939.0,935.0,
13,5,35.0,24.0,10.0,624.0,960.0,,,2.3,1.4,0.0,0.3,3.5,2.3,0.0,0.2,641.0,646.0,774.0,774.0,
14,5,45.0,32.0,10.0,0.0,576.0,,,1.8,1.2,0.5,0.5,2.8,1.6,1.4,0.1,25.0,33.0,157.0,155.0,
15,2,40.0,32.0,20.0,0.0,576.0,,,3.7,2.1,1.5,0.7,4.7,4.1,3.0,0.2,164.0,172.0,295.0,299.0,
16,0,40.0,24.0,20.0,0.0,576.0,,,4.9,0.0,2.2,0.9,8.2,0.0,3.2,0.6,247.0,253.0,378.0,387.0,
17,0,45.0,32.0,20.0,624.0,960.0,,,3.7,2.6,1.1,0.6,5.3,3.4,2.1,1.2,694.0,696.0,827.0,835.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,330.0,335.0,456.0,455.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,13.3,0.0,0.0,2.7,19.7,0.0,0.0,4.3,244.0,250.0,378.0,380.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,3.2,0.0,0.0,0.8,5.3,0.0,0.0,0.7,536.0,534.0,658.0,667.0,
21,40,5.0,24.0,10.0,0.0,576.0,,,0.0,2.5,1.3,0.1,0.0,3.7,1.4,0.9,0.0,0.0,957.0,957.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,0.0,9.4,6.6,0.0,0.0,14.6,9.4,0.0,372.0,374.0,507.0,506.0,
23,38,5.0,24.0,30.0,0.0,576.0,,,6.8,4.0,0.0,1.2,9.7,6.8,0.0,1.5,189.0,200.0,321.0,333.0,
24,38,15.0,32.0,10.0,624.0,960.0,,,1.8,1.1,1.0,0.1,3.1,1.8,0.9,0.2,672.0,681.0,810.0,810.0,
25,35,5.0,24.0,20.0,624.0,960.0,,,4.9,0.0,1.8,1.3,7.7,0.0,3.0,1.3,781.0,772.0,912.0,915.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
