CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,2.7,1.3,3.9,2.1,0.0,0.0,979.0,982.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,1.7,1.1,2.9,1.3,0.0,0.0,994.0,996.0,
3,55,45.0,16.0,13.0,0.0,600.0,,,3.0,2.2,4.8,3.0,0.0,0.0,973.0,967.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,5.0,2.6,7.9,3.5,606.0,618.0,861.0,871.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,5.6,4.8,10.7,4.9,0.0,0.0,973.0,970.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,1.2,0.0,1.8,0.0,0.0,0.0,991.0,980.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,2.0,0.0,3.0,0.0,0.0,975.0,984.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,2.0,1.6,3.1,2.3,309.0,315.0,573.0,584.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,4.6,1.8,6.3,3.3,309.0,318.0,579.0,575.0,
10,30,60.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,0.0,0.0,986.0,975.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,2.9,1.9,4.6,2.6,123.0,136.0,399.0,410.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,4.4,3.2,7.1,4.3,0.0,0.0,997.0,995.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,9.2,0.0,13.8,0.0,631.0,626.0,901.0,884.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,8.0,0.0,12.0,0.0,0.0,0.0,978.0,969.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,0.0,3.2,0.0,4.8,104.0,116.0,365.0,358.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,7.6,0.0,11.4,0.0,0.0,0.0,976.0,989.0,
17,5,30.0,8.0,2.0,0.0,600.0,,,0.0,0.8,0.0,1.2,0.0,0.0,986.0,982.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,4.8,0.0,7.2,0.0,0.0,0.0,989.0,989.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,6.8,0.0,10.2,0.0,0.0,1000.0,967.0,
20,45,65.0,8.0,9.0,0.0,600.0,,,3.6,0.0,5.4,0.0,0.0,0.0,975.0,1000.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,6.6,0.0,0.0,989.0,979.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,0.0,7.2,0.0,10.8,0.0,0.0,999.0,1000.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,7.9,3.7,10.5,6.9,136.0,138.0,391.0,396.0,
24,65,35.0,16.0,3.0,0.0,600.0,,,0.8,0.4,1.0,0.8,0.0,0.0,975.0,966.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,0.0,2.4,0.0,3.6,715.0,697.0,973.0,979.0,
26,45,30.0,16.0,17.0,0.0,600.0,,,4.2,2.6,6.1,4.1,0.0,0.0,992.0,994.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,4.2,2.2,5.1,4.5,0.0,0.0,987.0,989.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,3.9,2.5,5.6,4.0,0.0,0.0,991.0,996.0,
29,64,42.0,8.0,9.0,0.0,600.0,,,3.6,0.0,5.4,0.0,0.0,0.0,980.0,973.0,
30,40,60.0,16.0,21.0,0.0,600.0,,,5.3,3.1,9.2,3.4,0.0,0.0,974.0,980.0,
