CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,6.6,3.4,0.0,223.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,7.0,0.0,0.0,206.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,8.7,4.3,0.0,202.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,12.8,6.2,149.0,159.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,14.2,11.8,0.0,214.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,2.1,0.9,99.0,109.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,5.0,0.0,217.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,5.3,3.7,95.0,105.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,9.8,6.2,97.0,108.0,
10,30,60.0,8.0,16.0,0.0,138.0,,,16.0,0.0,124.0,134.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,12.0,0.0,66.0,78.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,9.9,9.1,0.0,222.0,
13,30,25.0,16.0,23.0,92.0,172.5,,,14.7,8.3,158.0,169.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,20.0,0.0,0.0,195.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,0.0,8.0,60.0,72.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,11.3,7.7,0.0,205.0,
17,5,30.0,8.0,2.0,92.0,172.5,,,0.0,2.0,156.0,167.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,12.0,0.0,0.0,224.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,11.3,5.7,0.0,197.0,
20,45,65.0,8.0,9.0,0.0,138.0,,,9.0,0.0,0.0,204.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,0.0,11.0,0.0,216.0,
