CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,5.5,4.5,751.0,1141.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,20.6,9.4,660.0,1053.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,6.2,3.8,10.0,390.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,10.0,550.0,964.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,10.0,12.0,376.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,20.0,0.0,475.0,852.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,20.0,0.0,11.0,397.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,20.0,0.0,110.0,499.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,10.0,0.0,385.0,765.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,6.1,3.9,182.0,566.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.3,3.7,264.0,670.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,0.0,20.0,488.0,886.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,30.0,0.0,8.0,415.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,10.0,0.0,414.0,783.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,40.0,0.0,214.0,621.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,0.0,40.0,309.0,718.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,13.1,6.9,24.0,409.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,11.1,8.9,15.0,410.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,6.0,4.0,106.0,520.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,6.2,3.8,0.0,373.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,0.0,20.0,726.0,1132.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,20.0,0.0,640.0,1058.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,554.0,952.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,6.5,3.5,8.0,375.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,22.6,17.4,11.0,409.0,
26,25,55.0,8.0,10.0,494.4,927.0,,,0.0,10.0,467.0,867.0,
27,23,52.0,16.0,10.0,0.0,741.6,,,7.0,3.0,75.0,496.0,
28,23,55.0,16.0,20.0,0.0,741.6,,,13.0,7.0,358.0,772.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,6.3,3.7,193.0,563.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,5.7,4.3,288.0,657.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,0.0,20.0,8.0,412.0,
32,10,40.0,16.0,30.0,0.0,741.6,,,19.6,10.4,30.0,411.0,
33,8,40.0,8.0,40.0,0.0,741.6,,,0.0,40.0,27.0,423.0,
34,8,45.0,16.0,20.0,494.4,927.0,,,11.7,8.3,598.0,971.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,6.4,3.6,115.0,496.0,
36,5,45.0,8.0,10.0,494.4,927.0,,,0.0,10.0,490.0,885.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,20.0,0.0,209.0,608.0,
38,0,40.0,16.0,30.0,0.0,741.6,,,16.0,14.0,299.0,696.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,12.4,7.6,380.0,789.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,109.0,496.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,0.0,10.0,12.0,417.0,
42,33,32.0,16.0,20.0,0.0,741.6,,,12.0,8.0,3.0,397.0,
43,33,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,3.0,408.0,
44,32,30.0,16.0,10.0,0.0,741.6,,,5.8,4.2,202.0,583.0,
45,30,30.0,16.0,10.0,0.0,741.6,,,5.6,4.4,366.0,786.0,
46,30,32.0,16.0,30.0,0.0,741.6,,,18.4,11.6,268.0,672.0,
47,30,35.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,767.0,1137.0,
48,28,30.0,16.0,10.0,494.4,927.0,,,5.4,4.6,450.0,855.0,
49,28,35.0,16.0,10.0,803.4,1236.0,,,5.7,4.3,739.0,1151.0,
50,26,32.0,8.0,10.0,494.4,927.0,,,0.0,10.0,650.0,1035.0,
51,25,30.0,8.0,10.0,494.4,927.0,,,0.0,10.0,565.0,956.0,
52,25,35.0,8.0,10.0,803.4,1236.0,,,10.0,0.0,750.0,1122.0,
53,44,5.0,16.0,20.0,0.0,741.6,,,13.8,6.2,126.0,514.0,
54,42,10.0,8.0,40.0,0.0,741.6,,,0.0,40.0,33.0,438.0,
55,42,15.0,8.0,10.0,0.0,741.6,,,0.0,10.0,31.0,424.0,
56,40,5.0,16.0,30.0,0.0,741.6,,,21.2,8.8,230.0,609.0,
57,40,15.0,8.0,40.0,0.0,741.6,,,40.0,0.0,25.0,399.0,
58,38,5.0,8.0,30.0,0.0,741.6,,,30.0,0.0,320.0,700.0,
59,38,15.0,8.0,10.0,494.4,927.0,,,10.0,0.0,490.0,902.0,
