CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,8.0,0.0,12.0,0.0,121.0,122.0,196.0,194.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,25.0,27.0,103.0,97.0,
3,22,85.0,16.0,10.0,96.0,180.0,,,2.5,1.5,3.4,2.6,98.0,101.0,147.0,149.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,24.0,60.0,60.0,203.0,202.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,32.0,33.0,120.0,115.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,49.0,55.0,172.0,174.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,5.5,2.5,7.4,4.6,66.0,65.0,119.0,118.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,53.0,51.0,156.0,155.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,4.6,3.4,7.2,4.8,40.0,46.0,161.0,161.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,8.2,3.8,12.2,5.8,83.0,90.0,184.0,185.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,24.0,29.0,28.0,156.0,160.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,5.5,2.5,8.2,3.8,47.0,43.0,109.0,110.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,53.0,54.0,195.0,199.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,28.0,27.0,117.0,125.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,5.2,2.8,7.4,4.6,38.0,31.0,169.0,163.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,58.0,59.0,118.0,119.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,4.8,3.2,6.9,5.1,55.0,51.0,200.0,192.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,79.0,76.0,125.0,128.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,10.2,5.8,15.2,8.8,55.0,56.0,118.0,118.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,2.3,1.7,4.2,1.8,111.0,107.0,167.0,162.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.7,2.3,48.0,51.0,112.0,116.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,45.0,45.0,162.0,164.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,7.5,4.5,11.0,7.0,36.0,35.0,169.0,172.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,2.7,1.3,3.6,2.4,121.0,127.0,196.0,198.0,
25,35,5.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,53.0,45.0,193.0,186.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
