CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,3.6,0.0,0.0,0.4,5.6,0.0,0.0,0.4,307.0,300.0,478.0,478.0,
2,45,70.0,24.0,30.0,0.0,2034.0,,,5.9,4.4,1.7,0.0,8.4,5.8,3.8,0.0,208.0,207.0,381.0,376.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1155.0,1159.0,1333.0,1334.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1260.0,1257.0,1424.0,1426.0,
5,42,65.0,24.0,10.0,0.0,2034.0,,,2.5,0.0,1.0,0.5,3.9,0.0,1.5,0.5,25.0,15.0,196.0,190.0,
6,16,42.0,32.0,20.0,0.0,2034.0,,,3.2,2.6,1.5,0.8,5.2,3.8,1.9,1.2,496.0,497.0,669.0,673.0,
7,58,70.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,1066.0,1070.0,1249.0,1233.0,
8,34,60.0,32.0,20.0,2203.5,3390.0,,,3.0,2.9,1.5,0.5,5.7,3.3,2.2,0.7,2886.0,2875.0,3051.0,3049.0,
9,28,70.0,24.0,10.0,2203.5,3390.0,,,2.4,0.0,1.1,0.5,3.5,0.0,1.5,1.1,2598.0,2587.0,2775.0,2772.0,
10,35,66.0,32.0,10.0,2203.5,3390.0,,,1.8,1.3,0.8,0.1,2.8,2.1,1.0,0.1,2786.0,2789.0,2965.0,2954.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,2.8,0.0,1.2,0.0,4.2,0.0,1.8,0.0,2685.0,2688.0,2866.0,2862.0,
12,25,85.0,32.0,20.0,1356.0,2542.5,,,3.9,2.4,1.6,0.2,5.2,4.0,2.2,0.6,2116.0,2115.0,2285.0,2279.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,2390.0,2389.0,2573.0,2567.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2021.0,2020.0,2198.0,2186.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,15.3,0.0,0.0,0.7,21.8,0.0,0.0,2.2,2202.0,2205.0,2377.0,2390.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,9.8,0.0,6.2,0.0,17.7,0.0,6.3,0.0,1933.0,1927.0,2101.0,2102.0,
17,18,75.0,24.0,20.0,1356.0,2542.5,,,0.0,4.3,2.5,1.2,0.0,6.9,3.1,2.0,2305.0,2295.0,2483.0,2478.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,0.0,6.1,0.0,1.9,0.0,10.5,0.0,1.5,1734.0,1729.0,1905.0,1905.0,
19,15,80.0,24.0,10.0,0.0,2034.0,,,1.9,1.2,0.9,0.0,3.0,2.1,0.9,0.0,1837.0,1830.0,2001.0,1998.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,0.0,0.0,3.4,2.6,0.0,0.0,5.0,0.0,179.0,180.0,
