CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,0.0,8.0,0.0,12.0,125.0,126.0,192.0,194.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,7.9,4.1,9.8,8.2,33.0,34.0,97.0,101.0,
3,22,85.0,16.0,10.0,96.0,180.0,,,2.6,1.4,3.8,2.2,89.0,92.0,154.0,155.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,9.9,6.1,13.3,10.7,122.0,121.0,190.0,190.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,35.0,36.0,100.0,101.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,77.0,75.0,143.0,146.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,63.0,58.0,124.0,126.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.1,2.9,70.0,74.0,138.0,142.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,74.0,76.0,141.0,139.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,100.0,98.0,169.0,166.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,11.1,4.9,12.9,11.1,38.0,44.0,107.0,106.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,46.0,47.0,113.0,112.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.8,1.2,3.3,2.7,125.0,124.0,191.0,192.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,2.6,1.4,3.9,2.1,35.0,29.0,100.0,96.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,39.0,43.0,104.0,109.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,54.0,52.0,123.0,118.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,0.0,8.0,0.0,12.0,123.0,125.0,194.0,189.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,72.0,68.0,134.0,136.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,10.5,5.5,16.0,8.0,51.0,54.0,117.0,118.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,102.0,106.0,167.0,169.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.5,2.5,51.0,51.0,116.0,116.0,
