CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,32.0,10.0,650.0,1000.0,,,1.8,1.5,0.6,0.1,2.5,1.8,1.3,0.5,649.0,653.0,919.0,909.0,
2,35,17.0,32.0,7.0,0.0,600.0,,,1.2,0.9,0.5,0.2,1.8,1.3,0.8,0.3,82.0,69.0,350.0,347.0,
3,55,45.0,32.0,13.0,400.0,750.0,,,2.5,1.4,0.7,0.5,3.6,2.6,1.3,0.3,432.0,420.0,697.0,683.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,7.6,0.0,0.0,0.0,11.4,0.0,0.0,0.0,599.0,598.0,879.0,878.0,
5,15,30.0,24.0,26.0,0.0,600.0,,,7.1,0.0,2.2,1.1,8.7,0.0,4.8,2.1,13.0,16.0,277.0,276.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.8,334.0,338.0,586.0,595.0,
7,20,50.0,24.0,5.0,0.0,600.0,,,1.2,0.0,0.6,0.2,1.9,0.0,0.8,0.4,240.0,228.0,497.0,493.0,
8,10,43.0,24.0,9.0,0.0,600.0,,,2.0,1.4,0.0,0.2,2.8,1.9,0.0,0.7,314.0,301.0,576.0,565.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,0.0,5.9,0.0,0.5,0.0,8.7,0.0,0.9,321.0,305.0,571.0,591.0,
10,30,60.0,32.0,16.0,400.0,750.0,,,2.5,1.7,1.4,0.8,4.3,2.5,1.9,0.9,467.0,471.0,748.0,729.0,
