CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,669.0,661.0,805.0,799.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,18.0,152.0,144.0,279.0,278.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,2.2,1.8,4.3,1.7,459.0,470.0,603.0,598.0,
4,20,80.0,16.0,40.0,624.0,960.0,,,10.6,5.4,16.0,8.0,640.0,634.0,776.0,769.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,61.0,69.0,199.0,197.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,383.0,388.0,508.0,518.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,295.0,291.0,430.0,427.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,367.0,363.0,497.0,490.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,4.6,3.4,7.8,4.2,361.0,367.0,492.0,500.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,511.0,513.0,647.0,642.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,10.2,5.8,17.7,6.3,193.0,183.0,320.0,321.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,211.0,220.0,344.0,343.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,2.3,1.7,4.2,1.8,651.0,642.0,784.0,780.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,31.0,34.0,162.0,160.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,4.8,3.2,7.5,4.5,163.0,174.0,297.0,297.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,4.6,3.4,7.6,4.4,246.0,251.0,383.0,383.0,
17,0,45.0,16.0,20.0,624.0,960.0,,,5.2,2.8,7.9,4.1,697.0,700.0,825.0,833.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.3,2.7,8.7,3.3,326.0,330.0,465.0,464.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,254.0,242.0,374.0,385.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,2.4,1.6,3.6,2.4,536.0,530.0,668.0,667.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,215.0,206.0,337.0,342.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,16.0,0.0,24.0,0.0,366.0,370.0,505.0,503.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,8.1,3.9,10.5,7.5,200.0,194.0,322.0,322.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,2.1,1.9,3.8,2.2,672.0,673.0,801.0,801.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,782.0,780.0,912.0,908.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
