CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,92.0,172.5,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,70.0,65.0,213.0,204.0,
2,35,17.0,24.0,7.0,0.0,138.0,,,2.0,0.0,0.5,0.3,2.8,0.0,1.1,0.4,7.0,16.0,158.0,157.0,
3,55,45.0,32.0,13.0,92.0,172.5,,,2.3,1.4,0.9,0.6,3.6,2.1,1.2,0.9,73.0,76.0,171.0,170.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,0.0,5.4,0.0,2.2,0.0,10.4,0.0,1.0,69.0,68.0,196.0,196.0,
5,15,30.0,24.0,26.0,0.0,138.0,,,0.0,5.7,3.6,1.1,0.0,8.0,4.9,2.7,7.0,12.0,180.0,176.0,
6,25,30.0,24.0,3.0,0.0,138.0,,,0.7,0.0,0.3,0.1,1.0,0.0,0.6,0.2,44.0,42.0,159.0,168.0,
7,20,50.0,24.0,5.0,0.0,138.0,,,1.3,0.0,0.4,0.3,1.7,0.0,0.9,0.4,34.0,34.0,140.0,142.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,48.0,40.0,155.0,156.0,
9,55,60.0,32.0,16.0,0.0,138.0,,,2.7,2.1,1.4,0.2,4.4,2.6,1.8,0.9,39.0,41.0,156.0,166.0,
10,30,60.0,24.0,16.0,92.0,172.5,,,3.6,2.4,0.0,0.4,4.7,4.4,0.0,0.4,77.0,79.0,179.0,180.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,4.8,0.0,0.0,0.0,7.2,0.0,0.0,0.0,29.0,32.0,155.0,152.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,7.6,0.0,0.0,0.0,11.4,0.0,0.0,0.0,10.0,8.0,135.0,136.0,
13,30,25.0,24.0,23.0,92.0,172.5,,,5.5,3.0,0.0,0.7,8.5,4.4,0.0,0.9,73.0,76.0,215.0,208.0,
14,15,10.0,32.0,20.0,0.0,138.0,,,3.2,2.4,1.5,0.9,4.4,4.1,2.7,0.8,23.0,22.0,190.0,193.0,
15,30,5.0,32.0,8.0,0.0,138.0,,,1.4,1.1,0.4,0.3,2.2,1.4,0.7,0.4,17.0,30.0,160.0,163.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,0.0,7.6,0.0,0.0,0.0,11.4,0.0,26.0,26.0,142.0,146.0,
17,5,30.0,8.0,2.0,92.0,172.5,,,0.8,0.0,0.0,0.0,1.2,0.0,0.0,0.0,57.0,58.0,192.0,190.0,
18,20,40.0,24.0,12.0,0.0,138.0,,,2.7,1.9,0.0,0.2,3.3,2.9,0.0,1.0,41.0,47.0,137.0,138.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,0.0,6.8,0.0,0.0,0.0,10.2,0.0,0.0,20.0,29.0,146.0,146.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,3.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,78.0,73.0,190.0,184.0,
21,45,20.0,24.0,11.0,0.0,138.0,,,2.1,1.4,0.8,0.0,2.9,2.2,1.5,0.0,14.0,18.0,136.0,141.0,
22,45,10.0,24.0,18.0,0.0,138.0,,,3.9,2.6,0.0,0.7,5.4,4.8,0.0,0.6,45.0,47.0,154.0,154.0,
23,55,5.0,24.0,29.0,0.0,138.0,,,6.3,4.3,0.0,1.0,9.9,6.7,0.0,0.8,30.0,34.0,164.0,156.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,0.0,1.2,0.0,0.0,0.0,1.8,0.0,53.0,50.0,196.0,196.0,
25,65,20.0,32.0,6.0,0.0,138.0,,,0.9,0.7,0.5,0.3,1.6,1.2,0.7,0.2,45.0,54.0,189.0,195.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,0.0,6.8,0.0,0.0,0.0,10.2,0.0,0.0,82.0,78.0,189.0,194.0,
27,35,40.0,24.0,16.0,0.0,138.0,,,3.0,2.1,1.3,0.0,4.3,3.2,2.1,0.0,5.0,0.0,152.0,144.0,
28,41,37.0,16.0,16.0,0.0,138.0,,,0.0,6.1,0.0,0.3,0.0,7.2,0.0,2.4,6.0,3.0,149.0,145.0,
29,64,42.0,32.0,9.0,0.0,138.0,,,1.6,1.2,0.6,0.1,2.5,1.6,0.8,0.5,22.0,23.0,160.0,156.0,
30,40,60.0,32.0,21.0,0.0,138.0,,,3.6,2.8,1.8,0.2,5.6,4.2,1.9,1.0,17.0,18.0,134.0,134.0,
31,31,52.0,24.0,27.0,0.0,138.0,,,5.2,3.9,1.7,0.0,7.1,5.5,3.6,0.0,4.0,11.0,141.0,144.0,
32,35,69.0,16.0,23.0,92.0,172.5,,,0.0,7.5,0.0,1.7,0.0,10.9,0.0,2.9,65.0,55.0,197.0,196.0,
33,53,52.0,8.0,11.0,0.0,138.0,,,4.4,0.0,0.0,0.0,6.6,0.0,0.0,0.0,19.0,10.0,174.0,162.0,
34,65,55.0,32.0,14.0,92.0,172.5,,,2.4,1.9,0.7,0.6,3.9,2.9,1.4,0.2,60.0,64.0,175.0,181.0,
