CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,149.5,230.0,,,2.2,1.8,4.3,1.7,127.0,130.0,199.0,199.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,2.8,0.0,4.2,19.0,15.0,89.0,92.0,
3,55,45.0,16.0,13.0,92.0,172.5,,,3.2,2.0,4.4,3.4,96.0,94.0,147.0,144.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,5.5,2.1,6.5,4.9,122.0,120.0,186.0,189.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,6.3,4.1,8.3,7.3,16.0,18.0,94.0,93.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.8,0.4,1.3,0.5,75.0,74.0,131.0,133.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,59.0,57.0,110.0,110.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,1.9,1.7,3.5,1.9,74.0,70.0,125.0,128.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,4.8,1.6,4.9,4.7,69.0,71.0,131.0,133.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,4.3,2.1,5.8,3.8,103.0,105.0,151.0,150.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,41.0,38.0,103.0,106.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,36.0,34.0,102.0,101.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,9.2,0.0,13.8,0.0,128.0,126.0,199.0,196.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,5.2,2.8,7.4,4.6,28.0,24.0,116.0,118.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,3.2,0.0,4.8,0.0,28.0,31.0,101.0,97.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,4.7,2.9,6.7,4.7,46.0,46.0,111.0,108.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,0.5,0.3,0.7,0.5,117.0,119.0,195.0,194.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,4.8,0.0,7.2,0.0,66.0,64.0,118.0,116.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,6.8,0.0,10.2,0.0,48.0,51.0,112.0,111.0,
