CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,3.4,0.0,0.0,0.6,4.8,0.0,0.0,1.2,0.0,0.0,980.0,988.0,
2,35,17.0,32.0,7.0,0.0,600.0,,,1.2,0.9,0.6,0.1,1.9,1.5,0.6,0.3,0.0,0.0,981.0,992.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,0.0,0.0,0.0,5.2,0.0,0.0,0.0,7.8,0.0,0.0,986.0,996.0,
4,55,20.0,32.0,19.0,650.0,1000.0,,,3.4,2.2,1.5,0.5,5.1,3.3,1.6,1.4,672.0,675.0,811.0,810.0,
5,15,30.0,24.0,26.0,0.0,600.0,,,5.5,3.9,0.0,1.0,7.4,6.6,0.0,1.6,0.0,0.0,993.0,990.0,
6,25,30.0,24.0,3.0,0.0,600.0,,,0.6,0.3,0.3,0.0,0.8,0.7,0.4,0.0,410.0,406.0,519.0,520.0,
7,20,50.0,32.0,5.0,0.0,600.0,,,0.9,0.7,0.3,0.2,1.3,0.7,0.7,0.3,0.0,0.0,990.0,993.0,
8,10,43.0,24.0,9.0,0.0,600.0,,,0.0,1.8,1.2,0.6,0.0,2.7,1.9,0.8,404.0,399.0,483.0,482.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,0.0,5.5,0.0,0.9,0.0,7.6,0.0,2.0,397.0,390.0,506.0,497.0,
10,30,60.0,24.0,16.0,400.0,750.0,,,3.8,2.3,0.0,0.3,5.3,3.1,0.0,1.2,571.0,573.0,637.0,634.0,
11,20,65.0,24.0,12.0,0.0,600.0,,,2.6,1.5,0.7,0.0,3.0,2.4,1.7,0.0,204.0,204.0,327.0,332.0,
12,50,35.0,32.0,19.0,0.0,600.0,,,3.6,2.3,1.0,0.7,5.0,3.6,1.7,1.1,0.0,0.0,980.0,988.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,0.0,0.0,6.0,3.2,0.0,0.0,8.7,5.1,678.0,690.0,836.0,836.0,
14,15,10.0,24.0,20.0,0.0,600.0,,,3.4,2.6,2.0,0.0,6.0,4.2,1.8,0.0,0.0,0.0,972.0,974.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,3.2,0.0,0.0,0.0,4.8,0.0,0.0,0.0,172.0,165.0,307.0,301.0,
16,10,20.0,24.0,19.0,0.0,600.0,,,4.0,2.5,0.0,1.1,5.5,5.0,0.0,0.8,0.0,0.0,997.0,994.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.0,0.0,0.6,0.2,0.0,0.0,0.8,0.4,728.0,722.0,881.0,871.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,0.0,4.8,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,991.0,996.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,6.8,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,984.0,989.0,
20,45,65.0,16.0,9.0,0.0,600.0,,,0.0,2.1,1.5,0.0,0.0,3.2,2.2,0.0,0.0,0.0,987.0,997.0,
21,45,20.0,32.0,11.0,0.0,600.0,,,2.1,1.3,0.7,0.3,3.1,1.9,0.9,0.7,0.0,0.0,999.0,995.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,0.0,7.2,0.0,0.0,0.0,10.8,0.0,0.0,401.0,403.0,494.0,499.0,
23,55,5.0,32.0,29.0,0.0,600.0,,,5.5,3.3,2.1,0.7,7.4,5.2,2.7,2.1,200.0,203.0,326.0,328.0,
24,65,35.0,8.0,3.0,0.0,600.0,,,0.0,0.0,1.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,969.0,969.0,
25,65,20.0,24.0,6.0,650.0,1000.0,,,0.0,1.2,0.7,0.5,0.0,2.0,1.4,0.2,814.0,814.0,961.0,965.0,
26,45,30.0,16.0,17.0,0.0,600.0,,,3.9,2.9,0.0,0.0,5.7,4.5,0.0,0.0,0.0,0.0,981.0,994.0,
27,35,40.0,8.0,16.0,0.0,600.0,,,6.4,0.0,0.0,0.0,9.6,0.0,0.0,0.0,88.0,96.0,257.0,264.0,
28,41,37.0,32.0,16.0,0.0,600.0,,,2.5,2.4,1.4,0.1,4.5,3.2,1.5,0.4,0.0,0.0,992.0,989.0,
29,64,42.0,32.0,9.0,0.0,600.0,,,1.5,1.1,0.8,0.2,2.6,1.7,0.9,0.2,0.0,0.0,971.0,989.0,
30,40,60.0,24.0,21.0,0.0,600.0,,,4.4,2.3,1.7,0.0,5.5,3.9,3.2,0.0,249.0,249.0,363.0,356.0,
31,31,52.0,8.0,27.0,0.0,600.0,,,10.8,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,981.0,1000.0,
32,35,69.0,16.0,23.0,0.0,600.0,,,0.0,8.3,0.0,0.9,0.0,13.1,0.0,0.7,0.0,0.0,975.0,991.0,
33,53,52.0,24.0,11.0,0.0,600.0,,,0.0,2.2,1.8,0.4,0.0,3.7,1.7,1.2,37.0,31.0,205.0,206.0,
34,65,55.0,16.0,14.0,0.0,600.0,,,0.0,4.3,0.0,1.3,0.0,6.1,0.0,2.3,0.0,0.0,956.0,993.0,
35,63,65.0,8.0,8.0,650.0,1000.0,,,0.0,3.2,0.0,0.0,0.0,4.8,0.0,0.0,678.0,683.0,822.0,824.0,
36,2,60.0,16.0,5.0,0.0,600.0,,,0.0,1.3,0.7,0.0,0.0,2.0,0.7,0.3,38.0,26.0,218.0,216.0,
