CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,960.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,19.6,10.4,0.0,956.0,
3,22,85.0,16.0,10.0,0.0,576.0,,,6.4,3.6,0.0,948.0,
4,20,80.0,16.0,40.0,624.0,960.0,,,29.7,10.3,643.0,769.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,953.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,12.7,7.3,0.0,959.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,12.6,7.4,0.0,925.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,363.0,497.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,368.0,493.0,
10,10,40.0,8.0,30.0,0.0,576.0,,,0.0,30.0,0.0,929.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,40.0,194.0,318.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,938.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,0.0,10.0,641.0,773.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,10.0,0.0,954.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,172.0,295.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,937.0,
17,0,45.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,956.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,921.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,40.0,0.0,0.0,941.0,
20,42,15.0,16.0,10.0,0.0,576.0,,,6.2,3.8,0.0,939.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,0.0,10.0,0.0,911.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,23.8,16.2,0.0,930.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,18.5,11.5,197.0,329.0,
24,38,15.0,8.0,10.0,0.0,576.0,,,10.0,0.0,0.0,955.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,20.0,0.0,772.0,916.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
