CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,32.0,10.0,0.0,2034.0,,,1.8,1.1,0.8,0.3,2.7,2.2,0.9,0.2,200.0,220.0,575.0,561.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,131.0,119.0,476.0,474.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1055.0,1071.0,1430.0,1432.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1165.0,1151.0,1522.0,1522.0,
5,42,65.0,24.0,10.0,0.0,2034.0,,,2.1,1.4,0.0,0.6,3.0,2.9,0.0,0.2,4.0,0.0,348.0,340.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,402.0,404.0,769.0,769.0,
7,58,70.0,24.0,20.0,0.0,2034.0,,,0.0,4.2,2.4,1.5,0.0,6.9,3.1,2.0,988.0,981.0,1317.0,1337.0,
8,34,60.0,32.0,20.0,2203.5,3390.0,,,3.5,2.7,1.7,0.2,5.5,3.9,1.7,0.9,2805.0,2800.0,3142.0,3148.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2519.0,2498.0,2846.0,2858.0,
10,35,66.0,24.0,10.0,2203.5,3390.0,,,1.9,1.7,0.0,0.4,2.9,2.4,0.0,0.7,2680.0,2680.0,3055.0,3050.0,
11,35,69.0,24.0,10.0,2203.5,3390.0,,,0.0,2.3,1.4,0.3,0.0,3.1,1.9,1.0,2609.0,2598.0,2960.0,2965.0,
12,25,85.0,32.0,20.0,1356.0,2542.5,,,3.1,2.9,1.7,0.3,4.8,3.7,2.4,1.2,2032.0,2031.0,2383.0,2380.0,
13,22,75.0,32.0,30.0,2203.5,3390.0,,,5.8,3.7,2.1,0.5,8.3,5.0,2.8,1.9,2297.0,2306.0,2656.0,2660.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1915.0,1923.0,2271.0,2266.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,2132.0,2128.0,2473.0,2461.0,
16,20,85.0,32.0,40.0,1356.0,2542.5,,,6.7,5.4,3.0,1.0,10.5,6.9,5.7,0.9,1830.0,1845.0,2185.0,2199.0,
17,18,75.0,8.0,20.0,2203.5,3390.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,2230.0,2212.0,2575.0,2563.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,1646.0,1660.0,1993.0,1996.0,
19,15,80.0,24.0,10.0,1356.0,2542.5,,,0.0,2.5,1.1,0.4,0.0,2.8,2.4,0.8,1740.0,1742.0,2095.0,2091.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,8.0,7.0,358.0,354.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,4.5,3.5,0.0,0.0,7.6,4.4,0.0,0.0,2873.0,2876.0,3238.0,3252.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,0.0,0.0,7.4,0.6,0.0,0.0,9.7,2.3,8.0,4.0,343.0,350.0,
23,14,66.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1540.0,1559.0,1885.0,1900.0,
24,25,50.0,32.0,10.0,0.0,2034.0,,,1.6,1.4,0.9,0.1,2.7,1.8,1.4,0.1,18.0,26.0,385.0,356.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,9.0,7.0,0.0,0.0,15.2,8.8,0.0,0.0,2400.0,2398.0,2757.0,2754.0,
26,8,62.0,16.0,10.0,0.0,2034.0,,,3.3,0.0,0.0,0.7,5.8,0.0,0.0,0.2,1455.0,1439.0,1785.0,1786.0,
27,23,52.0,24.0,10.0,0.0,2034.0,,,1.8,1.3,0.8,0.0,2.8,2.0,1.1,0.0,100.0,102.0,464.0,466.0,
28,4,55.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,1342.0,1338.0,1719.0,1710.0,
29,20,50.0,24.0,10.0,0.0,2034.0,,,2.0,1.3,0.7,0.0,2.9,2.0,1.1,0.0,289.0,288.0,640.0,639.0,
30,20,55.0,32.0,10.0,0.0,2034.0,,,1.8,1.3,0.8,0.1,2.7,1.9,1.2,0.3,196.0,222.0,551.0,574.0,
31,10,35.0,16.0,20.0,0.0,2034.0,,,5.2,2.8,0.0,0.0,6.9,5.1,0.0,0.0,683.0,677.0,1046.0,1046.0,
32,10,40.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,493.0,485.0,863.0,857.0,
33,8,40.0,24.0,40.0,0.0,2034.0,,,8.9,6.4,0.0,0.7,13.8,7.1,0.0,3.1,585.0,590.0,934.0,950.0,
34,8,45.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1235.0,1264.0,1591.0,1607.0,
35,5,35.0,24.0,10.0,0.0,2034.0,,,0.0,2.2,1.1,0.7,0.0,3.4,1.4,1.1,793.0,770.0,1143.0,1140.0,
36,5,45.0,24.0,10.0,0.0,2034.0,,,0.0,2.4,1.4,0.2,0.0,3.6,2.1,0.3,1153.0,1161.0,1511.0,1499.0,
37,2,40.0,24.0,20.0,0.0,2034.0,,,5.9,0.0,1.7,0.4,7.6,0.0,2.7,1.7,871.0,873.0,1222.0,1233.0,
38,0,40.0,8.0,30.0,0.0,2034.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,952.0,958.0,1305.0,1328.0,
39,0,45.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,1058.0,1060.0,1401.0,1398.0,
40,36,18.0,16.0,10.0,1356.0,2542.5,,,2.9,0.0,1.1,0.0,4.2,0.0,1.8,0.0,1713.0,1717.0,2087.0,2059.0,
41,35,32.0,32.0,10.0,2203.5,3390.0,,,1.6,1.5,0.8,0.1,2.7,1.8,1.3,0.1,2677.0,2665.0,3017.0,3018.0,
42,33,32.0,32.0,20.0,2203.5,3390.0,,,3.2,3.2,1.4,0.2,5.5,3.6,2.0,1.0,2581.0,2576.0,2906.0,2917.0,
43,33,35.0,16.0,10.0,2203.5,3390.0,,,0.0,3.6,0.0,0.4,0.0,5.3,0.0,0.7,2478.0,2478.0,2830.0,2842.0,
44,32,20.0,32.0,10.0,1356.0,2542.5,,,1.7,1.2,0.9,0.1,2.6,1.7,1.5,0.2,1823.0,1801.0,2167.0,2167.0,
45,30,30.0,16.0,10.0,1356.0,2542.5,,,0.0,3.3,0.0,0.7,0.0,4.7,0.0,1.3,2013.0,1998.0,2351.0,2350.0,
46,34,25.0,16.0,30.0,1356.0,2542.5,,,6.9,5.1,0.0,0.0,9.7,8.3,0.0,0.0,1908.0,1901.0,2250.0,2252.0,
47,30,35.0,32.0,10.0,2203.5,3390.0,,,2.0,1.1,0.6,0.4,2.5,2.0,1.2,0.2,2373.0,2378.0,2720.0,2732.0,
48,36,40.0,32.0,10.0,2203.5,3390.0,,,1.6,1.3,0.7,0.4,2.7,1.7,1.1,0.5,2752.0,2768.0,3101.0,3116.0,
49,48,20.0,32.0,10.0,0.0,2034.0,,,1.6,1.1,0.8,0.4,2.9,2.1,0.9,0.1,879.0,860.0,1229.0,1225.0,
50,26,32.0,16.0,10.0,1356.0,2542.5,,,0.0,3.7,0.0,0.3,0.0,4.3,0.0,1.7,2193.0,2188.0,2532.0,2548.0,
51,25,30.0,24.0,10.0,1356.0,2542.5,,,0.0,2.4,1.2,0.4,0.0,3.4,2.4,0.2,2095.0,2105.0,2440.0,2471.0,
52,25,35.0,8.0,10.0,2203.5,3390.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2290.0,2288.0,2655.0,2627.0,
53,44,5.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1156.0,1148.0,1499.0,1499.0,
54,42,10.0,16.0,40.0,0.0,2034.0,,,9.7,6.3,0.0,0.0,13.9,10.1,0.0,0.0,1066.0,1071.0,1408.0,1430.0,
55,42,15.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,964.0,960.0,1305.0,1317.0,
56,40,5.0,32.0,30.0,0.0,2034.0,,,5.4,3.2,2.0,1.3,7.9,5.0,3.0,2.2,1259.0,1263.0,1618.0,1619.0,
57,38,15.0,24.0,40.0,0.0,2034.0,,,9.8,0.0,4.0,2.1,15.3,0.0,7.8,0.9,1614.0,1642.0,1967.0,1969.0,
58,38,5.0,16.0,30.0,0.0,2034.0,,,0.0,8.8,0.0,3.2,0.0,14.7,0.0,3.3,1347.0,1344.0,1687.0,1700.0,
59,38,10.0,16.0,10.0,0.0,2034.0,,,2.8,0.0,1.2,0.0,4.0,0.0,2.0,0.0,1527.0,1533.0,1887.0,1875.0,
60,35,5.0,24.0,20.0,0.0,2034.0,,,0.0,4.2,2.9,0.9,0.0,7.3,3.5,1.2,1448.0,1439.0,1805.0,1794.0,
61,50,30.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,303.0,317.0,653.0,657.0,
62,50,35.0,16.0,20.0,0.0,2034.0,,,0.0,4.9,3.1,0.0,0.0,8.0,4.0,0.0,35.0,38.0,386.0,382.0,
63,50,40.0,8.0,50.0,0.0,2034.0,,,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,6.0,7.0,351.0,342.0,
64,48,30.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,381.0,402.0,748.0,758.0,
65,44,25.0,16.0,10.0,0.0,2034.0,,,3.2,0.0,0.0,0.8,5.6,0.0,0.0,0.4,779.0,775.0,1143.0,1140.0,
66,47,35.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,495.0,499.0,860.0,859.0,
67,47,40.0,24.0,10.0,0.0,2034.0,,,1.8,1.3,0.9,0.0,2.8,2.0,1.2,0.0,5.0,4.0,351.0,340.0,
68,42,30.0,16.0,10.0,0.0,2034.0,,,0.0,3.0,0.0,1.0,0.0,5.2,0.0,0.8,671.0,670.0,1030.0,1030.0,
69,45,35.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,589.0,581.0,936.0,941.0,
70,95,30.0,8.0,30.0,2203.5,3390.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,2235.0,2216.0,2567.0,2577.0,
71,95,35.0,24.0,20.0,1356.0,2542.5,,,4.8,0.0,2.4,0.8,7.5,0.0,3.8,0.7,2132.0,2129.0,2490.0,2482.0,
72,53,30.0,32.0,10.0,0.0,2034.0,,,1.5,1.2,0.9,0.4,2.6,2.0,0.9,0.5,198.0,220.0,561.0,578.0,
73,92,30.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2331.0,2315.0,2657.0,2676.0,
74,53,35.0,24.0,50.0,0.0,2034.0,,,12.7,0.0,5.5,1.8,16.9,0.0,8.6,4.5,117.0,112.0,479.0,471.0,
75,45,65.0,24.0,20.0,0.0,2034.0,,,4.0,2.4,1.6,0.0,5.6,4.1,2.3,0.0,29.0,10.0,363.0,359.0,
