CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,24.0,10.0,0.0,600.0,,,0.0,2.2,0.9,0.9,0.0,4.1,1.6,0.3,0.0,0.0,992.0,999.0,
2,35,17.0,32.0,7.0,0.0,600.0,,,1.2,1.0,0.5,0.1,2.0,1.2,0.7,0.3,0.0,0.0,981.0,990.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,5.2,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,0.0,0.0,4.2,3.4,0.0,0.0,8.2,3.2,674.0,678.0,806.0,801.0,
5,15,30.0,32.0,26.0,0.0,600.0,,,4.6,3.2,1.9,0.7,6.6,5.1,3.6,0.3,0.0,0.0,988.0,978.0,
6,25,30.0,24.0,3.0,0.0,600.0,,,0.0,0.7,0.4,0.1,0.0,1.1,0.5,0.3,408.0,405.0,521.0,519.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,1.8,0.0,0.0,0.2,2.6,0.0,0.0,0.4,0.0,0.0,974.0,982.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,3.6,0.0,0.0,0.0,5.4,0.0,0.0,399.0,399.0,483.0,482.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,0.0,0.0,6.4,0.0,0.0,0.0,9.6,393.0,393.0,503.0,498.0,
10,30,60.0,24.0,16.0,400.0,750.0,,,3.4,0.0,2.0,1.0,6.7,0.0,2.0,0.9,571.0,574.0,633.0,634.0,
11,20,65.0,24.0,12.0,0.0,600.0,,,2.9,1.7,0.0,0.3,3.9,3.1,0.0,0.2,200.0,198.0,335.0,331.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,4.9,0.0,2.7,0.0,8.0,0.0,3.4,0.0,0.0,0.0,996.0,982.0,
13,30,25.0,32.0,23.0,650.0,1000.0,,,4.3,2.9,1.4,0.6,5.0,4.4,2.9,1.4,686.0,685.0,834.0,838.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,24.0,28.0,254.0,247.0,
15,30,5.0,32.0,8.0,0.0,600.0,,,1.4,1.1,0.5,0.2,2.3,1.4,0.9,0.2,170.0,168.0,308.0,306.0,
16,10,20.0,24.0,19.0,0.0,600.0,,,4.3,2.4,0.0,0.9,5.5,4.7,0.0,1.2,271.0,270.0,375.0,374.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.5,0.0,0.3,0.0,0.8,0.0,0.4,0.0,724.0,724.0,877.0,879.0,
18,20,40.0,32.0,12.0,0.0,600.0,,,2.3,1.3,0.8,0.5,3.3,2.4,1.2,0.2,376.0,376.0,435.0,438.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,0.0,0.0,5.6,1.2,0.0,0.0,6.4,3.8,269.0,265.0,383.0,388.0,
20,45,65.0,24.0,9.0,400.0,750.0,,,1.6,1.3,0.7,0.0,2.4,1.9,1.1,0.0,573.0,577.0,672.0,668.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,975.0,996.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,0.0,7.2,0.0,0.0,0.0,10.8,0.0,0.0,406.0,408.0,497.0,497.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,0.0,11.6,0.0,0.0,0.0,17.4,0.0,205.0,205.0,331.0,329.0,
24,65,35.0,8.0,3.0,650.0,1000.0,,,0.0,0.0,1.2,0.0,0.0,0.0,1.8,0.0,695.0,700.0,857.0,857.0,
25,65,20.0,32.0,6.0,650.0,1000.0,,,1.0,0.8,0.5,0.1,1.5,1.4,0.5,0.2,804.0,816.0,962.0,964.0,
26,45,30.0,32.0,17.0,0.0,600.0,,,2.9,2.4,1.2,0.3,4.4,2.9,2.1,0.8,0.0,0.0,992.0,986.0,
