CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1166.0,1213.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,8.1,3.9,10.6,7.4,0.0,0.0,1189.0,1148.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.6,2.4,0.0,0.0,1168.0,1230.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,2.2,1.8,3.6,2.4,726.0,722.0,783.0,786.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.5,1.5,4.3,1.7,0.0,0.0,1223.0,1157.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,617.0,613.0,708.0,708.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,0.0,0.0,1225.0,1132.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,4.5,3.5,7.1,4.9,251.0,252.0,324.0,330.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,533.0,529.0,605.0,612.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,352.0,353.0,410.0,411.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.5,2.5,443.0,445.0,510.0,506.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,5.1,2.9,6.2,5.8,0.0,0.0,1217.0,1172.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,8.5,3.5,10.4,7.6,28.0,29.0,92.0,93.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,0.0,0.0,1158.0,1130.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,382.0,379.0,429.0,431.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,0.0,0.0,1150.0,1112.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,5.8,2.2,7.1,4.9,96.0,96.0,150.0,152.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,5.3,2.7,8.5,3.5,0.0,0.0,1125.0,1128.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,0.0,0.0,1204.0,1158.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,2.8,1.2,3.6,2.4,0.0,0.0,1174.0,1218.0,
21,30,52.0,16.0,20.0,0.0,741.6,,,4.8,3.2,7.1,4.9,0.0,0.0,1174.0,1223.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,0.0,8.0,0.0,12.0,811.0,807.0,890.0,887.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,2.7,1.3,3.6,2.4,728.0,727.0,778.0,779.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,2.8,1.2,3.9,2.1,0.0,0.0,1225.0,1214.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,163.0,167.0,229.0,226.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
