CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,849.0,1037.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,0.0,30.0,754.0,942.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,6.5,3.5,0.0,199.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,10.0,0.0,653.0,856.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,6.9,3.1,9.0,203.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,0.0,20.0,568.0,761.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,0.0,20.0,95.0,305.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,12.5,7.5,197.0,384.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,6.3,3.7,480.0,662.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,6.3,3.7,278.0,474.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,10.0,386.0,572.0,
12,25,85.0,16.0,20.0,494.4,927.0,,,12.0,8.0,585.0,790.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,17.5,12.5,18.0,211.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,0.0,10.0,492.0,698.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,22.2,17.8,312.0,506.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,40.0,0.0,412.0,607.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,32.0,230.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,109.0,324.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,0.0,10.0,216.0,420.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,5.0,197.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,14.4,5.6,847.0,1039.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,11.3,8.7,757.0,948.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,661.0,858.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,6.2,3.8,13.0,212.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,40.0,99.0,302.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
