CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,0.0,3.2,0.0,0.8,0.0,4.3,0.0,1.7,0.0,0.0,211.0,211.0,
2,35,17.0,32.0,7.0,0.0,138.0,,,1.3,0.8,0.4,0.3,1.8,1.3,0.9,0.2,0.0,0.0,219.0,222.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,3.6,0.0,1.6,0.0,5.9,0.0,1.9,0.0,0.0,0.0,213.0,199.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,0.0,5.4,2.2,0.0,0.0,6.4,5.0,0.0,148.0,149.0,159.0,160.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,0.0,6.7,3.7,0.0,0.0,11.1,4.5,0.0,0.0,0.0,207.0,214.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.9,0.0,0.3,0.0,1.4,0.0,0.4,0.0,98.0,99.0,109.0,110.0,
7,20,50.0,24.0,5.0,0.0,138.0,,,0.8,0.7,0.4,0.0,1.4,1.0,0.6,0.0,0.0,0.0,215.0,204.0,
8,10,43.0,24.0,9.0,0.0,138.0,,,1.7,1.1,0.7,0.0,2.3,2.0,1.1,0.0,95.0,94.0,106.0,106.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,3.8,2.6,0.0,0.0,6.1,3.5,0.0,0.0,97.0,97.0,107.0,108.0,
10,30,60.0,8.0,16.0,0.0,138.0,,,0.0,0.0,6.4,0.0,0.0,0.0,9.6,0.0,123.0,124.0,135.0,135.0,
11,20,65.0,24.0,12.0,0.0,138.0,,,3.1,0.0,1.0,0.7,4.3,0.0,1.4,1.4,66.0,67.0,77.0,77.0,
12,50,35.0,24.0,19.0,0.0,138.0,,,4.3,0.0,2.2,1.1,6.4,0.0,3.5,1.5,0.0,0.0,221.0,212.0,
13,30,25.0,32.0,23.0,92.0,172.5,,,3.8,2.9,1.8,0.7,5.8,4.1,3.4,0.4,159.0,158.0,170.0,170.0,
14,15,10.0,32.0,20.0,0.0,138.0,,,3.5,2.4,1.2,0.9,4.8,3.7,2.4,1.2,0.0,0.0,205.0,199.0,
15,30,5.0,32.0,8.0,0.0,138.0,,,1.3,1.0,0.7,0.1,2.0,1.4,1.0,0.5,61.0,60.0,72.0,72.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,0.0,0.0,7.6,0.0,0.0,0.0,11.4,0.0,0.0,203.0,204.0,
17,5,30.0,24.0,2.0,92.0,172.5,,,0.4,0.2,0.2,0.0,0.5,0.5,0.3,0.0,157.0,156.0,167.0,168.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,0.0,4.1,0.0,0.7,0.0,5.3,0.0,1.9,0.0,0.0,211.0,205.0,
19,15,60.0,24.0,17.0,0.0,138.0,,,0.0,3.7,2.6,0.5,0.0,5.9,4.0,0.3,0.0,0.0,203.0,188.0,
20,45,65.0,16.0,9.0,0.0,138.0,,,0.0,2.3,1.3,0.0,0.0,3.8,1.6,0.0,0.0,0.0,203.0,206.0,
21,45,20.0,32.0,11.0,0.0,138.0,,,1.8,1.4,0.9,0.3,2.8,2.1,1.1,0.6,0.0,0.0,206.0,208.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,0.0,0.0,7.2,0.0,0.0,0.0,10.8,0.0,96.0,96.0,108.0,107.0,
23,55,5.0,32.0,29.0,0.0,138.0,,,5.0,4.0,1.5,1.0,6.7,5.2,3.5,2.0,67.0,68.0,79.0,78.0,
24,65,35.0,24.0,3.0,0.0,138.0,,,0.6,0.4,0.2,0.0,0.8,0.6,0.4,0.1,0.0,0.0,196.0,208.0,
25,65,20.0,32.0,6.0,149.5,230.0,,,1.1,0.6,0.4,0.3,1.7,1.0,0.7,0.3,172.0,172.0,182.0,183.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
