CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,138.0,,,4.0,0.0,6.0,0.0,0.0,0.0,220.0,214.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,1.8,1.0,2.5,1.7,0.0,0.0,208.0,217.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,0.0,5.2,0.0,7.8,0.0,0.0,211.0,210.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,0.0,7.6,0.0,11.4,137.0,136.0,171.0,172.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,6.8,3.6,10.2,5.4,0.0,0.0,207.0,204.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.7,0.5,1.2,0.6,88.0,89.0,121.0,119.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,1.1,0.9,1.7,1.3,0.0,0.0,201.0,205.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,83.0,82.0,115.0,116.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,3.9,2.5,6.2,3.4,87.0,87.0,119.0,119.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,4.5,1.9,6.3,3.3,112.0,114.0,146.0,147.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,57.0,54.0,89.0,89.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,0.0,0.0,215.0,217.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,9.2,0.0,13.8,0.0,149.0,149.0,180.0,182.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,8.0,0.0,12.0,0.0,32.0,29.0,63.0,62.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,1.7,1.5,3.4,1.4,50.0,50.0,84.0,84.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,4.5,3.1,7.7,3.7,62.0,62.0,97.0,97.0,
17,5,30.0,16.0,2.0,149.5,230.0,,,0.5,0.3,0.6,0.6,146.0,147.0,177.0,178.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,3.0,1.8,4.4,2.8,75.0,74.0,107.0,108.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,6.8,0.0,10.2,0.0,63.0,63.0,98.0,98.0,
20,45,65.0,16.0,9.0,92.0,172.5,,,2.0,1.6,3.2,2.2,113.0,115.0,148.0,146.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,3.1,1.3,4.5,2.1,0.0,0.0,220.0,220.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,4.2,3.0,7.6,3.2,84.0,84.0,120.0,118.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,7.3,4.3,12.2,5.2,57.0,57.0,91.0,88.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,0.8,0.4,1.2,0.6,142.0,142.0,173.0,175.0,
25,65,20.0,16.0,6.0,149.5,230.0,,,1.4,1.0,2.1,1.5,155.0,154.0,187.0,187.0,
26,45,30.0,16.0,17.0,0.0,138.0,,,4.5,2.3,5.6,4.6,0.0,0.0,227.0,226.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,4.2,2.2,5.4,4.2,24.0,25.0,58.0,60.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,28.0,29.0,61.0,59.0,
29,64,42.0,16.0,9.0,0.0,138.0,,,2.4,1.2,3.5,1.9,53.0,51.0,86.0,83.0,
30,40,60.0,8.0,21.0,0.0,138.0,,,8.4,0.0,12.6,0.0,60.0,59.0,91.0,92.0,
31,31,52.0,16.0,27.0,0.0,138.0,,,6.5,4.3,11.0,5.2,0.0,0.0,214.0,219.0,
32,35,69.0,8.0,23.0,92.0,172.5,,,0.0,9.2,0.0,13.8,130.0,128.0,163.0,162.0,
33,53,52.0,16.0,11.0,0.0,138.0,,,2.4,2.0,3.8,2.8,24.0,25.0,58.0,57.0,
34,65,55.0,8.0,14.0,0.0,138.0,,,0.0,5.6,0.0,8.4,0.0,0.0,190.0,190.0,
35,63,65.0,16.0,8.0,92.0,172.5,,,1.9,1.3,2.7,2.1,131.0,133.0,164.0,165.0,
36,2,60.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,39.0,39.0,72.0,71.0,
37,20,20.0,16.0,8.0,0.0,138.0,,,1.9,1.3,3.4,1.4,0.0,0.0,208.0,206.0,
38,5,5.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,71.0,72.0,104.0,103.0,
39,60,12.0,8.0,31.0,0.0,138.0,,,0.0,12.4,0.0,18.6,32.0,33.0,64.0,65.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,2.2,1.4,3.1,2.3,74.0,75.0,106.0,108.0,
41,42,7.0,16.0,5.0,0.0,138.0,,,1.0,1.0,1.6,1.4,87.0,84.0,119.0,118.0,
42,24,12.0,16.0,5.0,0.0,138.0,,,1.1,0.9,1.9,1.1,22.0,22.0,57.0,58.0,
43,23,3.0,8.0,7.0,92.0,172.5,,,0.0,2.8,0.0,4.2,122.0,121.0,153.0,152.0,
44,11,14.0,16.0,18.0,0.0,138.0,,,4.6,2.6,6.6,4.2,59.0,57.0,91.0,90.0,
45,6,38.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,26.0,27.0,60.0,59.0,
46,2,48.0,8.0,1.0,0.0,138.0,,,0.0,0.4,0.0,0.6,107.0,106.0,140.0,139.0,
47,8,56.0,8.0,27.0,0.0,138.0,,,10.8,0.0,16.2,0.0,41.0,38.0,71.0,74.0,
