CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,149.5,230.0,,,2.5,1.5,3.9,2.1,126.0,129.0,199.0,203.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,2.8,0.0,4.2,0.0,19.0,22.0,90.0,90.0,
3,55,45.0,16.0,13.0,92.0,172.5,,,2.8,2.4,5.2,2.6,94.0,95.0,147.0,147.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,7.6,0.0,11.4,0.0,119.0,122.0,186.0,190.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,7.1,3.3,10.1,5.5,17.0,17.0,94.0,95.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,0.0,1.2,0.0,1.8,72.0,71.0,136.0,133.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,61.0,60.0,113.0,114.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,75.0,72.0,128.0,126.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,72.0,68.0,129.0,133.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,3.9,2.5,5.5,4.1,104.0,102.0,153.0,151.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,4.8,0.0,7.2,0.0,41.0,39.0,104.0,106.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,38.0,37.0,98.0,101.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,9.2,0.0,13.8,0.0,128.0,127.0,199.0,201.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,5.0,3.0,7.4,4.6,23.0,26.0,114.0,122.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,3.2,0.0,4.8,0.0,28.0,35.0,98.0,98.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,4.7,2.9,7.9,3.5,49.0,51.0,111.0,109.0,
17,5,30.0,8.0,2.0,92.0,172.5,,,0.8,0.0,1.2,0.0,117.0,120.0,195.0,193.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,67.0,64.0,114.0,118.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,0.0,6.8,0.0,10.2,48.0,48.0,111.0,111.0,
20,45,65.0,16.0,9.0,92.0,172.5,,,2.2,1.4,3.4,2.0,103.0,103.0,157.0,159.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,2.8,1.6,4.5,2.1,33.0,35.0,98.0,97.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,4.2,3.0,7.0,3.8,74.0,71.0,127.0,132.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,8.1,3.5,10.8,6.6,37.0,42.0,104.0,105.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,1.2,0.0,1.8,124.0,124.0,196.0,195.0,
25,65,20.0,16.0,6.0,92.0,172.5,,,1.4,1.0,2.3,1.3,121.0,120.0,188.0,192.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,6.8,0.0,10.2,0.0,112.0,111.0,165.0,161.0,
