CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,0.0,8.0,0.0,12.0,144.0,142.0,177.0,178.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,7.0,5.0,9.5,8.5,50.0,49.0,83.0,81.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,2.8,1.2,3.6,2.4,109.0,108.0,141.0,140.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,10.8,5.2,15.5,8.5,141.0,141.0,174.0,172.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,41.0,40.0,71.0,73.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,5.6,2.4,7.0,5.0,92.0,92.0,125.0,127.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,77.0,77.0,110.0,111.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,90.0,90.0,123.0,123.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,5.3,2.7,7.5,4.5,91.0,88.0,123.0,121.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,6.3,5.7,10.3,7.7,117.0,117.0,152.0,150.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,9.7,6.3,14.5,9.5,57.0,56.0,89.0,91.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,5.9,2.1,7.6,4.4,61.0,61.0,96.0,97.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.4,1.6,3.9,2.1,142.0,142.0,175.0,175.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,32.0,35.0,66.0,66.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,5.1,2.9,8.0,4.0,56.0,58.0,89.0,91.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,69.0,69.0,104.0,102.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,0.0,8.0,0.0,12.0,148.0,147.0,180.0,181.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,85.0,85.0,118.0,120.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,10.5,5.5,12.3,11.7,71.0,71.0,102.0,102.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,0.0,4.0,0.0,6.0,121.0,119.0,155.0,153.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.6,1.4,3.4,2.6,66.0,65.0,98.0,100.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,24.0,90.0,89.0,122.0,124.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,8.8,3.2,12.3,5.7,65.0,64.0,98.0,95.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,2.0,2.0,3.5,2.5,148.0,148.0,181.0,179.0,
25,35,5.0,16.0,20.0,156.0,240.0,,,5.7,2.3,8.5,3.5,153.0,151.0,185.0,186.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
