CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,10.0,0.0,882.0,993.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,30.0,0.0,810.0,881.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,47.0,163.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,5.3,4.7,700.0,807.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,10.0,0.0,14.0,63.0,
6,40,69.0,16.0,20.0,494.4,927.0,,,12.3,7.7,552.0,772.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,0.0,20.0,172.0,225.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,13.1,6.9,247.0,332.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,0.0,10.0,489.0,656.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,7.4,2.6,358.0,409.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,10.0,444.0,504.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,11.9,8.1,643.0,728.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,30.0,0.0,28.0,101.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,10.0,0.0,571.0,616.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,40.0,391.0,422.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,24.9,15.1,474.0,527.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,12.2,7.8,104.0,145.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,12.3,7.7,172.0,265.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,267.0,352.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,5.0,80.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,12.0,8.0,915.0,965.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,11.1,8.9,806.0,895.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,736.0,771.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,6.8,3.2,52.0,154.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,24.0,16.0,168.0,221.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,5.2,4.8,611.0,716.0,
27,23,52.0,16.0,10.0,0.0,741.6,,,6.0,4.0,261.0,317.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,20.0,0.0,551.0,589.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,6.7,3.3,365.0,398.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,5.9,4.1,450.0,505.0,
31,10,35.0,16.0,20.0,0.0,741.6,,,14.2,5.8,201.0,235.0,
32,10,40.0,16.0,30.0,0.0,741.6,,,20.4,9.6,23.0,199.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,21.2,18.8,26.0,219.0,
34,8,45.0,16.0,20.0,494.4,927.0,,,12.3,7.7,713.0,864.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,6.0,4.0,248.0,385.0,
36,5,45.0,8.0,10.0,0.0,741.6,,,0.0,10.0,644.0,741.0,
37,2,40.0,16.0,20.0,0.0,741.6,,,12.7,7.3,360.0,455.0,
38,0,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,472.0,531.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,12.1,7.9,538.0,660.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,235.0,355.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,0.0,10.0,108.0,290.0,
42,33,32.0,8.0,20.0,0.0,741.6,,,20.0,0.0,16.0,227.0,
43,33,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,7.0,160.0,
44,32,30.0,16.0,10.0,0.0,741.6,,,7.0,3.0,328.0,438.0,
45,30,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,507.0,630.0,
46,30,32.0,16.0,30.0,0.0,741.6,,,16.9,13.1,409.0,554.0,
47,30,35.0,16.0,10.0,803.4,1236.0,,,6.7,3.3,872.0,1137.0,
48,28,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,595.0,726.0,
49,28,35.0,16.0,10.0,803.4,1236.0,,,6.8,3.2,910.0,1135.0,
50,26,32.0,8.0,10.0,494.4,927.0,,,10.0,0.0,771.0,922.0,
51,25,30.0,8.0,10.0,494.4,927.0,,,10.0,0.0,687.0,826.0,
52,25,35.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,853.0,1026.0,
53,44,5.0,8.0,20.0,0.0,741.6,,,20.0,0.0,209.0,412.0,
54,42,10.0,16.0,40.0,0.0,741.6,,,24.8,15.2,77.0,353.0,
55,42,15.0,16.0,10.0,0.0,741.6,,,6.8,3.2,17.0,233.0,
56,40,5.0,8.0,30.0,0.0,741.6,,,0.0,30.0,343.0,477.0,
57,40,15.0,8.0,40.0,0.0,741.6,,,0.0,40.0,27.0,178.0,
58,38,5.0,8.0,30.0,0.0,741.6,,,30.0,0.0,390.0,603.0,
59,38,15.0,16.0,10.0,494.4,927.0,,,6.3,3.7,495.0,879.0,
60,35,5.0,8.0,20.0,0.0,741.6,,,0.0,20.0,487.0,712.0,
61,50,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,411.0,719.0,
62,50,35.0,8.0,20.0,0.0,741.6,,,20.0,0.0,207.0,368.0,
63,50,40.0,8.0,50.0,0.0,741.6,,,50.0,0.0,142.0,253.0,
64,48,30.0,8.0,10.0,494.4,927.0,,,0.0,10.0,566.0,768.0,
65,48,40.0,8.0,10.0,0.0,741.6,,,10.0,0.0,23.0,178.0,
66,47,35.0,16.0,10.0,494.4,927.0,,,7.0,3.0,789.0,912.0,
67,47,40.0,8.0,10.0,0.0,741.6,,,0.0,10.0,9.0,238.0,
68,45,30.0,16.0,10.0,494.4,927.0,,,7.3,2.7,711.0,802.0,
69,45,35.0,16.0,10.0,803.4,1236.0,,,5.9,4.1,869.0,1021.0,
