CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,24.0,10.0,0.0,741.6,,,2.0,1.2,0.9,0.0,2.8,2.1,1.1,0.0,0.0,0.0,1164.0,1227.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,0.0,9.8,0.0,2.2,0.0,12.2,0.0,5.8,0.0,0.0,1177.0,1139.0,
3,42,66.0,32.0,10.0,0.0,741.6,,,1.8,1.1,0.7,0.4,2.6,1.7,1.2,0.4,0.0,0.0,1210.0,1162.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,722.0,721.0,785.0,782.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1179.0,1174.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,7.6,0.0,0.0,0.4,9.5,0.0,0.0,2.5,621.0,621.0,709.0,709.0,
7,40,66.0,24.0,20.0,0.0,741.6,,,4.2,2.5,1.3,0.0,5.9,4.4,1.8,0.0,0.0,0.0,1143.0,1231.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,0.0,0.0,7.4,0.6,0.0,0.0,7.9,4.1,249.0,248.0,330.0,325.0,
9,38,70.0,24.0,10.0,0.0,741.6,,,2.7,0.0,1.1,0.2,3.5,0.0,1.9,0.6,530.0,532.0,609.0,606.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,0.0,3.2,0.0,0.8,0.0,4.7,0.0,1.3,355.0,354.0,415.0,414.0,
