CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,2.5,1.5,3.5,2.5,0.0,0.0,218.0,206.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,2.8,0.0,4.2,0.0,0.0,208.0,206.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,5.2,0.0,7.8,0.0,0.0,0.0,203.0,211.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,5.0,2.6,7.0,4.4,137.0,136.0,171.0,172.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,10.4,0.0,15.6,0.0,0.0,0.0,199.0,206.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,1.2,0.0,1.8,0.0,86.0,89.0,121.0,120.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,2.0,0.0,3.0,0.0,0.0,201.0,200.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,2.3,1.3,3.7,1.7,83.0,85.0,115.0,116.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,4.1,2.3,6.1,3.5,86.0,86.0,120.0,119.0,
10,30,60.0,8.0,16.0,92.0,172.5,,,0.0,6.4,0.0,9.6,112.0,112.0,145.0,147.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,2.7,2.1,4.2,3.0,55.0,56.0,87.0,87.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,4.2,3.4,7.5,3.9,0.0,0.0,208.0,205.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,0.0,9.2,0.0,13.8,147.0,149.0,179.0,179.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,0.0,8.0,0.0,12.0,32.0,32.0,65.0,65.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,1.8,1.4,2.9,1.9,50.0,51.0,82.0,82.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,4.9,2.7,5.9,5.5,63.0,64.0,98.0,95.0,
17,5,30.0,8.0,2.0,149.5,230.0,,,0.8,0.0,1.2,0.0,147.0,145.0,180.0,177.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,74.0,77.0,110.0,110.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,6.8,0.0,10.2,0.0,65.0,64.0,98.0,96.0,
20,45,65.0,16.0,9.0,92.0,172.5,,,2.4,1.2,3.2,2.2,115.0,113.0,149.0,146.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,3.0,1.4,4.8,1.8,0.0,0.0,213.0,201.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,4.7,2.5,5.6,5.2,85.0,86.0,117.0,117.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,7.8,3.8,10.1,7.3,57.0,56.0,89.0,91.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,0.7,0.5,1.0,0.8,143.0,140.0,174.0,175.0,
25,65,20.0,16.0,6.0,149.5,230.0,,,1.5,0.9,2.3,1.3,154.0,154.0,187.0,189.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
