CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,2.8,1.2,3.8,2.2,850.0,843.0,1032.0,1035.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,0.0,12.0,0.0,18.0,750.0,750.0,939.0,949.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,2.0,0.0,203.0,199.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,658.0,647.0,863.0,845.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.0,2.0,1.0,11.0,213.0,211.0,
6,40,69.0,16.0,20.0,494.4,927.0,,,4.6,3.4,8.3,3.7,561.0,555.0,760.0,757.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,5.3,2.7,7.7,4.3,96.0,108.0,288.0,298.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,184.0,188.0,384.0,393.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.4,2.6,469.0,475.0,678.0,678.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,282.0,282.0,480.0,491.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,380.0,374.0,584.0,581.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,0.0,8.0,0.0,12.0,582.0,589.0,794.0,778.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,16.0,29.0,224.0,214.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.4,1.6,3.9,2.1,496.0,493.0,702.0,695.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,10.2,5.8,15.9,8.1,314.0,299.0,511.0,513.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,394.0,404.0,593.0,607.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,34.0,19.0,222.0,218.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,5.1,2.9,6.6,5.4,117.0,112.0,316.0,325.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,215.0,212.0,414.0,402.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,10.0,2.0,191.0,206.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,8.0,0.0,12.0,0.0,850.0,848.0,1036.0,1038.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,0.0,8.0,0.0,12.0,740.0,744.0,941.0,953.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,656.0,659.0,856.0,863.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,4.0,9.0,196.0,210.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,10.9,5.1,14.0,10.0,91.0,93.0,300.0,300.0,
26,25,55.0,16.0,10.0,494.4,927.0,,,2.5,1.5,3.7,2.3,572.0,554.0,763.0,756.0,
27,23,52.0,16.0,10.0,0.0,741.6,,,2.4,1.6,4.0,2.0,185.0,187.0,383.0,384.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,471.0,477.0,670.0,662.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,2.9,1.1,3.9,2.1,289.0,292.0,476.0,474.0,
30,20,55.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,373.0,377.0,585.0,575.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,118.0,111.0,325.0,318.0,
32,10,40.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,28.0,21.0,229.0,219.0,
33,8,40.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,27.0,16.0,220.0,217.0,
34,8,45.0,8.0,20.0,494.4,927.0,,,8.0,0.0,12.0,0.0,678.0,687.0,879.0,879.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,2.6,1.4,4.3,1.7,224.0,209.0,421.0,422.0,
36,5,45.0,16.0,10.0,494.4,927.0,,,2.8,1.2,4.2,1.8,589.0,599.0,787.0,788.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,310.0,313.0,517.0,511.0,
38,0,40.0,16.0,30.0,0.0,741.6,,,8.6,3.4,12.9,5.1,403.0,405.0,598.0,598.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,5.1,2.9,7.9,4.1,494.0,500.0,689.0,688.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,198.0,197.0,392.0,394.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,93.0,102.0,304.0,304.0,
42,33,32.0,16.0,20.0,0.0,741.6,,,5.6,2.4,8.5,3.5,10.0,17.0,215.0,207.0,
43,33,35.0,16.0,10.0,0.0,741.6,,,2.6,1.4,3.8,2.2,2.0,13.0,211.0,203.0,
44,32,30.0,16.0,10.0,0.0,741.6,,,2.4,1.6,4.0,2.0,291.0,280.0,488.0,484.0,
45,30,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,465.0,468.0,679.0,666.0,
46,30,32.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,382.0,371.0,582.0,570.0,
47,30,35.0,16.0,10.0,803.4,1236.0,,,2.4,1.6,4.3,1.7,930.0,935.0,1145.0,1143.0,
48,28,30.0,16.0,10.0,494.4,927.0,,,2.4,1.6,3.7,2.3,573.0,567.0,757.0,760.0,
49,28,35.0,16.0,10.0,803.4,1236.0,,,2.3,1.7,3.9,2.1,926.0,928.0,1124.0,1133.0,
50,26,32.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,748.0,753.0,945.0,948.0,
51,25,30.0,16.0,10.0,494.4,927.0,,,2.4,1.6,3.9,2.1,660.0,660.0,852.0,850.0,
52,25,35.0,8.0,10.0,803.4,1236.0,,,4.0,0.0,6.0,0.0,843.0,841.0,1043.0,1037.0,
53,44,5.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,211.0,224.0,425.0,424.0,
54,42,10.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,122.0,131.0,325.0,325.0,
55,42,15.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.6,2.4,36.0,36.0,226.0,231.0,
56,40,5.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,318.0,311.0,513.0,515.0,
57,40,15.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,18.0,22.0,229.0,232.0,
58,38,5.0,16.0,30.0,0.0,741.6,,,8.0,4.0,11.9,6.1,401.0,404.0,597.0,606.0,
59,38,15.0,16.0,10.0,494.4,927.0,,,2.8,1.2,4.2,1.8,597.0,594.0,798.0,791.0,
60,35,5.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,497.0,496.0,702.0,687.0,
61,50,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,463.0,465.0,679.0,671.0,
62,50,35.0,16.0,20.0,0.0,741.6,,,5.0,3.0,6.4,5.6,182.0,196.0,392.0,391.0,
63,50,40.0,8.0,50.0,0.0,741.6,,,0.0,20.0,0.0,30.0,87.0,92.0,303.0,294.0,
64,48,30.0,16.0,10.0,494.4,927.0,,,2.6,1.4,4.0,2.0,568.0,555.0,754.0,757.0,
65,48,40.0,16.0,10.0,0.0,741.6,,,2.9,1.1,3.5,2.5,13.0,13.0,208.0,195.0,
66,47,35.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,749.0,745.0,949.0,958.0,
67,47,40.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.4,2.6,10.0,1.0,193.0,206.0,
68,45,30.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,659.0,653.0,850.0,855.0,
69,45,35.0,8.0,10.0,803.4,1236.0,,,0.0,4.0,0.0,6.0,853.0,839.0,1043.0,1046.0,
70,95,30.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,316.0,320.0,520.0,526.0,
71,95,35.0,16.0,20.0,0.0,741.6,,,5.3,2.7,8.7,3.3,228.0,221.0,432.0,419.0,
72,53,30.0,16.0,10.0,0.0,741.6,,,2.5,1.5,4.2,1.8,388.0,386.0,585.0,585.0,
73,92,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,408.0,410.0,618.0,613.0,
74,53,35.0,16.0,50.0,0.0,741.6,,,10.2,9.8,16.0,14.0,280.0,284.0,473.0,473.0,
75,45,65.0,8.0,20.0,803.4,1236.0,,,0.0,8.0,0.0,12.0,934.0,929.0,1140.0,1128.0,
76,90,35.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,137.0,128.0,332.0,336.0,
77,88,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,511.0,501.0,706.0,707.0,
78,88,35.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,40.0,45.0,244.0,238.0,
79,87,30.0,16.0,10.0,494.4,927.0,,,2.4,1.6,4.3,1.7,593.0,598.0,807.0,804.0,
80,85,25.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,697.0,691.0,887.0,891.0,
81,85,35.0,16.0,30.0,0.0,741.6,,,7.3,4.7,11.4,6.6,33.0,35.0,232.0,245.0,
82,75,55.0,16.0,20.0,0.0,741.6,,,4.4,3.6,8.2,3.8,291.0,302.0,500.0,498.0,
83,72,55.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,207.0,199.0,395.0,409.0,
84,70,58.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,391.0,394.0,596.0,595.0,
85,68,60.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,488.0,483.0,691.0,681.0,
86,66,55.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.6,2.4,101.0,111.0,308.0,309.0,
87,65,55.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,21.0,23.0,218.0,223.0,
88,65,60.0,8.0,30.0,494.4,927.0,,,12.0,0.0,18.0,0.0,575.0,576.0,772.0,770.0,
89,63,58.0,16.0,10.0,494.4,927.0,,,2.6,1.4,4.1,1.9,662.0,665.0,862.0,863.0,
90,60,55.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,13.0,3.0,205.0,213.0,
91,60,60.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,772.0,767.0,969.0,956.0,
92,67,85.0,16.0,20.0,0.0,741.6,,,4.7,3.3,7.7,4.3,306.0,305.0,496.0,497.0,
93,65,85.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,389.0,390.0,588.0,590.0,
94,65,82.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.2,2.8,207.0,209.0,402.0,411.0,
95,62,80.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,121.0,125.0,310.0,314.0,
96,60,80.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,23.0,34.0,230.0,228.0,
97,60,85.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,18.0,502.0,500.0,689.0,694.0,
98,58,75.0,16.0,20.0,0.0,741.6,,,5.5,2.5,7.6,4.4,18.0,25.0,223.0,223.0,
99,55,80.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,6.0,677.0,676.0,879.0,879.0,
100,55,85.0,16.0,20.0,494.4,927.0,,,5.2,2.8,7.4,4.6,587.0,594.0,787.0,795.0,
101,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
