CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,0.0,0.0,199.0,195.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,7.0,5.0,10.3,7.7,0.0,0.0,200.0,217.0,
3,22,85.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,204.0,202.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,24.0,139.0,139.0,172.0,174.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,194.0,198.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,4.7,3.3,8.0,4.0,0.0,0.0,211.0,197.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,211.0,213.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.2,2.8,88.0,90.0,122.0,121.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,5.3,2.7,8.3,3.7,88.0,88.0,121.0,123.0,
10,10,40.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,0.0,0.0,206.0,200.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,9.1,6.9,16.2,7.8,57.0,56.0,92.0,90.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,0.0,0.0,215.0,197.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,141.0,142.0,175.0,173.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,203.0,205.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,57.0,55.0,88.0,89.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,5.3,2.7,8.4,3.6,0.0,0.0,205.0,193.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,5.2,2.8,7.3,4.7,0.0,0.0,199.0,205.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,5.1,2.9,7.5,4.5,0.0,0.0,192.0,190.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,24.0,0.0,0.0,189.0,203.0,
20,42,15.0,16.0,10.0,0.0,144.0,,,2.3,1.7,3.8,2.2,0.0,0.0,201.0,211.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.2,1.8,3.9,2.1,0.0,0.0,190.0,193.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,9.3,6.7,14.0,10.0,0.0,0.0,198.0,213.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,64.0,65.0,96.0,97.0,
24,38,15.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,211.0,209.0,
25,35,5.0,16.0,20.0,156.0,240.0,,,5.4,2.6,8.5,3.5,153.0,154.0,186.0,185.0,
26,95,30.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,0.0,0.0,179.0,173.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,0.0,0.0,189.0,183.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,181.0,188.0,
