CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,384.0,720.0,,,11.7,8.3,377.0,933.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,21.7,8.3,7.0,561.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,0.0,10.0,318.0,712.0,
4,20,80.0,8.0,40.0,384.0,720.0,,,0.0,40.0,388.0,919.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,11.8,8.2,32.0,655.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,20.0,193.0,669.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,12.0,8.0,150.0,577.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,10.0,0.0,196.0,655.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,172.0,681.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,19.7,10.3,374.0,759.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,27.1,12.9,11.0,546.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,20.0,0.0,4.0,565.0,
13,5,35.0,8.0,10.0,384.0,720.0,,,0.0,10.0,369.0,945.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,10.0,0.0,19.0,720.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,12.0,571.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,20.0,76.0,556.0,
17,0,45.0,8.0,20.0,384.0,720.0,,,0.0,20.0,384.0,921.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,0.0,20.0,200.0,603.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,27.3,12.7,65.0,564.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,5.1,4.9,353.0,838.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,6.8,3.2,27.0,530.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,26.3,13.7,211.0,655.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,30.0,12.0,555.0,
24,38,15.0,8.0,10.0,384.0,720.0,,,10.0,0.0,383.0,930.0,
25,35,5.0,8.0,20.0,384.0,720.0,,,0.0,20.0,379.0,908.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,15.6,14.4,381.0,812.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,12.0,8.0,4.0,645.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,6.0,4.0,17.0,627.0,
29,90,35.0,8.0,10.0,0.0,576.0,,,10.0,0.0,43.0,575.0,
30,88,30.0,16.0,10.0,0.0,576.0,,,5.9,4.1,77.0,542.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,13.5,6.5,39.0,563.0,
32,87,30.0,16.0,10.0,384.0,720.0,,,5.8,4.2,418.0,914.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,10.0,0.0,21.0,650.0,
34,85,35.0,16.0,30.0,384.0,720.0,,,15.6,14.4,334.0,786.0,
35,67,85.0,8.0,20.0,384.0,720.0,,,0.0,20.0,401.0,911.0,
36,65,85.0,8.0,40.0,0.0,576.0,,,0.0,40.0,4.0,633.0,
37,65,82.0,16.0,10.0,384.0,720.0,,,7.1,2.9,371.0,858.0,
38,62,80.0,16.0,30.0,0.0,576.0,,,18.9,11.1,100.0,594.0,
39,60,80.0,8.0,10.0,0.0,576.0,,,10.0,0.0,36.0,672.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,17.0,13.0,171.0,613.0,
41,58,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,187.0,679.0,
42,55,80.0,16.0,10.0,0.0,576.0,,,5.8,4.2,19.0,569.0,
43,55,85.0,8.0,20.0,384.0,720.0,,,20.0,0.0,394.0,875.0,
44,55,82.0,16.0,10.0,0.0,576.0,,,6.0,4.0,16.0,542.0,
45,20,82.0,8.0,10.0,0.0,576.0,,,0.0,10.0,13.0,619.0,
46,18,80.0,8.0,10.0,384.0,720.0,,,0.0,10.0,307.0,787.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,10.0,0.0,21.0,650.0,
48,42,5.0,8.0,10.0,384.0,720.0,,,0.0,10.0,387.0,938.0,
49,42,12.0,16.0,10.0,384.0,720.0,,,6.6,3.4,326.0,688.0,
50,72,35.0,16.0,30.0,384.0,720.0,,,16.6,13.4,346.0,796.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
