CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,0.0,8.0,0.0,12.0,124.0,126.0,194.0,193.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,8.0,4.0,12.7,5.3,30.0,33.0,101.0,95.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,0.0,4.0,0.0,6.0,88.0,88.0,160.0,155.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,16.0,0.0,24.0,0.0,124.0,126.0,189.0,192.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,4.5,3.5,6.8,5.2,36.0,37.0,104.0,102.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,78.0,76.0,141.0,145.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,64.0,58.0,129.0,127.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,75.0,74.0,138.0,138.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,4.8,3.2,6.7,5.3,71.0,70.0,137.0,138.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,100.0,103.0,170.0,169.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,39.0,42.0,104.0,108.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,43.0,49.0,113.0,114.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,4.0,0.0,6.0,0.0,125.0,123.0,189.0,190.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,33.0,30.0,98.0,95.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,5.3,2.7,7.8,4.2,37.0,38.0,103.0,103.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,54.0,53.0,121.0,121.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,0.0,8.0,0.0,12.0,127.0,126.0,193.0,195.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,5.1,2.9,7.9,4.1,66.0,71.0,137.0,135.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,9.7,6.3,13.8,10.2,55.0,57.0,118.0,123.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,2.7,1.3,3.8,2.2,106.0,106.0,167.0,173.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.2,1.8,3.6,2.4,46.0,50.0,115.0,117.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,10.0,6.0,16.0,8.0,74.0,77.0,143.0,139.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,8.1,3.9,10.4,7.6,49.0,47.0,111.0,110.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,2.6,1.4,4.1,1.9,129.0,133.0,199.0,193.0,
25,35,5.0,16.0,20.0,96.0,180.0,,,4.2,3.8,8.1,3.9,121.0,118.0,188.0,187.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
