CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,92.0,172.5,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,160.0,161.0,172.0,172.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,2.8,0.0,0.0,0.0,4.2,0.0,0.0,0.0,50.0,50.0,61.0,60.0,
3,55,45.0,24.0,13.0,0.0,138.0,,,2.5,1.8,0.9,0.0,3.8,2.4,1.7,0.0,115.0,115.0,126.0,127.0,
4,55,20.0,32.0,19.0,92.0,172.5,,,3.8,2.3,1.3,0.3,4.8,3.2,2.2,1.1,149.0,148.0,160.0,160.0,
5,15,30.0,24.0,26.0,0.0,138.0,,,4.2,4.1,2.1,0.0,7.1,4.8,3.7,0.0,34.0,34.0,45.0,45.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,1.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,99.0,98.0,110.0,109.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,81.0,80.0,92.0,92.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,0.0,0.0,3.6,0.0,0.0,0.0,5.4,94.0,95.0,105.0,106.0,
9,55,60.0,32.0,16.0,0.0,138.0,,,3.0,1.8,0.9,0.7,4.0,3.1,1.7,0.8,96.0,97.0,108.0,108.0,
10,30,60.0,8.0,16.0,0.0,138.0,,,0.0,0.0,6.4,0.0,0.0,0.0,9.6,0.0,124.0,123.0,135.0,134.0,
11,20,65.0,32.0,12.0,0.0,138.0,,,2.1,1.3,0.9,0.5,3.1,2.2,1.5,0.4,67.0,66.0,78.0,77.0,
12,50,35.0,32.0,19.0,0.0,138.0,,,3.8,2.0,1.1,0.7,4.4,3.7,2.7,0.7,63.0,63.0,73.0,74.0,
13,30,25.0,24.0,23.0,92.0,172.5,,,4.2,2.9,2.2,0.0,6.5,4.8,2.5,0.0,158.0,158.0,170.0,169.0,
14,15,10.0,32.0,20.0,0.0,138.0,,,3.5,2.1,2.0,0.4,4.6,4.3,2.5,0.7,32.0,31.0,43.0,42.0,
15,30,5.0,32.0,8.0,0.0,138.0,,,1.4,1.0,0.6,0.2,2.2,1.6,0.7,0.4,60.0,60.0,71.0,71.0,
16,10,20.0,32.0,19.0,0.0,138.0,,,3.4,2.3,1.4,0.5,4.7,3.8,2.4,0.6,74.0,74.0,85.0,85.0,
