CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,0.0,3307.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,30.0,0.0,0.0,3327.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,0.0,3344.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,6.5,3.5,1254.0,1428.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,6.4,3.6,0.0,3290.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,491.0,660.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,12.8,7.2,0.0,3308.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,12.9,7.1,2883.0,3050.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2592.0,2772.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,6.1,3.9,2789.0,2951.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,7.2,2.8,2690.0,2873.0,
12,25,85.0,16.0,20.0,0.0,2034.0,,,13.9,6.1,0.0,3316.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,30.0,2390.0,2575.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,6.1,3.9,2011.0,2188.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,40.0,2208.0,2379.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,40.0,1926.0,2097.0,
17,18,75.0,8.0,20.0,1356.0,2542.5,,,20.0,0.0,2295.0,2474.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,20.0,0.0,1731.0,1908.0,
19,15,80.0,16.0,10.0,0.0,2034.0,,,6.6,3.4,1824.0,2011.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,10.0,184.0,
21,30,56.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,0.0,3292.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,12.1,7.9,21.0,187.0,
23,14,66.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,1633.0,1815.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,101.0,292.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,0.0,40.0,2495.0,2678.0,
26,8,62.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,0.0,3317.0,
27,23,52.0,16.0,10.0,0.0,2034.0,,,6.4,3.6,200.0,375.0,
28,4,55.0,16.0,20.0,0.0,2034.0,,,12.9,7.1,1444.0,1608.0,
29,20,50.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,392.0,573.0,
30,20,55.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,291.0,473.0,
31,10,35.0,16.0,20.0,0.0,2034.0,,,11.9,8.1,0.0,3294.0,
32,10,40.0,8.0,30.0,0.0,2034.0,,,0.0,30.0,586.0,764.0,
33,8,40.0,8.0,40.0,0.0,2034.0,,,40.0,0.0,676.0,854.0,
34,8,45.0,16.0,20.0,0.0,2034.0,,,12.1,7.9,0.0,3284.0,
35,5,35.0,16.0,10.0,0.0,2034.0,,,6.5,3.5,873.0,1041.0,
36,5,45.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,1237.0,1416.0,
37,2,40.0,16.0,20.0,0.0,2034.0,,,11.9,8.1,0.0,3307.0,
38,0,40.0,16.0,30.0,0.0,2034.0,,,19.6,10.4,1047.0,1236.0,
39,0,45.0,16.0,20.0,0.0,2034.0,,,11.1,8.9,1144.0,1323.0,
40,36,18.0,16.0,10.0,0.0,2034.0,,,5.7,4.3,1808.0,1988.0,
41,35,32.0,16.0,10.0,2203.5,3390.0,,,6.0,4.0,2750.0,2922.0,
42,33,32.0,16.0,20.0,2203.5,3390.0,,,11.1,8.9,2665.0,2834.0,
43,33,35.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2569.0,2743.0,
44,32,20.0,16.0,10.0,1356.0,2542.5,,,7.1,2.9,1901.0,2086.0,
45,30,30.0,16.0,10.0,1356.0,2542.5,,,6.7,3.3,2090.0,2273.0,
46,34,25.0,16.0,30.0,1356.0,2542.5,,,19.5,10.5,1997.0,2175.0,
47,30,35.0,16.0,10.0,2203.5,3390.0,,,6.3,3.7,2474.0,2650.0,
48,36,40.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,0.0,3359.0,
49,48,20.0,16.0,10.0,0.0,2034.0,,,6.4,3.6,951.0,1138.0,
50,26,32.0,16.0,10.0,0.0,2034.0,,,5.5,4.5,0.0,3285.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,
