CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,201.0,220.0,552.0,580.0,
2,45,70.0,24.0,30.0,0.0,2034.0,,,5.6,4.4,2.0,0.0,8.3,5.4,4.3,0.0,125.0,121.0,464.0,461.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,0.0,3.2,0.0,0.8,0.0,5.1,0.0,0.9,1080.0,1058.0,1437.0,1435.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1161.0,1170.0,1526.0,1516.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,12.0,350.0,353.0,
6,16,42.0,24.0,20.0,0.0,2034.0,,,3.7,2.6,1.8,0.0,6.0,3.3,2.7,0.0,408.0,387.0,764.0,748.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,6.5,0.0,0.0,1.5,10.0,0.0,0.0,2.0,979.0,974.0,1321.0,1344.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,6.8,0.0,0.0,1.2,11.4,0.0,0.0,0.6,2793.0,2785.0,3152.0,3153.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2504.0,2515.0,2862.0,2865.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2710.0,2702.0,3038.0,3033.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,2.2,1.8,0.0,0.0,3.7,2.3,0.0,0.0,2588.0,2617.0,2941.0,2955.0,
12,25,85.0,24.0,20.0,1356.0,2542.5,,,4.9,0.0,2.7,0.3,7.5,0.0,3.5,0.9,2036.0,2032.0,2370.0,2386.0,
13,22,75.0,32.0,30.0,2203.5,3390.0,,,5.4,3.9,2.0,0.6,7.9,5.7,2.9,1.5,2293.0,2317.0,2670.0,2669.0,
14,22,85.0,32.0,10.0,1356.0,2542.5,,,1.5,1.1,0.9,0.5,3.1,1.8,1.0,0.1,1924.0,1939.0,2287.0,2280.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,8.4,7.6,0.0,0.0,15.1,8.9,0.0,0.0,2119.0,2109.0,2481.0,2474.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,0.0,0.0,11.0,5.0,0.0,0.0,20.4,3.6,1822.0,1847.0,2174.0,2189.0,
17,18,75.0,32.0,20.0,2203.5,3390.0,,,3.8,2.0,1.9,0.3,5.4,3.8,1.6,1.2,2201.0,2199.0,2576.0,2571.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,0.0,0.0,5.5,2.5,0.0,0.0,11.2,0.8,1648.0,1657.0,2012.0,2007.0,
19,15,80.0,32.0,10.0,1356.0,2542.5,,,1.9,1.2,0.7,0.2,2.7,1.9,1.0,0.5,1745.0,1747.0,2095.0,2104.0,
20,30,50.0,32.0,10.0,0.0,2034.0,,,2.0,1.2,0.6,0.2,2.6,2.3,0.9,0.2,1.0,1.0,340.0,348.0,
21,30,56.0,32.0,20.0,2203.5,3390.0,,,3.5,2.0,1.7,0.8,5.6,4.1,1.7,0.6,2875.0,2903.0,3250.0,3250.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,0.0,6.3,0.0,1.7,0.0,9.4,0.0,2.6,0.0,2.0,336.0,338.0,
23,14,66.0,24.0,10.0,0.0,2034.0,,,0.0,2.5,0.9,0.6,0.0,3.6,1.6,0.8,1531.0,1545.0,1891.0,1911.0,
24,25,50.0,32.0,10.0,0.0,2034.0,,,1.7,1.2,0.7,0.4,2.9,2.0,0.8,0.3,25.0,22.0,385.0,376.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,9.0,7.0,0.0,0.0,15.1,8.9,0.0,0.0,2420.0,2418.0,2745.0,2774.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,,,,,
