CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,0.0,144.0,,,3.3,2.9,1.5,0.3,5.5,3.3,2.5,0.7,0.0,0.0,194.0,203.0,
2,22,75.0,24.0,30.0,0.0,144.0,,,6.2,3.9,0.0,1.8,10.9,6.3,0.0,0.8,0.0,0.0,207.0,209.0,
3,22,85.0,32.0,10.0,0.0,144.0,,,1.7,1.3,0.9,0.1,2.3,1.7,1.3,0.7,0.0,0.0,208.0,202.0,
4,20,80.0,32.0,40.0,96.0,180.0,,,7.8,5.2,2.2,0.8,10.3,7.0,5.6,1.1,138.0,139.0,174.0,172.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,0.0,7.6,0.0,0.4,0.0,10.4,0.0,1.6,0.0,0.0,207.0,196.0,
6,18,75.0,32.0,20.0,0.0,144.0,,,3.9,2.2,1.7,0.2,5.6,3.1,2.5,0.8,92.0,92.0,127.0,125.0,
7,15,75.0,24.0,20.0,0.0,144.0,,,3.9,3.1,0.0,1.0,6.4,5.0,0.0,0.6,0.0,0.0,201.0,208.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,3.2,0.0,0.0,0.8,5.2,0.0,0.0,0.8,88.0,88.0,123.0,124.0,
9,10,35.0,32.0,20.0,0.0,144.0,,,3.8,2.4,1.1,0.7,5.1,3.8,2.7,0.5,89.0,90.0,123.0,122.0,
10,10,40.0,32.0,30.0,96.0,180.0,,,4.7,3.7,2.7,0.9,7.6,5.3,3.2,1.8,117.0,117.0,149.0,151.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,57.0,56.0,92.0,89.0,
