CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,650.0,1000.0,,,6.6,3.4,622.0,926.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,0.0,7.0,56.0,354.0,
3,55,45.0,16.0,13.0,400.0,750.0,,,8.4,4.6,489.0,623.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,13.2,5.8,460.0,975.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,16.5,9.5,7.0,404.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,0.0,3.0,249.0,678.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,5.0,0.0,287.0,460.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,5.6,3.4,259.0,615.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,9.4,6.6,242.0,672.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,8.2,7.8,486.0,734.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,7.2,4.8,17.0,541.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,12.7,6.3,157.0,425.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,0.0,23.0,377.0,983.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,20.0,0.0,14.0,493.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,0.0,8.0,15.0,559.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,10.4,8.6,202.0,424.0,
17,5,30.0,8.0,2.0,400.0,750.0,,,0.0,2.0,369.0,971.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,7.5,4.5,346.0,473.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,17.0,0.0,201.0,453.0,
20,45,65.0,16.0,9.0,400.0,750.0,,,5.3,3.7,533.0,723.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,11.0,137.0,398.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,18.0,0.0,270.0,644.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,19.4,9.6,28.0,553.0,
24,65,35.0,16.0,3.0,650.0,1000.0,,,2.0,1.0,626.0,939.0,
25,65,20.0,8.0,6.0,400.0,750.0,,,6.0,0.0,365.0,960.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
