CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,0.0,144.0,,,3.3,2.4,1.3,1.0,5.0,3.6,2.8,0.6,0.0,0.0,196.0,192.0,
2,22,75.0,32.0,30.0,0.0,144.0,,,5.7,3.3,2.5,0.4,7.4,6.3,3.9,0.4,0.0,0.0,202.0,201.0,
3,22,85.0,32.0,10.0,0.0,144.0,,,1.6,1.3,0.7,0.3,2.9,1.7,1.1,0.3,0.0,0.0,208.0,192.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,9.6,6.4,0.0,0.0,13.9,10.1,0.0,0.0,139.0,140.0,174.0,172.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,7.3,0.0,0.0,0.7,10.4,0.0,0.0,1.6,0.0,0.0,205.0,190.0,
6,18,75.0,24.0,20.0,0.0,144.0,,,4.2,3.3,0.0,0.5,7.0,3.6,0.0,1.4,0.0,0.0,210.0,200.0,
7,15,75.0,32.0,20.0,0.0,144.0,,,3.4,2.6,1.5,0.5,4.6,3.5,2.6,1.3,0.0,0.0,212.0,205.0,
8,15,80.0,32.0,10.0,0.0,144.0,,,1.6,1.3,0.7,0.5,2.4,1.8,1.2,0.6,91.0,91.0,124.0,123.0,
9,10,35.0,32.0,20.0,0.0,144.0,,,3.4,2.2,1.7,0.7,5.0,4.5,2.2,0.3,91.0,89.0,123.0,121.0,
10,10,40.0,24.0,30.0,0.0,144.0,,,5.4,4.0,2.6,0.0,8.4,5.0,4.6,0.0,0.0,0.0,217.0,212.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,10.5,0.0,5.5,0.0,17.1,0.0,6.9,0.0,56.0,56.0,91.0,90.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,5.8,0.0,2.2,0.0,7.5,0.0,4.5,0.0,0.0,0.0,214.0,210.0,
13,5,35.0,32.0,10.0,96.0,180.0,,,1.4,1.3,0.9,0.4,2.5,2.0,1.2,0.3,142.0,139.0,175.0,172.0,
14,5,45.0,24.0,10.0,0.0,144.0,,,0.0,2.4,1.4,0.2,0.0,3.7,1.4,0.9,0.0,0.0,205.0,198.0,
15,2,40.0,24.0,20.0,0.0,144.0,,,4.2,3.2,0.0,0.6,5.9,4.9,0.0,1.2,58.0,58.0,88.0,90.0,
16,0,40.0,24.0,20.0,0.0,144.0,,,0.0,3.9,3.1,1.1,0.0,6.5,4.5,1.0,0.0,0.0,189.0,206.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,203.0,205.0,
18,44,5.0,32.0,20.0,0.0,144.0,,,3.8,2.3,1.2,0.7,5.1,3.3,2.6,1.0,0.0,0.0,185.0,185.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,0.0,15.0,0.0,1.0,0.0,18.4,0.0,5.6,0.0,0.0,194.0,200.0,
20,42,15.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,208.0,200.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.8,0.0,1.2,0.0,4.6,0.0,1.4,0.0,0.0,0.0,191.0,196.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,10.1,0.0,5.9,0.0,16.0,0.0,8.0,0.0,0.0,0.0,212.0,199.0,
23,38,5.0,24.0,30.0,0.0,144.0,,,7.3,0.0,3.6,1.1,11.5,0.0,4.5,2.0,65.0,63.0,98.0,95.0,
24,38,15.0,24.0,10.0,0.0,144.0,,,0.0,2.2,1.3,0.6,0.0,3.4,2.2,0.4,0.0,0.0,207.0,205.0,
25,35,5.0,24.0,20.0,156.0,240.0,,,5.6,0.0,1.7,0.8,6.9,0.0,3.5,1.6,152.0,154.0,184.0,185.0,
26,95,30.0,8.0,30.0,0.0,144.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,180.0,188.0,
27,95,35.0,16.0,20.0,0.0,144.0,,,0.0,5.5,2.5,0.0,0.0,7.7,4.3,0.0,0.0,0.0,183.0,175.0,
28,92,30.0,32.0,10.0,0.0,144.0,,,1.8,1.1,0.7,0.5,2.8,1.7,0.8,0.7,0.0,0.0,185.0,188.0,
29,90,35.0,8.0,10.0,0.0,144.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,185.0,189.0,
30,88,30.0,32.0,10.0,0.0,144.0,,,1.7,1.3,0.9,0.2,2.5,1.9,1.1,0.6,0.0,0.0,178.0,186.0,
31,88,35.0,32.0,20.0,0.0,144.0,,,3.1,2.5,1.7,0.7,4.9,4.0,2.4,0.6,0.0,0.0,187.0,192.0,
32,87,30.0,8.0,10.0,0.0,144.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,
33,85,25.0,32.0,10.0,0.0,144.0,,,1.7,1.5,0.6,0.2,2.7,2.0,1.1,0.1,0.0,0.0,184.0,185.0,
34,85,35.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,197.0,189.0,
35,67,85.0,16.0,20.0,0.0,144.0,,,5.4,0.0,2.6,0.0,8.4,0.0,3.6,0.0,0.0,0.0,197.0,197.0,
36,65,85.0,32.0,40.0,0.0,144.0,,,6.6,4.9,3.1,1.4,10.4,6.7,5.4,1.4,0.0,0.0,194.0,196.0,
37,65,82.0,8.0,10.0,0.0,144.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,194.0,201.0,
38,62,80.0,32.0,30.0,0.0,144.0,,,5.0,2.9,2.7,1.4,7.7,5.8,2.8,1.7,74.0,73.0,105.0,107.0,
39,60,80.0,24.0,10.0,0.0,144.0,,,0.0,2.1,1.4,0.6,0.0,3.1,2.2,0.7,0.0,0.0,202.0,193.0,
40,60,85.0,8.0,30.0,0.0,144.0,,,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,206.0,189.0,
41,58,75.0,24.0,20.0,0.0,144.0,,,4.3,2.5,1.2,0.0,4.6,4.3,3.1,0.0,0.0,0.0,216.0,208.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,214.0,204.0,
43,55,85.0,16.0,20.0,0.0,144.0,,,4.5,3.5,0.0,0.0,6.9,5.1,0.0,0.0,0.0,0.0,206.0,194.0,
44,55,82.0,8.0,10.0,0.0,144.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,64.0,62.0,97.0,96.0,
45,20,82.0,16.0,10.0,0.0,144.0,,,0.0,2.2,1.8,0.0,0.0,3.4,2.6,0.0,0.0,0.0,207.0,209.0,
46,18,80.0,8.0,10.0,0.0,144.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,207.0,205.0,
47,2,45.0,24.0,10.0,0.0,144.0,,,2.2,1.5,0.0,0.3,3.1,2.2,0.0,0.6,0.0,0.0,203.0,209.0,
48,42,5.0,32.0,10.0,0.0,144.0,,,1.9,1.4,0.6,0.1,2.4,2.0,1.3,0.4,0.0,0.0,196.0,186.0,
49,42,12.0,32.0,10.0,0.0,144.0,,,1.8,1.0,0.8,0.3,2.7,1.8,1.0,0.5,0.0,0.0,199.0,209.0,
50,72,35.0,24.0,30.0,0.0,144.0,,,7.5,0.0,3.4,1.0,12.4,0.0,4.9,0.7,0.0,0.0,195.0,212.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
