CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,0.0,144.0,,,0.0,5.7,2.3,0.0,0.0,6.9,5.1,0.0,0.0,0.0,198.0,199.0,
2,22,75.0,24.0,30.0,0.0,144.0,,,7.9,0.0,2.7,1.4,11.4,0.0,6.3,0.4,0.0,0.0,210.0,205.0,
3,22,85.0,32.0,10.0,0.0,144.0,,,1.8,1.2,0.6,0.3,2.9,1.7,0.8,0.6,0.0,0.0,198.0,190.0,
4,20,80.0,24.0,40.0,96.0,180.0,,,0.0,8.6,4.5,3.0,0.0,12.6,10.8,0.6,140.0,138.0,174.0,173.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,195.0,197.0,
6,18,75.0,32.0,20.0,0.0,144.0,,,3.2,2.6,1.7,0.5,5.9,3.1,1.8,1.3,94.0,93.0,128.0,126.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,0.0,4.3,3.7,0.0,0.0,6.9,5.1,0.0,0.0,0.0,196.0,211.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,90.0,91.0,122.0,122.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,6.9,0.0,0.0,1.1,10.7,0.0,0.0,1.3,89.0,91.0,121.0,121.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,117.0,116.0,152.0,152.0,
11,8,40.0,24.0,40.0,0.0,144.0,,,11.0,0.0,3.1,1.9,16.3,0.0,5.5,2.3,57.0,58.0,91.0,92.0,
12,8,45.0,32.0,20.0,0.0,144.0,,,3.5,2.1,1.8,0.6,4.4,4.0,2.4,1.2,0.0,0.0,198.0,206.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.6,0.0,1.4,0.0,4.1,0.0,1.9,0.0,139.0,140.0,173.0,175.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,0.0,3.1,0.0,0.9,0.0,4.9,0.0,1.1,0.0,0.0,198.0,205.0,
15,2,40.0,32.0,20.0,0.0,144.0,,,4.2,2.3,1.3,0.1,5.2,3.2,2.5,1.0,55.0,56.0,90.0,88.0,
16,0,40.0,32.0,20.0,0.0,144.0,,,3.9,2.8,1.0,0.3,5.6,3.8,2.2,0.3,0.0,0.0,193.0,206.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,149.0,147.0,179.0,179.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,195.0,195.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,0.0,9.4,6.6,0.0,0.0,13.9,10.1,0.0,0.0,0.0,198.0,203.0,
20,42,15.0,16.0,10.0,0.0,144.0,,,0.0,2.5,1.5,0.0,0.0,3.8,2.2,0.0,0.0,0.0,205.0,202.0,
21,40,5.0,32.0,10.0,0.0,144.0,,,1.5,1.3,0.8,0.4,2.6,1.9,0.9,0.6,0.0,0.0,186.0,185.0,
22,40,15.0,32.0,40.0,0.0,144.0,,,8.0,4.2,2.0,1.8,11.5,6.6,3.2,2.7,92.0,92.0,123.0,123.0,
23,38,5.0,32.0,30.0,0.0,144.0,,,4.7,4.1,2.7,0.5,7.7,5.7,3.5,1.1,62.0,65.0,96.0,98.0,
24,38,15.0,16.0,10.0,0.0,144.0,,,3.5,0.0,0.0,0.5,5.0,0.0,0.0,1.0,0.0,0.0,197.0,212.0,
25,35,5.0,32.0,20.0,156.0,240.0,,,3.4,2.3,1.3,1.0,5.4,3.2,2.7,0.7,154.0,152.0,184.0,186.0,
26,95,30.0,24.0,30.0,0.0,144.0,,,6.1,4.0,1.9,0.0,8.1,5.2,4.6,0.0,0.0,0.0,181.0,178.0,
27,95,35.0,24.0,20.0,0.0,144.0,,,0.0,4.9,2.7,0.5,0.0,5.8,3.9,2.3,59.0,59.0,93.0,94.0,
28,92,30.0,32.0,10.0,0.0,144.0,,,1.8,1.2,0.9,0.1,2.2,1.9,1.2,0.6,0.0,0.0,182.0,177.0,
29,90,35.0,24.0,10.0,0.0,144.0,,,2.2,1.4,0.0,0.4,2.9,2.5,0.0,0.6,0.0,0.0,182.0,189.0,
30,88,30.0,24.0,10.0,0.0,144.0,,,2.6,0.0,0.9,0.5,4.1,0.0,1.4,0.6,74.0,73.0,104.0,107.0,
31,88,35.0,16.0,20.0,0.0,144.0,,,6.2,0.0,1.8,0.0,7.8,0.0,4.2,0.0,0.0,0.0,191.0,184.0,
32,87,30.0,32.0,10.0,0.0,144.0,,,1.8,1.0,0.9,0.3,2.6,2.1,1.0,0.4,0.0,0.0,182.0,193.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,0.0,0.0,3.1,0.9,0.0,0.0,3.6,2.4,48.0,48.0,82.0,84.0,
34,85,35.0,32.0,30.0,0.0,144.0,,,5.7,3.7,1.8,0.8,8.2,5.6,3.4,0.8,0.0,0.0,194.0,190.0,
35,67,85.0,24.0,20.0,96.0,180.0,,,5.4,0.0,2.1,0.4,8.0,0.0,3.2,0.8,136.0,137.0,169.0,170.0,
36,65,85.0,24.0,40.0,0.0,144.0,,,6.6,6.1,3.3,0.0,11.0,7.8,5.2,0.0,42.0,43.0,73.0,76.0,
37,65,82.0,32.0,10.0,0.0,144.0,,,2.0,1.1,0.8,0.1,2.4,2.0,1.2,0.4,0.0,0.0,204.0,207.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,10.3,0.0,0.0,1.7,14.7,0.0,0.0,3.3,73.0,75.0,105.0,107.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,3.6,0.0,0.0,0.4,4.7,0.0,0.0,1.3,35.0,36.0,67.0,67.0,
40,60,85.0,24.0,30.0,0.0,144.0,,,7.0,4.8,0.0,0.2,9.0,6.4,0.0,2.6,85.0,85.0,117.0,117.0,
41,58,75.0,24.0,20.0,0.0,144.0,,,0.0,3.8,2.9,1.3,0.0,7.5,2.8,1.7,90.0,92.0,123.0,122.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,31.0,30.0,66.0,64.0,
