CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,3.5,0.0,0.0,0.5,5.7,0.0,0.0,0.3,31.0,12.0,764.0,736.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,0.0,8.5,3.5,0.0,0.0,11.3,6.7,0.0,7.0,8.0,717.0,722.0,
3,62,69.0,24.0,10.0,0.0,2034.0,,,2.5,0.0,1.2,0.3,3.8,0.0,1.8,0.4,899.0,884.0,1589.0,1572.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1015.0,999.0,1679.0,1683.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,7.0,715.0,684.0,
6,16,42.0,32.0,20.0,0.0,2034.0,,,3.3,2.3,1.8,0.5,5.3,4.0,2.6,0.2,223.0,252.0,933.0,918.0,
7,58,70.0,32.0,20.0,0.0,2034.0,,,3.6,2.6,1.3,0.6,5.4,3.2,1.9,1.4,818.0,807.0,1492.0,1529.0,
8,34,60.0,32.0,20.0,2203.5,3390.0,,,3.7,2.3,1.1,0.8,5.3,3.8,2.3,0.6,2645.0,2596.0,3337.0,3326.0,
9,28,70.0,24.0,10.0,2203.5,3390.0,,,0.0,2.4,0.8,0.8,0.0,3.4,1.9,0.6,2356.0,2314.0,3051.0,3016.0,
10,35,66.0,32.0,10.0,2203.5,3390.0,,,1.7,1.4,0.5,0.4,2.5,1.8,1.5,0.2,2545.0,2546.0,3248.0,3218.0,
11,35,69.0,32.0,10.0,2203.5,3390.0,,,1.7,1.3,0.5,0.5,2.9,2.0,1.0,0.1,2453.0,2431.0,3130.0,3112.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1837.0,1833.0,2560.0,2574.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,2104.0,2120.0,2855.0,2854.0,
14,22,85.0,24.0,10.0,1356.0,2542.5,,,0.0,2.2,1.6,0.2,0.0,3.4,1.5,1.1,1768.0,1758.0,2489.0,2455.0,
15,20,80.0,24.0,40.0,1356.0,2542.5,,,7.0,4.9,4.1,0.0,11.1,7.2,5.7,0.0,1948.0,1929.0,2672.0,2671.0,
16,20,85.0,32.0,40.0,1356.0,2542.5,,,7.3,5.5,2.5,0.7,11.3,7.3,3.5,1.9,1658.0,1686.0,2396.0,2339.0,
17,18,75.0,24.0,20.0,2203.5,3390.0,,,5.0,0.0,2.3,0.7,7.9,0.0,3.6,0.5,2032.0,2048.0,2763.0,2728.0,
18,15,75.0,24.0,20.0,1356.0,2542.5,,,0.0,3.8,2.9,1.3,0.0,7.4,3.5,1.2,1467.0,1438.0,2154.0,2151.0,
19,15,80.0,24.0,10.0,1356.0,2542.5,,,2.0,1.1,0.8,0.0,2.9,2.1,1.1,0.0,1549.0,1547.0,2254.0,2296.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,9.0,661.0,685.0,
21,30,56.0,8.0,20.0,2203.5,3390.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,2621.0,2618.0,3346.0,3344.0,
22,28,52.0,24.0,20.0,0.0,2034.0,,,0.0,4.3,2.5,1.2,0.0,7.4,4.2,0.3,5.0,12.0,675.0,716.0,
23,14,66.0,16.0,10.0,1356.0,2542.5,,,2.4,1.6,0.0,0.0,3.5,2.5,0.0,0.0,1359.0,1348.0,2070.0,2068.0,
24,25,50.0,16.0,10.0,0.0,2034.0,,,0.0,2.2,1.8,0.0,0.0,3.7,2.3,0.0,1.0,15.0,684.0,706.0,
25,22,66.0,32.0,40.0,2203.5,3390.0,,,6.3,4.9,3.1,1.7,9.8,7.7,4.9,1.7,2254.0,2209.0,2954.0,2910.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,,,,,
