CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,24.0,20.0,96.0,180.0,,,5.6,0.0,1.6,0.8,7.9,0.0,2.7,1.4,118.0,121.0,191.0,192.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,7.9,0.0,4.1,0.0,12.0,0.0,6.0,0.0,29.0,25.0,97.0,98.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,96.0,97.0,148.0,147.0,
4,20,80.0,24.0,40.0,96.0,180.0,,,7.9,6.3,0.0,1.8,12.6,10.9,0.0,0.5,59.0,68.0,204.0,194.0,
5,20,85.0,32.0,20.0,0.0,144.0,,,3.2,2.1,1.8,0.9,5.8,4.1,1.9,0.2,37.0,38.0,119.0,117.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,0.0,4.4,3.6,0.0,0.0,8.3,3.7,0.0,54.0,48.0,170.0,166.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,5.3,0.0,2.7,0.0,8.2,0.0,3.8,0.0,68.0,64.0,118.0,121.0,
8,15,80.0,32.0,10.0,0.0,144.0,,,1.5,1.3,0.9,0.3,2.9,1.5,1.4,0.2,53.0,54.0,156.0,157.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,7.5,0.0,0.0,0.5,9.8,0.0,0.0,2.2,47.0,50.0,161.0,162.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,0.0,8.7,0.0,3.3,0.0,13.9,0.0,4.1,81.0,87.0,180.0,178.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,0.0,9.4,6.6,0.0,0.0,16.1,7.9,0.0,25.0,26.0,156.0,161.0,
12,8,45.0,32.0,20.0,0.0,144.0,,,3.5,2.6,1.4,0.6,5.1,3.3,2.4,1.2,49.0,44.0,113.0,108.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.9,0.0,1.1,0.0,3.8,0.0,2.2,0.0,54.0,57.0,200.0,200.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,3.7,0.0,0.0,0.3,4.7,0.0,0.0,1.3,30.0,27.0,122.0,118.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,0.0,7.1,0.0,0.9,0.0,9.1,0.0,2.9,29.0,29.0,167.0,166.0,
16,0,40.0,24.0,20.0,0.0,144.0,,,0.0,3.7,3.0,1.3,0.0,7.1,4.4,0.6,56.0,56.0,118.0,119.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,60.0,56.0,189.0,190.0,
18,44,5.0,24.0,20.0,0.0,144.0,,,0.0,4.4,2.8,0.7,0.0,6.6,4.0,1.5,74.0,78.0,128.0,125.0,
19,42,10.0,32.0,40.0,0.0,144.0,,,7.6,4.9,2.4,1.1,10.3,8.6,4.5,0.6,53.0,52.0,118.0,115.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,0.0,3.6,0.0,0.4,0.0,4.5,0.0,1.5,105.0,110.0,163.0,167.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,3.9,0.0,0.0,0.1,5.3,0.0,0.0,0.7,51.0,47.0,113.0,112.0,
22,40,15.0,32.0,40.0,0.0,144.0,,,6.3,5.7,2.1,1.9,9.8,7.6,3.7,2.8,48.0,52.0,167.0,163.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,0.0,7.6,4.4,0.0,0.0,10.8,7.2,0.0,42.0,38.0,168.0,172.0,
24,38,15.0,32.0,10.0,96.0,180.0,,,1.8,1.2,0.9,0.1,2.8,2.2,0.9,0.2,128.0,122.0,197.0,198.0,
25,35,5.0,16.0,20.0,0.0,144.0,,,0.0,5.5,2.5,0.0,0.0,7.5,4.5,0.0,52.0,43.0,186.0,190.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
