CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,624.0,960.0,,,0.0,20.0,667.0,795.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,30.0,0.0,141.0,273.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,10.0,0.0,459.0,597.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,40.0,637.0,771.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,67.0,194.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,12.5,7.5,379.0,518.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,14.9,5.1,289.0,420.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,359.0,495.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,12.9,7.1,369.0,494.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,30.0,516.0,644.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,40.0,188.0,320.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,12.0,8.0,217.0,346.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,5.7,4.3,642.0,773.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,10.0,0.0,26.0,156.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,12.6,7.4,174.0,297.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,251.0,376.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,0.0,20.0,697.0,835.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,0.0,20.0,328.0,465.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,21.2,18.8,244.0,385.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,5.8,4.2,526.0,668.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,10.0,0.0,205.0,337.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,40.0,0.0,370.0,499.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,30.0,0.0,189.0,331.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,5.9,4.1,680.0,809.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,20.0,0.0,772.0,905.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,20.9,9.1,520.0,651.0,
27,95,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,136.0,278.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,6.4,3.6,149.0,274.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,6.5,3.5,186.0,318.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,10.0,0.0,241.0,373.0,
31,88,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,156.0,293.0,
32,87,30.0,8.0,10.0,624.0,960.0,,,0.0,10.0,615.0,749.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,10.0,0.0,70.0,204.0,
34,85,35.0,8.0,30.0,384.0,720.0,,,0.0,30.0,475.0,609.0,
35,67,85.0,16.0,20.0,624.0,960.0,,,14.7,5.3,650.0,783.0,
36,65,85.0,8.0,40.0,0.0,576.0,,,40.0,0.0,34.0,174.0,
37,65,82.0,8.0,10.0,384.0,720.0,,,10.0,0.0,550.0,679.0,
38,62,80.0,16.0,30.0,0.0,576.0,,,18.3,11.7,274.0,403.0,
39,60,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,62.0,195.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,18.4,11.6,324.0,459.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,12.9,7.1,365.0,500.0,
42,55,80.0,8.0,10.0,0.0,576.0,,,10.0,0.0,23.0,157.0,
43,55,85.0,8.0,20.0,384.0,720.0,,,20.0,0.0,562.0,706.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,10.0,0.0,213.0,343.0,
45,20,82.0,16.0,10.0,0.0,576.0,,,6.4,3.6,37.0,167.0,
46,18,80.0,8.0,10.0,384.0,720.0,,,0.0,10.0,488.0,614.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,0.0,10.0,105.0,232.0,
48,42,5.0,8.0,10.0,624.0,960.0,,,10.0,0.0,726.0,864.0,
49,42,12.0,16.0,10.0,0.0,576.0,,,6.1,3.9,436.0,570.0,
50,72,35.0,8.0,30.0,384.0,720.0,,,0.0,30.0,503.0,630.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
