CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,32.0,10.0,149.5,230.0,,,1.6,1.1,1.0,0.2,2.9,2.1,0.8,0.3,151.0,148.0,182.0,182.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,0.0,0.0,2.8,0.0,0.0,0.0,4.2,37.0,37.0,72.0,71.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,0.0,0.0,0.0,5.2,0.0,0.0,0.0,7.8,105.0,106.0,136.0,136.0,
4,55,20.0,32.0,19.0,92.0,172.5,,,3.3,2.4,1.4,0.4,5.1,3.6,1.8,0.9,139.0,139.0,172.0,171.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,0.0,8.3,0.0,2.1,0.0,13.5,0.0,2.1,23.0,23.0,55.0,55.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.8,0.4,0.0,0.0,1.1,0.7,0.0,0.0,87.0,86.0,121.0,122.0,
7,20,50.0,24.0,5.0,0.0,138.0,,,0.9,0.7,0.5,0.0,1.4,0.9,0.7,0.0,68.0,69.0,102.0,101.0,
8,10,43.0,24.0,9.0,0.0,138.0,,,0.0,2.0,1.4,0.1,0.0,2.8,2.0,0.6,83.0,82.0,115.0,118.0,
9,55,60.0,32.0,16.0,0.0,138.0,,,2.7,2.2,1.4,0.1,4.3,2.9,1.8,0.7,85.0,85.0,119.0,117.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,0.0,0.0,5.0,1.4,0.0,0.0,6.3,3.3,113.0,112.0,145.0,146.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,0.0,0.0,0.0,4.8,0.0,0.0,0.0,7.2,56.0,57.0,87.0,88.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,0.0,7.6,0.0,0.0,0.0,11.4,0.0,50.0,51.0,84.0,86.0,
13,30,25.0,16.0,23.0,149.5,230.0,,,7.6,0.0,0.0,1.6,12.5,0.0,0.0,1.3,148.0,149.0,182.0,179.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,0.0,0.0,5.3,2.7,0.0,0.0,7.8,4.2,30.0,30.0,64.0,63.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,3.2,0.0,0.0,0.0,4.8,0.0,0.0,0.0,51.0,48.0,84.0,81.0,
16,10,20.0,32.0,19.0,0.0,138.0,,,3.0,2.4,1.5,0.7,5.4,3.6,1.5,0.9,64.0,63.0,98.0,96.0,
17,5,30.0,24.0,2.0,149.5,230.0,,,0.4,0.3,0.0,0.1,0.7,0.5,0.0,0.1,145.0,144.0,180.0,178.0,
18,20,40.0,24.0,12.0,0.0,138.0,,,2.6,1.7,0.0,0.5,4.1,2.7,0.0,0.5,76.0,75.0,109.0,110.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,6.8,0.0,0.0,0.0,10.2,0.0,0.0,0.0,66.0,65.0,98.0,97.0,
20,45,65.0,32.0,9.0,92.0,172.5,,,1.5,1.0,1.0,0.2,2.4,1.7,0.9,0.4,115.0,114.0,149.0,147.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,3.0,0.0,1.4,0.0,4.8,0.0,1.8,0.0,51.0,49.0,82.0,85.0,
22,45,10.0,24.0,18.0,0.0,138.0,,,4.3,2.7,0.0,0.2,5.9,4.3,0.0,0.6,86.0,86.0,119.0,118.0,
23,55,5.0,24.0,29.0,0.0,138.0,,,6.1,4.5,0.0,1.0,9.1,7.2,0.0,1.1,57.0,58.0,91.0,91.0,
24,65,35.0,32.0,3.0,92.0,172.5,,,0.5,0.4,0.2,0.1,0.8,0.7,0.3,0.0,141.0,140.0,175.0,173.0,
25,65,20.0,16.0,6.0,149.5,230.0,,,1.6,0.0,0.8,0.0,2.9,0.0,0.7,0.0,156.0,154.0,188.0,186.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
