CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,624.0,960.0,,,3.7,2.3,1.1,0.8,4.4,3.9,2.4,1.3,613.0,610.0,869.0,856.0,
2,22,75.0,32.0,30.0,0.0,576.0,,,5.8,3.3,1.6,1.3,7.7,5.6,4.2,0.4,72.0,69.0,347.0,348.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,0.0,2.5,1.5,0.0,0.0,3.6,2.4,0.0,392.0,409.0,667.0,663.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,580.0,569.0,840.0,832.0,
5,20,85.0,32.0,20.0,0.0,576.0,,,3.7,3.1,1.1,0.1,5.2,3.7,2.4,0.8,33.0,17.0,293.0,286.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,318.0,317.0,575.0,590.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,5.9,0.0,2.1,0.0,8.4,0.0,3.6,0.0,227.0,222.0,494.0,485.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,293.0,285.0,559.0,560.0,
9,10,35.0,24.0,20.0,0.0,576.0,,,5.2,0.0,2.1,0.7,8.0,0.0,3.3,0.7,292.0,290.0,552.0,575.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,457.0,438.0,709.0,717.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,0.0,0.0,12.4,3.6,0.0,0.0,21.3,2.7,111.0,129.0,389.0,379.0,
12,8,45.0,32.0,20.0,0.0,576.0,,,3.1,2.7,1.3,0.9,5.3,3.5,2.3,0.9,163.0,163.0,413.0,427.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,572.0,585.0,854.0,838.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,22.0,30.0,294.0,287.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,0.0,7.1,0.0,0.9,0.0,9.1,0.0,2.9,96.0,95.0,364.0,376.0,
