CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,92.0,172.5,,,0.0,10.0,70.0,210.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,4.5,2.5,10.0,154.0,
3,55,45.0,8.0,13.0,92.0,172.5,,,0.0,13.0,75.0,167.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,0.0,19.0,61.0,195.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,15.4,10.6,13.0,175.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,3.0,0.0,39.0,165.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,5.0,26.0,137.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,5.7,3.3,47.0,158.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,10.5,5.5,42.0,166.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,11.6,4.4,77.0,178.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,12.0,0.0,25.0,153.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,10.6,8.4,12.0,133.0,
13,30,25.0,16.0,23.0,92.0,172.5,,,15.1,7.9,77.0,216.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,0.0,20.0,29.0,194.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,0.0,8.0,24.0,155.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,19.0,0.0,22.0,141.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,1.3,0.7,59.0,198.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,0.0,12.0,44.0,144.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,0.0,17.0,20.0,156.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,9.0,0.0,76.0,186.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,6.2,4.8,8.0,147.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,18.0,0.0,46.0,154.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,19.6,9.4,34.0,160.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,2.0,1.0,48.0,202.0,
25,65,20.0,16.0,6.0,0.0,138.0,,,3.5,2.5,48.0,194.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
