CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,384.0,720.0,,,4.6,3.4,6.6,5.4,401.0,389.0,927.0,947.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,7.7,4.3,11.3,6.7,19.0,27.0,512.0,526.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,0.0,4.0,0.0,6.0,261.0,275.0,799.0,801.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,16.0,0.0,24.0,673.0,668.0,738.0,738.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,5.3,2.7,6.6,5.4,21.0,23.0,522.0,556.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,5.0,3.0,7.3,4.7,388.0,392.0,510.0,505.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,111.0,76.0,625.0,617.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,394.0,391.0,463.0,461.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,401.0,397.0,461.0,467.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,12.0,0.0,18.0,532.0,533.0,628.0,622.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,9.8,6.2,14.9,9.1,219.0,224.0,287.0,291.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,5.7,2.3,8.0,4.0,39.0,4.0,523.0,525.0,
13,5,35.0,8.0,10.0,624.0,960.0,,,4.0,0.0,6.0,0.0,677.0,683.0,744.0,746.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,29.0,12.0,385.0,390.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,204.0,204.0,264.0,266.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,198.0,188.0,425.0,425.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,698.0,686.0,834.0,832.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.4,2.6,8.2,3.8,290.0,290.0,490.0,491.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,16.0,0.0,24.0,0.0,184.0,191.0,431.0,438.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,2.5,1.5,3.6,2.4,491.0,484.0,701.0,715.0,
21,40,5.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,10.0,37.0,567.0,527.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,10.0,6.0,15.7,8.3,372.0,378.0,492.0,492.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,7.9,4.1,10.8,7.2,229.0,229.0,293.0,293.0,
24,38,15.0,8.0,10.0,624.0,960.0,,,0.0,4.0,0.0,6.0,583.0,587.0,874.0,881.0,
25,35,5.0,16.0,20.0,624.0,960.0,,,5.4,2.6,8.1,3.9,821.0,817.0,883.0,887.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,6.7,5.3,10.2,7.8,341.0,327.0,842.0,867.0,
