CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,0.0,144.0,,,3.2,2.7,1.6,0.5,4.5,4.3,2.1,1.2,36.0,42.0,193.0,201.0,
2,22,75.0,24.0,30.0,0.0,144.0,,,5.7,3.3,3.0,0.0,7.8,5.8,4.4,0.0,17.0,27.0,179.0,169.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,90.0,93.0,155.0,153.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,57.0,60.0,200.0,205.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,0.0,0.0,6.1,1.9,0.0,0.0,9.2,2.8,37.0,30.0,189.0,190.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,0.0,0.0,7.4,0.6,0.0,0.0,9.3,2.7,55.0,52.0,166.0,159.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,52.0,51.0,134.0,135.0,
8,15,80.0,24.0,10.0,0.0,144.0,,,2.6,0.0,1.0,0.5,4.1,0.0,1.3,0.7,66.0,65.0,145.0,145.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,0.0,5.1,2.9,0.0,0.0,7.5,4.5,0.0,52.0,48.0,157.0,163.0,
10,10,40.0,32.0,30.0,96.0,180.0,,,5.6,4.6,1.7,0.2,7.7,6.2,3.7,0.3,100.0,104.0,164.0,163.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,27.0,32.0,162.0,158.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,0.0,6.7,0.0,1.3,0.0,9.5,0.0,2.5,27.0,26.0,154.0,155.0,
13,5,35.0,16.0,10.0,0.0,144.0,,,2.3,1.7,0.0,0.0,3.2,2.8,0.0,0.0,53.0,48.0,193.0,204.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,2.5,0.0,1.5,0.0,4.2,0.0,1.8,0.0,32.0,20.0,198.0,199.0,
15,2,40.0,24.0,20.0,0.0,144.0,,,4.6,2.7,0.0,0.7,6.7,4.5,0.0,0.8,36.0,37.0,174.0,166.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,40.0,40.0,143.0,148.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,48.0,45.0,191.0,202.0,
18,44,5.0,32.0,20.0,0.0,144.0,,,3.8,2.6,1.4,0.3,5.7,3.5,2.3,0.6,70.0,69.0,135.0,135.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,35.0,29.0,157.0,154.0,
20,42,15.0,24.0,10.0,96.0,180.0,,,2.2,0.0,1.4,0.4,3.6,0.0,1.5,0.9,88.0,92.0,187.0,187.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,0.0,2.7,1.3,0.0,0.0,3.9,2.1,0.0,35.0,37.0,172.0,162.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,0.0,0.0,10.5,5.5,0.0,0.0,15.7,8.3,62.0,57.0,149.0,152.0,
23,38,5.0,32.0,30.0,0.0,144.0,,,4.9,3.6,2.6,0.9,8.5,5.6,3.2,0.7,36.0,38.0,171.0,167.0,
24,38,15.0,32.0,10.0,0.0,144.0,,,1.7,1.2,0.8,0.2,2.7,1.7,1.1,0.5,37.0,44.0,201.0,205.0,
25,35,5.0,32.0,20.0,0.0,144.0,,,3.6,2.4,1.8,0.1,4.8,4.0,2.8,0.4,43.0,34.0,195.0,194.0,
26,95,30.0,24.0,30.0,96.0,180.0,,,7.1,0.0,3.2,1.7,12.6,0.0,4.1,1.3,84.0,86.0,170.0,174.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,50.0,48.0,172.0,175.0,
28,92,30.0,16.0,10.0,0.0,144.0,,,3.3,0.0,0.0,0.7,5.2,0.0,0.0,0.8,47.0,45.0,182.0,184.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,0.0,0.0,2.9,1.1,0.0,0.0,3.8,2.2,47.0,40.0,177.0,186.0,
30,88,30.0,24.0,10.0,0.0,144.0,,,2.6,0.0,1.3,0.2,3.9,0.0,1.9,0.2,48.0,49.0,153.0,156.0,
31,88,35.0,16.0,20.0,0.0,144.0,,,0.0,6.4,0.0,1.6,0.0,10.1,0.0,1.9,46.0,40.0,176.0,180.0,
32,87,30.0,16.0,10.0,0.0,144.0,,,0.0,2.7,1.3,0.0,0.0,3.4,2.6,0.0,49.0,60.0,181.0,182.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,0.0,2.7,1.3,0.0,0.0,4.1,1.9,0.0,43.0,39.0,180.0,185.0,
34,85,35.0,24.0,30.0,96.0,180.0,,,0.0,6.2,3.6,2.2,0.0,9.5,5.3,3.3,76.0,82.0,176.0,176.0,
35,67,85.0,24.0,20.0,0.0,144.0,,,4.1,2.6,1.3,0.0,5.8,4.2,2.1,0.0,44.0,49.0,192.0,187.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,35.0,29.0,200.0,192.0,
37,65,82.0,24.0,10.0,96.0,180.0,,,2.2,1.2,0.0,0.6,3.4,1.9,0.0,0.7,88.0,87.0,188.0,187.0,
38,62,80.0,24.0,30.0,0.0,144.0,,,0.0,6.7,4.5,0.8,0.0,11.3,4.6,2.2,38.0,31.0,143.0,149.0,
39,60,80.0,8.0,10.0,0.0,144.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,28.0,26.0,206.0,206.0,
40,60,85.0,16.0,30.0,0.0,144.0,,,0.0,7.8,4.2,0.0,0.0,10.3,7.7,0.0,55.0,59.0,140.0,138.0,
41,58,75.0,24.0,20.0,0.0,144.0,,,4.4,2.6,0.0,1.0,7.0,4.6,0.0,0.4,44.0,47.0,172.0,165.0,
42,55,80.0,16.0,10.0,0.0,144.0,,,2.2,1.8,0.0,0.0,3.5,2.5,0.0,0.0,19.0,31.0,190.0,192.0,
43,55,85.0,24.0,20.0,96.0,180.0,,,4.7,0.0,2.6,0.7,7.5,0.0,3.9,0.6,94.0,99.0,187.0,191.0,
44,55,82.0,16.0,10.0,0.0,144.0,,,3.0,0.0,1.0,0.0,4.5,0.0,1.5,0.0,35.0,32.0,149.0,144.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,26.0,29.0,195.0,194.0,
