CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,96.0,180.0,,,4.9,3.1,0.0,0.0,7.4,4.6,0.0,0.0,71.0,66.0,197.0,194.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,0.0,0.0,6.3,5.7,0.0,0.0,13.6,4.4,18.0,21.0,156.0,160.0,
3,22,85.0,24.0,10.0,96.0,180.0,,,2.0,1.4,0.5,0.0,2.9,1.8,1.3,0.0,61.0,53.0,185.0,184.0,
4,20,80.0,24.0,40.0,96.0,180.0,,,8.7,5.7,0.0,1.6,11.9,9.2,0.0,2.9,150.0,151.0,162.0,162.0,
5,20,85.0,32.0,20.0,0.0,144.0,,,3.0,2.5,1.6,0.8,5.1,3.4,2.6,0.9,31.0,34.0,161.0,161.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,5.8,0.0,2.2,0.0,8.6,0.0,3.4,0.0,95.0,96.0,124.0,125.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,6.8,0.0,0.0,1.2,9.7,0.0,0.0,2.3,23.0,26.0,160.0,164.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,0.0,0.0,3.1,0.9,0.0,0.0,4.3,1.7,101.0,101.0,112.0,111.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,0.0,5.4,2.6,0.0,0.0,6.6,5.4,0.0,100.0,101.0,112.0,111.0,
10,10,40.0,8.0,30.0,0.0,144.0,,,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,120.0,123.0,145.0,145.0,
11,8,40.0,24.0,40.0,0.0,144.0,,,7.7,5.4,3.0,0.0,11.8,7.3,4.9,0.0,69.0,69.0,79.0,79.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,0.0,6.7,0.0,1.3,0.0,10.0,0.0,2.0,24.0,30.0,155.0,161.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,3.3,0.0,0.0,0.7,4.8,0.0,0.0,1.2,151.0,152.0,162.0,162.0,
14,5,45.0,24.0,10.0,0.0,144.0,,,2.6,0.0,1.3,0.2,3.8,0.0,1.9,0.3,29.0,26.0,118.0,117.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,68.0,67.0,78.0,78.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,4.8,3.2,0.0,0.0,6.9,5.1,0.0,0.0,58.0,56.0,114.0,114.0,
17,0,45.0,32.0,20.0,96.0,180.0,,,3.8,2.2,1.6,0.4,5.1,4.4,2.2,0.3,147.0,143.0,182.0,181.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,75.0,78.0,124.0,128.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,57.0,54.0,118.0,117.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,110.0,110.0,164.0,164.0,
21,40,5.0,24.0,10.0,0.0,144.0,,,2.4,0.0,0.9,0.7,3.7,0.0,1.6,0.7,40.0,41.0,168.0,176.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,0.0,13.2,0.0,2.8,0.0,18.5,0.0,5.5,92.0,91.0,121.0,119.0,
