CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,0.0,0.0,3.3,0.7,0.0,0.0,3.7,2.3,847.0,839.0,1035.0,1044.0,
2,45,70.0,32.0,30.0,494.4,927.0,,,5.0,4.1,2.5,0.5,7.8,6.0,3.8,0.5,756.0,746.0,955.0,944.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,12.0,205.0,209.0,
4,42,68.0,24.0,10.0,494.4,927.0,,,1.7,1.4,0.8,0.0,3.0,2.1,0.9,0.0,656.0,655.0,855.0,853.0,
5,42,65.0,32.0,10.0,0.0,741.6,,,1.7,1.2,0.7,0.3,2.8,2.2,0.7,0.3,14.0,14.0,204.0,201.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,572.0,558.0,765.0,762.0,
7,40,66.0,32.0,20.0,0.0,741.6,,,3.2,2.3,1.7,0.8,5.1,4.0,2.6,0.4,99.0,101.0,301.0,298.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,182.0,187.0,398.0,390.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,474.0,462.0,666.0,677.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,2.7,0.0,1.3,0.0,4.6,0.0,1.4,0.0,287.0,285.0,479.0,480.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,372.0,377.0,571.0,583.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,581.0,596.0,786.0,780.0,
13,22,75.0,24.0,30.0,0.0,741.6,,,7.5,0.0,3.1,1.5,11.6,0.0,5.4,1.0,21.0,15.0,219.0,220.0,
14,22,85.0,24.0,10.0,0.0,741.6,,,1.8,1.4,0.8,0.0,2.9,2.1,1.0,0.0,502.0,490.0,688.0,687.0,
15,20,80.0,32.0,40.0,0.0,741.6,,,6.4,5.1,3.0,1.5,9.0,7.6,4.8,2.6,314.0,306.0,508.0,505.0,
16,20,85.0,32.0,40.0,0.0,741.6,,,7.2,4.7,2.7,1.4,10.3,7.1,5.5,1.2,401.0,405.0,597.0,609.0,
17,18,75.0,24.0,20.0,0.0,741.6,,,4.9,0.0,2.1,1.0,7.2,0.0,3.3,1.5,18.0,31.0,214.0,222.0,
18,15,75.0,32.0,20.0,0.0,741.6,,,3.6,2.4,1.2,0.8,4.5,3.8,2.8,0.9,120.0,113.0,323.0,315.0,
19,15,80.0,32.0,10.0,0.0,741.6,,,1.7,1.2,0.7,0.5,2.8,1.8,1.2,0.2,207.0,206.0,408.0,411.0,
20,30,50.0,32.0,10.0,0.0,741.6,,,1.8,1.4,0.6,0.3,2.4,1.9,1.1,0.5,4.0,1.0,194.0,195.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,845.0,835.0,1032.0,1033.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,748.0,757.0,949.0,949.0,
23,28,55.0,24.0,10.0,494.4,927.0,,,3.0,0.0,0.9,0.2,3.8,0.0,1.6,0.6,663.0,656.0,853.0,855.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,12.0,9.0,195.0,205.0,
25,25,52.0,32.0,40.0,0.0,741.6,,,6.4,5.1,2.7,1.8,11.4,6.3,3.7,2.6,104.0,92.0,299.0,290.0,
26,25,55.0,8.0,10.0,494.4,927.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,562.0,557.0,761.0,767.0,
27,23,52.0,16.0,10.0,0.0,741.6,,,0.0,0.0,3.2,0.8,0.0,0.0,5.0,1.0,194.0,184.0,393.0,393.0,
28,23,55.0,32.0,20.0,0.0,741.6,,,3.6,2.1,1.6,0.7,5.3,4.0,2.2,0.4,470.0,478.0,673.0,661.0,
29,20,50.0,24.0,10.0,0.0,741.6,,,2.2,1.5,0.0,0.4,3.2,2.1,0.0,0.7,274.0,290.0,488.0,485.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,2.5,1.5,0.0,0.0,3.5,2.5,0.0,0.0,377.0,370.0,568.0,573.0,
31,10,35.0,24.0,20.0,0.0,741.6,,,4.0,3.0,0.0,1.0,5.9,4.6,0.0,1.5,115.0,126.0,309.0,315.0,
32,10,40.0,32.0,30.0,0.0,741.6,,,5.5,3.1,2.6,0.8,9.1,5.7,2.7,0.5,30.0,15.0,223.0,216.0,
33,8,40.0,8.0,40.0,0.0,741.6,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,23.0,217.0,224.0,
34,8,45.0,16.0,20.0,494.4,927.0,,,6.9,0.0,0.0,1.1,10.3,0.0,0.0,1.7,693.0,694.0,877.0,875.0,
35,5,35.0,24.0,10.0,0.0,741.6,,,2.1,1.6,0.0,0.3,3.1,2.5,0.0,0.4,206.0,211.0,410.0,411.0,
36,5,45.0,16.0,10.0,494.4,927.0,,,0.0,3.6,0.0,0.4,0.0,4.9,0.0,1.1,588.0,584.0,795.0,785.0,
37,2,40.0,32.0,20.0,0.0,741.6,,,3.8,2.2,1.2,0.8,5.6,3.0,2.3,1.1,319.0,310.0,501.0,509.0,
38,0,40.0,16.0,30.0,0.0,741.6,,,0.0,8.2,3.8,0.0,0.0,9.4,8.6,0.0,404.0,403.0,591.0,600.0,
39,0,45.0,24.0,20.0,0.0,741.6,,,4.0,2.7,1.3,0.0,6.1,3.6,2.3,0.0,505.0,503.0,694.0,698.0,
40,35,30.0,32.0,10.0,0.0,741.6,,,1.9,1.3,0.7,0.1,2.5,1.6,1.4,0.5,191.0,195.0,389.0,393.0,
41,35,32.0,32.0,10.0,0.0,741.6,,,1.9,1.2,0.6,0.2,2.9,1.5,1.2,0.4,110.0,108.0,303.0,304.0,
42,33,32.0,24.0,20.0,0.0,741.6,,,4.1,2.9,0.0,1.0,7.0,4.5,0.0,0.5,19.0,8.0,200.0,208.0,
43,33,35.0,32.0,10.0,0.0,741.6,,,1.8,1.3,0.7,0.1,2.7,1.9,0.9,0.5,14.0,10.0,210.0,214.0,
44,32,30.0,32.0,10.0,0.0,741.6,,,1.8,1.2,0.7,0.3,3.2,1.8,0.9,0.2,291.0,290.0,477.0,485.0,
45,30,30.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,481.0,466.0,671.0,679.0,
46,30,32.0,32.0,30.0,0.0,741.6,,,4.7,3.6,2.5,1.2,8.1,5.6,4.0,0.4,387.0,389.0,578.0,581.0,
47,30,35.0,24.0,10.0,803.4,1236.0,,,2.0,1.3,0.7,0.0,2.9,2.0,1.1,0.0,937.0,929.0,1137.0,1131.0,
48,28,30.0,32.0,10.0,494.4,927.0,,,1.9,1.3,0.6,0.2,2.3,1.6,1.5,0.6,570.0,564.0,765.0,757.0,
49,28,35.0,8.0,10.0,803.4,1236.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,937.0,934.0,1138.0,1135.0,
50,26,32.0,16.0,10.0,494.4,927.0,,,2.2,1.8,0.0,0.0,3.4,2.6,0.0,0.0,752.0,746.0,950.0,942.0,
