CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,96.0,180.0,,,13.5,6.5,144.0,177.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,17.5,12.5,48.0,81.0,
3,22,85.0,8.0,10.0,0.0,144.0,,,0.0,10.0,109.0,141.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,40.0,140.0,174.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,12.4,7.6,38.0,73.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,11.5,8.5,94.0,125.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,12.5,7.5,76.0,111.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,88.0,122.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,14.5,5.5,91.0,122.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,30.0,118.0,149.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,40.0,0.0,57.0,91.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,0.0,20.0,62.0,94.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,5.8,4.2,139.0,175.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,0.0,10.0,33.0,65.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,12.7,7.3,55.0,89.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,12.4,7.6,71.0,103.0,
17,0,45.0,16.0,20.0,96.0,180.0,,,10.6,9.4,148.0,179.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,12.0,8.0,85.0,120.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,26.6,13.4,69.0,105.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,5.7,4.3,120.0,153.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,0.0,10.0,64.0,97.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,40.0,0.0,92.0,124.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,18.9,11.1,63.0,95.0,
24,38,15.0,8.0,10.0,96.0,180.0,,,10.0,0.0,147.0,181.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,0.0,20.0,152.0,184.0,
26,95,30.0,8.0,30.0,96.0,180.0,,,30.0,0.0,114.0,146.0,
27,95,35.0,16.0,20.0,0.0,144.0,,,14.3,5.7,59.0,92.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,10.0,0.0,61.0,92.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,5.5,4.5,64.0,97.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,6.9,3.1,71.0,106.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,60.0,91.0,
32,87,30.0,16.0,10.0,96.0,180.0,,,6.5,3.5,129.0,161.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,6.4,3.6,51.0,82.0,
34,85,35.0,16.0,30.0,0.0,144.0,,,18.1,11.9,111.0,141.0,
35,67,85.0,16.0,20.0,96.0,180.0,,,13.1,6.9,136.0,169.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,0.0,40.0,40.0,74.0,
37,65,82.0,16.0,10.0,96.0,180.0,,,6.1,3.9,121.0,157.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,18.6,11.4,74.0,105.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,7.1,2.9,36.0,69.0,
40,60,85.0,16.0,30.0,0.0,144.0,,,18.2,11.8,85.0,116.0,
41,58,75.0,8.0,20.0,0.0,144.0,,,20.0,0.0,92.0,124.0,
42,55,80.0,16.0,10.0,0.0,144.0,,,6.3,3.7,32.0,64.0,
43,55,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,126.0,161.0,
44,55,82.0,8.0,10.0,0.0,144.0,,,10.0,0.0,63.0,97.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,10.0,0.0,36.0,68.0,
46,18,80.0,16.0,10.0,0.0,144.0,,,6.8,3.2,110.0,143.0,
47,2,45.0,8.0,10.0,0.0,144.0,,,10.0,0.0,43.0,75.0,
48,42,5.0,8.0,10.0,96.0,180.0,,,10.0,0.0,151.0,182.0,
49,42,12.0,8.0,10.0,0.0,144.0,,,10.0,0.0,103.0,137.0,
50,72,35.0,16.0,30.0,96.0,180.0,,,18.6,11.4,113.0,149.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
