CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,0.0,144.0,,,12.9,7.1,36.0,195.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,20.1,9.9,18.0,177.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,10.0,0.0,93.0,156.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,40.0,65.0,203.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,12.8,7.2,38.0,200.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,56.0,166.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,14.3,5.7,53.0,138.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,6.9,3.1,64.0,145.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,57.0,162.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,18.4,11.6,100.0,162.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,22.6,17.4,31.0,152.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,10.7,9.3,29.0,152.0,
13,5,35.0,8.0,10.0,0.0,144.0,,,0.0,10.0,50.0,201.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,6.9,3.1,33.0,204.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,10.8,9.2,32.0,174.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,20.0,39.0,148.0,
17,0,45.0,8.0,20.0,0.0,144.0,,,20.0,0.0,44.0,196.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,20.0,0.0,71.0,135.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,27.5,12.5,32.0,150.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,10.0,0.0,86.0,185.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,6.0,4.0,37.0,170.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,40.0,0.0,58.0,151.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,30.0,0.0,43.0,173.0,
24,38,15.0,16.0,10.0,0.0,144.0,,,5.8,4.2,37.0,200.0,
25,35,5.0,16.0,20.0,0.0,144.0,,,11.6,8.4,31.0,196.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
