CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,6.6,3.4,8.0,217.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,7.0,0.0,3.0,215.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,7.7,5.3,42.0,199.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,0.0,19.0,134.0,170.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,26.0,0.0,3.0,212.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,1.9,1.1,75.0,131.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,2.8,2.2,16.0,171.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,5.3,3.7,87.0,114.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,9.8,6.2,87.0,117.0,
10,30,60.0,8.0,16.0,92.0,172.5,,,0.0,16.0,106.0,153.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,0.0,12.0,54.0,86.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,19.0,1.0,193.0,
13,30,25.0,16.0,23.0,149.5,230.0,,,15.7,7.3,143.0,180.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,12.9,7.1,29.0,195.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,8.0,0.0,48.0,84.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,19.0,0.0,21.0,144.0,
17,5,30.0,8.0,2.0,92.0,172.5,,,2.0,0.0,120.0,191.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,7.6,4.4,41.0,139.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,10.9,6.1,26.0,156.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,0.0,9.0,77.0,188.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,6.6,4.4,17.0,207.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,10.9,7.1,76.0,129.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,29.0,0.0,56.0,88.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,1.6,1.4,58.0,197.0,
25,65,20.0,16.0,6.0,149.5,230.0,,,4.0,2.0,153.0,189.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,0.0,17.0,48.0,218.0,
27,35,40.0,8.0,16.0,0.0,138.0,,,0.0,16.0,5.0,80.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,0.0,16.0,6.0,141.0,
29,64,42.0,16.0,9.0,0.0,138.0,,,5.3,3.7,17.0,155.0,
30,40,60.0,8.0,21.0,0.0,138.0,,,21.0,0.0,43.0,104.0,
31,31,52.0,8.0,27.0,0.0,138.0,,,0.0,27.0,12.0,202.0,
32,35,69.0,8.0,23.0,92.0,172.5,,,23.0,0.0,64.0,192.0,
33,53,52.0,16.0,11.0,0.0,138.0,,,6.4,4.6,20.0,98.0,
34,65,55.0,16.0,14.0,0.0,138.0,,,8.5,5.5,25.0,195.0,
35,63,65.0,8.0,8.0,92.0,172.5,,,8.0,0.0,111.0,181.0,
36,2,60.0,8.0,5.0,0.0,138.0,,,0.0,5.0,39.0,113.0,
37,20,20.0,16.0,8.0,0.0,138.0,,,5.9,2.1,35.0,207.0,
38,5,5.0,8.0,16.0,0.0,138.0,,,16.0,0.0,73.0,103.0,
39,60,12.0,8.0,31.0,0.0,138.0,,,0.0,31.0,33.0,117.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,5.2,3.8,61.0,116.0,
41,42,7.0,8.0,5.0,0.0,138.0,,,5.0,0.0,72.0,136.0,
42,24,12.0,16.0,5.0,0.0,138.0,,,3.2,1.8,21.0,94.0,
43,23,3.0,8.0,7.0,92.0,172.5,,,7.0,0.0,71.0,188.0,
44,11,14.0,16.0,18.0,0.0,138.0,,,10.9,7.1,58.0,88.0,
45,6,38.0,16.0,16.0,0.0,138.0,,,10.3,5.7,25.0,99.0,
46,2,48.0,16.0,1.0,92.0,172.5,,,0.7,0.3,55.0,186.0,
47,8,56.0,8.0,27.0,0.0,138.0,,,27.0,0.0,33.0,180.0,
48,13,52.0,8.0,36.0,0.0,138.0,,,0.0,36.0,15.0,198.0,
49,6,68.0,8.0,30.0,0.0,138.0,,,30.0,0.0,93.0,135.0,
50,47,47.0,16.0,13.0,0.0,138.0,,,9.3,3.7,30.0,219.0,
51,49,58.0,8.0,10.0,0.0,138.0,,,0.0,10.0,24.0,153.0,
52,27,43.0,8.0,9.0,0.0,138.0,,,9.0,0.0,1.0,213.0,
