CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.7,1.3,3.4,2.6,187.0,196.0,603.0,601.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,0.0,12.0,0.0,18.0,13.0,12.0,572.0,610.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,2.9,1.1,4.0,2.0,1003.0,1018.0,1472.0,1471.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1133.0,1136.0,1540.0,1560.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,3.9,2.1,8.0,0.0,402.0,402.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,4.7,3.3,7.3,4.7,307.0,316.0,840.0,871.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,5.2,2.8,7.8,4.2,933.0,955.0,1363.0,1348.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.5,2.5,8.1,3.9,2646.0,2609.0,3304.0,3325.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2373.0,2369.0,3029.0,2999.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2624.0,2587.0,3114.0,3161.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2581.0,2575.0,2964.0,2961.0,
12,25,85.0,16.0,20.0,1356.0,2542.5,,,5.4,2.6,8.3,3.7,1979.0,1955.0,2426.0,2433.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,6.7,5.3,10.4,7.6,2278.0,2277.0,2671.0,2661.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,2.6,1.4,3.5,2.5,1814.0,1819.0,2407.0,2395.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,2040.0,2038.0,2537.0,2556.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,1712.0,1734.0,2303.0,2304.0,
17,18,75.0,16.0,20.0,2203.5,3390.0,,,5.8,2.2,6.9,5.1,2129.0,2112.0,2645.0,2644.0,
18,15,75.0,16.0,20.0,1356.0,2542.5,,,4.6,3.4,7.4,4.6,1534.0,1507.0,2088.0,2121.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,6.0,0.0,1649.0,1686.0,2157.0,2159.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,3.6,2.4,1.0,5.0,654.0,666.0,
21,30,56.0,8.0,20.0,2203.5,3390.0,,,0.0,8.0,0.0,12.0,2657.0,2658.0,3313.0,3304.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,5.2,2.8,8.1,3.9,9.0,9.0,533.0,539.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,2.7,1.3,4.1,1.9,1507.0,1506.0,1960.0,1932.0,
24,25,50.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,3.5,2.5,0.0,6.0,370.0,375.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,10.2,5.8,14.1,9.9,2346.0,2349.0,2816.0,2788.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,
