CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,6.3,3.7,0.0,3321.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,21.0,9.0,0.0,3356.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,0.0,3302.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,6.6,3.4,1251.0,1429.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,6.8,3.2,0.0,3374.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,11.7,8.3,0.0,3325.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,11.6,8.4,0.0,3380.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,13.2,6.8,2873.0,3063.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2599.0,2765.0,
10,35,66.0,16.0,10.0,0.0,2034.0,,,5.8,4.2,0.0,3383.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2686.0,2871.0,
12,25,85.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,0.0,3390.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,16.8,13.2,2404.0,2566.0,
14,22,85.0,16.0,10.0,0.0,2034.0,,,6.1,3.9,0.0,3291.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,23.0,17.0,2208.0,2390.0,
16,20,85.0,16.0,40.0,0.0,2034.0,,,25.1,14.9,0.0,3260.0,
17,18,75.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,0.0,3313.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,0.0,3355.0,
19,15,80.0,16.0,10.0,0.0,2034.0,,,7.0,3.0,0.0,3380.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,0.0,3375.0,
21,30,56.0,16.0,20.0,0.0,2034.0,,,13.2,6.8,0.0,3389.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,0.0,3349.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,6.2,3.8,1628.0,1812.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,0.0,3311.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,28.1,11.9,2490.0,2674.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,
