CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,287.0,296.0,495.0,493.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,0.0,12.0,0.0,18.0,140.0,150.0,443.0,453.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1120.0,1129.0,1373.0,1355.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,4.4,1.6,1232.0,1246.0,1446.0,1435.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1.0,1.0,227.0,224.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,5.4,2.6,7.3,4.7,168.0,139.0,995.0,968.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,5.1,2.9,8.4,3.6,1059.0,1045.0,1257.0,1256.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.5,2.5,7.1,4.9,2011.0,1979.0,3294.0,3361.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,2.3,1.7,4.1,1.9,2051.0,1984.0,3362.0,3345.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2266.0,2272.0,3303.0,3296.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,2.8,1.2,4.1,1.9,2384.0,2416.0,3148.0,3152.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,12.0,0.0,1692.0,1719.0,2666.0,2670.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,7.7,4.3,10.7,7.3,2089.0,2073.0,2840.0,2901.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,2.1,1.9,4.0,2.0,1584.0,1542.0,2713.0,2675.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,16.0,0.0,24.0,0.0,1854.0,1842.0,2733.0,2812.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,1442.0,1484.0,2609.0,2562.0,
17,18,75.0,16.0,20.0,2203.5,3390.0,,,5.3,2.7,8.3,3.7,1878.0,1870.0,2951.0,2932.0,
18,15,75.0,16.0,20.0,1356.0,2542.5,,,5.6,2.4,6.8,5.2,1296.0,1255.0,2379.0,2429.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,6.0,0.0,1371.0,1385.0,2410.0,2429.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.6,1.4,4.3,1.7,1.0,6.0,978.0,1056.0,
21,30,56.0,8.0,20.0,2203.5,3390.0,,,8.0,0.0,12.0,0.0,2020.0,2030.0,3389.0,3371.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,10.0,12.0,816.0,791.0,
23,14,66.0,16.0,10.0,1356.0,2542.5,,,2.6,1.4,4.0,2.0,1252.0,1265.0,2204.0,2141.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,2.0,13.0,547.0,547.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,16.0,0.0,24.0,0.0,2141.0,2167.0,3023.0,3009.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,
