CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,843.0,1046.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,19.7,10.3,756.0,951.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,6.7,3.3,1.0,196.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,10.0,0.0,665.0,854.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,10.0,3.0,207.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,20.0,0.0,569.0,753.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,12.2,7.8,102.0,305.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,11.1,8.9,197.0,395.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,10.0,0.0,466.0,667.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,280.0,492.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.0,4.0,369.0,579.0,
12,25,85.0,16.0,20.0,494.4,927.0,,,11.0,9.0,591.0,792.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,20.0,10.0,29.0,210.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,10.0,0.0,488.0,695.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,40.0,0.0,301.0,515.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,0.0,40.0,405.0,610.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,12.3,7.7,23.0,221.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,12.2,7.8,115.0,322.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,7.0,3.0,207.0,409.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,6.8,3.2,9.0,198.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,13.6,6.4,842.0,1046.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,20.0,0.0,750.0,943.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,659.0,852.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,6.5,3.5,5.0,195.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,40.0,99.0,290.0,
26,25,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,558.0,755.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,10.0,0.0,188.0,380.0,
28,23,55.0,16.0,20.0,0.0,741.6,,,12.4,7.6,477.0,669.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,6.0,4.0,286.0,483.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,5.5,4.5,373.0,579.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,0.0,20.0,120.0,320.0,
32,10,40.0,8.0,30.0,0.0,741.6,,,30.0,0.0,27.0,224.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,27.5,12.5,28.0,231.0,
34,8,45.0,16.0,20.0,494.4,927.0,,,12.3,7.7,685.0,877.0,
35,5,35.0,8.0,10.0,0.0,741.6,,,10.0,0.0,210.0,416.0,
36,5,45.0,8.0,10.0,494.4,927.0,,,10.0,0.0,594.0,793.0,
37,2,40.0,16.0,20.0,0.0,741.6,,,10.1,9.9,302.0,501.0,
38,0,40.0,16.0,30.0,0.0,741.6,,,20.2,9.8,402.0,600.0,
39,0,45.0,8.0,20.0,0.0,741.6,,,0.0,20.0,504.0,687.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,194.0,393.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,0.0,10.0,111.0,304.0,
42,33,32.0,8.0,20.0,0.0,741.6,,,0.0,20.0,10.0,211.0,
43,33,35.0,16.0,10.0,0.0,741.6,,,6.4,3.6,2.0,212.0,
44,32,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,282.0,485.0,
45,30,30.0,16.0,10.0,0.0,741.6,,,6.7,3.3,477.0,675.0,
46,30,32.0,16.0,30.0,0.0,741.6,,,18.6,11.4,374.0,578.0,
47,30,35.0,16.0,10.0,803.4,1236.0,,,6.9,3.1,932.0,1134.0,
48,28,30.0,8.0,10.0,494.4,927.0,,,0.0,10.0,568.0,768.0,
49,28,35.0,8.0,10.0,803.4,1236.0,,,10.0,0.0,927.0,1141.0,
50,26,32.0,16.0,10.0,494.4,927.0,,,5.8,4.2,748.0,949.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
