CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,92.0,172.5,,,0.0,10.0,160.0,172.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,7.0,0.0,49.0,60.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,9.0,4.0,116.0,127.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,0.0,19.0,148.0,160.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,16.1,9.9,34.0,45.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,0.0,3.0,98.0,110.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,5.0,80.0,92.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,0.0,9.0,94.0,106.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,9.0,7.0,96.0,107.0,
10,30,60.0,8.0,16.0,0.0,138.0,,,0.0,16.0,123.0,135.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,12.0,0.0,67.0,77.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,19.0,0.0,62.0,74.0,
13,30,25.0,8.0,23.0,92.0,172.5,,,0.0,23.0,158.0,170.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,12.2,7.8,31.0,42.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,5.6,2.4,60.0,71.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,11.9,7.1,75.0,86.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,1.3,0.7,157.0,167.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,12.0,0.0,87.0,98.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,17.0,0.0,75.0,87.0,
20,45,65.0,8.0,9.0,0.0,138.0,,,9.0,0.0,125.0,136.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,6.7,4.3,61.0,72.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,13.2,4.8,97.0,108.0,
