CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,384.0,720.0,,,11.5,8.5,360.0,919.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,17.0,13.0,27.0,560.0,
3,22,85.0,16.0,10.0,384.0,720.0,,,6.1,3.9,348.0,730.0,
4,20,80.0,8.0,40.0,384.0,720.0,,,0.0,40.0,413.0,951.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,20.0,34.0,634.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,186.0,673.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,13.4,6.6,123.0,590.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,10.0,196.0,652.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,12.4,7.6,196.0,651.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,21.9,8.1,374.0,774.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,25.4,14.6,9.0,526.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,13.6,6.4,44.0,560.0,
13,5,35.0,16.0,10.0,384.0,720.0,,,5.6,4.4,392.0,933.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,10.0,0.0,28.0,703.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,14.1,5.9,0.0,572.0,
16,0,40.0,16.0,20.0,0.0,576.0,,,13.8,6.2,75.0,562.0,
17,0,45.0,16.0,20.0,384.0,720.0,,,12.9,7.1,368.0,950.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,11.3,8.7,205.0,576.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,40.0,0.0,67.0,543.0,
20,42,15.0,8.0,10.0,384.0,720.0,,,10.0,0.0,371.0,804.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,7.2,2.8,25.0,548.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,40.0,0.0,200.0,656.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,30.0,0.0,15.0,540.0,
24,38,15.0,16.0,10.0,384.0,720.0,,,5.4,4.6,375.0,951.0,
25,35,5.0,8.0,20.0,384.0,720.0,,,0.0,20.0,379.0,945.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,19.8,10.2,358.0,814.0,
27,95,35.0,8.0,20.0,0.0,576.0,,,0.0,20.0,27.0,627.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,6.0,4.0,23.0,618.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,5.1,4.9,37.0,566.0,
30,88,30.0,16.0,10.0,0.0,576.0,,,6.7,3.3,53.0,545.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,12.4,7.6,12.0,576.0,
32,87,30.0,8.0,10.0,384.0,720.0,,,10.0,0.0,384.0,899.0,
33,85,25.0,16.0,10.0,0.0,576.0,,,6.6,3.4,26.0,603.0,
34,85,35.0,16.0,30.0,384.0,720.0,,,21.0,9.0,321.0,779.0,
35,67,85.0,8.0,20.0,384.0,720.0,,,20.0,0.0,389.0,936.0,
36,65,85.0,16.0,40.0,0.0,576.0,,,23.1,16.9,21.0,630.0,
37,65,82.0,8.0,10.0,384.0,720.0,,,10.0,0.0,383.0,838.0,
38,62,80.0,8.0,30.0,0.0,576.0,,,30.0,0.0,93.0,605.0,
39,60,80.0,16.0,10.0,0.0,576.0,,,6.2,3.8,28.0,712.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,16.7,13.3,168.0,601.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,14.9,5.1,199.0,700.0,
42,55,80.0,8.0,10.0,0.0,576.0,,,10.0,0.0,33.0,581.0,
43,55,85.0,16.0,20.0,384.0,720.0,,,11.6,8.4,407.0,867.0,
44,55,82.0,16.0,10.0,0.0,576.0,,,5.7,4.3,24.0,546.0,
45,20,82.0,8.0,10.0,0.0,576.0,,,10.0,0.0,14.0,602.0,
46,18,80.0,16.0,10.0,384.0,720.0,,,7.2,2.8,270.0,805.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,10.0,0.0,28.0,635.0,
48,42,5.0,8.0,10.0,384.0,720.0,,,10.0,0.0,386.0,943.0,
49,42,12.0,16.0,10.0,384.0,720.0,,,5.9,4.1,324.0,680.0,
50,72,35.0,8.0,30.0,384.0,720.0,,,30.0,0.0,331.0,799.0,
51,55,20.0,16.0,19.0,0.0,576.0,,,12.2,6.8,122.0,611.0,
52,25,30.0,16.0,3.0,0.0,576.0,,,1.7,1.3,23.0,540.0,
53,20,50.0,8.0,5.0,0.0,576.0,,,5.0,0.0,202.0,665.0,
54,55,60.0,8.0,16.0,384.0,720.0,,,0.0,16.0,441.0,887.0,
