CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,650.0,1000.0,,,0.0,10.0,614.0,932.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,7.0,0.0,46.0,374.0,
3,55,45.0,16.0,13.0,400.0,750.0,,,8.1,4.9,489.0,616.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,11.7,7.3,423.0,974.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,16.0,10.0,16.0,405.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,3.0,0.0,247.0,700.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,3.1,1.9,290.0,461.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,6.5,2.5,259.0,624.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,16.0,0.0,217.0,673.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,10.8,5.2,479.0,734.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,12.0,10.0,534.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,10.2,8.8,170.0,419.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,23.0,0.0,372.0,979.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,20.0,9.0,482.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,5.6,2.4,22.0,550.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,12.7,6.3,221.0,429.0,
17,5,30.0,8.0,2.0,400.0,750.0,,,0.0,2.0,374.0,964.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,7.2,4.8,345.0,473.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,17.0,198.0,435.0,
20,45,65.0,16.0,9.0,400.0,750.0,,,6.0,3.0,529.0,726.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,6.5,4.5,132.0,404.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,12.2,5.8,266.0,657.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,29.0,0.0,17.0,539.0,
24,65,35.0,8.0,3.0,650.0,1000.0,,,3.0,0.0,620.0,927.0,
25,65,20.0,16.0,6.0,400.0,750.0,,,3.7,2.3,379.0,973.0,
26,45,30.0,8.0,17.0,400.0,750.0,,,17.0,0.0,542.0,716.0,
27,35,40.0,8.0,16.0,0.0,600.0,,,16.0,0.0,0.0,662.0,
28,41,37.0,8.0,16.0,0.0,600.0,,,0.0,16.0,40.0,333.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,4.9,4.1,110.0,376.0,
30,40,60.0,16.0,21.0,0.0,600.0,,,14.4,6.6,111.0,530.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,16.3,10.7,87.0,340.0,
32,35,69.0,16.0,23.0,650.0,1000.0,,,16.3,6.7,601.0,850.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,7.2,3.8,8.0,689.0,
34,65,55.0,16.0,14.0,400.0,750.0,,,10.1,3.9,487.0,657.0,
35,63,65.0,16.0,8.0,400.0,750.0,,,4.3,3.7,416.0,977.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,0.0,5.0,37.0,753.0,
37,20,20.0,8.0,8.0,400.0,750.0,,,0.0,8.0,558.0,743.0,
38,5,5.0,8.0,16.0,0.0,600.0,,,0.0,16.0,115.0,600.0,
39,60,12.0,8.0,31.0,0.0,600.0,,,0.0,31.0,19.0,860.0,
40,40,25.0,16.0,9.0,0.0,600.0,,,5.2,3.8,230.0,563.0,
41,42,7.0,16.0,5.0,0.0,600.0,,,3.1,1.9,215.0,699.0,
42,24,12.0,8.0,5.0,0.0,600.0,,,0.0,5.0,17.0,623.0,
43,23,3.0,16.0,7.0,400.0,750.0,,,4.0,3.0,578.0,763.0,
44,11,14.0,8.0,18.0,0.0,600.0,,,18.0,0.0,31.0,523.0,
45,6,38.0,8.0,16.0,0.0,600.0,,,16.0,0.0,22.0,728.0,
46,2,48.0,16.0,1.0,400.0,750.0,,,0.6,0.4,447.0,688.0,
47,8,56.0,8.0,27.0,0.0,600.0,,,27.0,0.0,13.0,363.0,
48,13,52.0,16.0,36.0,650.0,1000.0,,,24.9,11.1,682.0,965.0,
49,6,68.0,8.0,30.0,0.0,600.0,,,30.0,0.0,429.0,604.0,
50,47,47.0,8.0,13.0,400.0,750.0,,,0.0,13.0,483.0,694.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
