CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,6.8,3.2,166.0,983.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,4.1,2.9,0.0,845.0,
3,55,45.0,16.0,13.0,400.0,750.0,,,7.4,5.6,235.0,858.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,13.5,5.5,672.0,811.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,26.0,19.0,982.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,2.0,1.0,354.0,589.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,5.0,23.0,727.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,9.0,391.0,496.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,16.0,390.0,510.0,
10,30,60.0,8.0,16.0,400.0,750.0,,,16.0,0.0,510.0,701.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,6.5,5.5,195.0,333.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,19.0,12.0,741.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,12.0,11.0,692.0,827.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,20.0,0.0,14.0,725.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,0.0,8.0,163.0,304.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,19.0,0.0,57.0,578.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,1.4,0.6,671.0,954.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,7.9,4.1,203.0,609.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,17.0,0.0,65.0,571.0,
20,45,65.0,16.0,9.0,400.0,750.0,,,5.1,3.9,402.0,866.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,6.8,4.2,5.0,778.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,18.0,0.0,332.0,562.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,29.0,0.0,194.0,331.0,
24,65,35.0,16.0,3.0,400.0,750.0,,,2.0,1.0,395.0,981.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,3.7,2.3,814.0,958.0,
26,45,30.0,8.0,17.0,400.0,750.0,,,0.0,17.0,320.0,979.0,
27,35,40.0,8.0,16.0,0.0,600.0,,,16.0,0.0,16.0,321.0,
28,41,37.0,8.0,16.0,0.0,600.0,,,16.0,0.0,1.0,550.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,5.6,3.4,9.0,541.0,
30,40,60.0,8.0,21.0,0.0,600.0,,,21.0,0.0,196.0,433.0,
31,31,52.0,8.0,27.0,0.0,600.0,,,0.0,27.0,14.0,756.0,
32,35,69.0,16.0,23.0,650.0,1000.0,,,13.5,9.5,440.0,985.0,
33,53,52.0,8.0,11.0,0.0,600.0,,,11.0,0.0,5.0,315.0,
34,65,55.0,16.0,14.0,400.0,750.0,,,8.9,5.1,203.0,934.0,
35,63,65.0,8.0,8.0,650.0,1000.0,,,0.0,8.0,616.0,888.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,5.0,0.0,22.0,340.0,
37,20,20.0,8.0,8.0,400.0,750.0,,,8.0,0.0,284.0,996.0,
38,5,5.0,16.0,16.0,0.0,600.0,,,9.0,7.0,287.0,415.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,18.3,12.7,17.0,357.0,
40,40,25.0,8.0,9.0,0.0,600.0,,,0.0,9.0,293.0,499.0,
41,42,7.0,8.0,5.0,0.0,600.0,,,5.0,0.0,324.0,593.0,
42,24,12.0,8.0,5.0,0.0,600.0,,,0.0,5.0,5.0,301.0,
43,23,3.0,16.0,7.0,400.0,750.0,,,4.7,2.3,420.0,880.0,
44,11,14.0,8.0,18.0,0.0,600.0,,,18.0,0.0,221.0,344.0,
45,6,38.0,8.0,16.0,0.0,600.0,,,16.0,0.0,1.0,313.0,
46,2,48.0,16.0,1.0,400.0,750.0,,,0.5,0.5,331.0,819.0,
47,8,56.0,16.0,27.0,0.0,600.0,,,17.1,9.9,14.0,636.0,
