CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,0.0,0.0,2.8,1.2,0.0,0.0,4.4,1.6,133.0,142.0,988.0,984.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,0.0,0.0,0.0,2.8,0.0,0.0,0.0,4.2,5.0,5.0,849.0,817.0,
3,55,45.0,8.0,13.0,400.0,750.0,,,0.0,0.0,0.0,5.2,0.0,0.0,0.0,7.8,254.0,277.0,848.0,857.0,
4,55,20.0,32.0,19.0,650.0,1000.0,,,3.0,2.1,1.8,0.7,5.1,3.3,1.7,1.3,667.0,674.0,802.0,809.0,
5,15,30.0,32.0,26.0,0.0,600.0,,,4.9,3.2,1.7,0.6,7.1,4.6,3.1,0.8,16.0,9.0,926.0,990.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,1.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,350.0,351.0,594.0,579.0,
7,20,50.0,24.0,5.0,0.0,600.0,,,1.0,0.6,0.3,0.0,1.3,0.9,0.5,0.3,44.0,32.0,700.0,679.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,385.0,387.0,500.0,499.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,0.0,4.2,2.2,0.0,0.0,5.9,3.7,0.0,384.0,384.0,504.0,504.0,
10,30,60.0,24.0,16.0,400.0,750.0,,,4.7,0.0,1.6,0.1,6.0,0.0,2.9,0.6,517.0,503.0,695.0,693.0,
11,20,65.0,32.0,12.0,0.0,600.0,,,2.4,1.3,1.0,0.2,3.4,2.3,1.3,0.2,201.0,204.0,326.0,333.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,0.0,6.3,0.0,1.3,0.0,9.5,0.0,1.9,12.0,12.0,780.0,754.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,0.0,0.0,7.4,1.8,0.0,0.0,8.8,5.0,684.0,686.0,833.0,834.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,0.0,0.0,6.1,1.9,0.0,0.0,7.4,4.6,27.0,7.0,742.0,728.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,2.1,0.0,1.1,0.0,3.3,0.0,1.5,0.0,171.0,174.0,303.0,304.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,4.5,3.1,0.0,0.0,7.3,4.1,0.0,0.0,84.0,69.0,563.0,548.0,
17,5,30.0,8.0,2.0,650.0,1000.0,,,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.2,662.0,662.0,930.0,947.0,
18,20,40.0,32.0,12.0,0.0,600.0,,,2.0,1.5,1.0,0.2,3.1,2.0,1.4,0.7,199.0,223.0,585.0,585.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,5.9,0.0,0.0,0.9,9.1,0.0,0.0,1.1,49.0,64.0,593.0,579.0,
20,45,65.0,24.0,9.0,400.0,750.0,,,2.2,0.0,1.1,0.3,3.1,0.0,1.8,0.5,383.0,385.0,867.0,831.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,0.0,4.4,0.0,0.0,0.0,6.6,0.0,14.0,14.0,769.0,779.0,
22,45,10.0,24.0,18.0,0.0,600.0,,,4.5,0.0,2.0,0.7,5.7,0.0,3.5,1.6,329.0,336.0,574.0,574.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,0.0,11.6,0.0,0.0,0.0,17.4,0.0,202.0,203.0,332.0,326.0,
